"","SiteID","Total_Vessels","Begin_Hour_loc","Begin_Date_loc","ves_yn","Weekday","Week","Month","Day_month","trans_inside","man_inside","total_inside"
"1668","EP",0,8,2019-06-12,"N","Wednesday",24,6,12,NA,NA,NA
"1669","EP",1,9,2019-06-12,"Y","Wednesday",24,6,12,NA,NA,NA
"1670","EP",2,10,2019-06-12,"Y","Wednesday",24,6,12,NA,NA,NA
"1671","EP",1,11,2019-06-12,"Y","Wednesday",24,6,12,NA,NA,NA
"1672","EP",1,12,2019-06-12,"Y","Wednesday",24,6,12,NA,NA,NA
"1673","EP",2,13,2019-06-12,"Y","Wednesday",24,6,12,NA,NA,NA
"1674","EP",0,14,2019-06-12,"N","Wednesday",24,6,12,NA,NA,NA
"1675","EP",0,15,2019-06-12,"N","Wednesday",24,6,12,NA,NA,NA
"1676","EP",2,16,2019-06-12,"Y","Wednesday",24,6,12,NA,NA,NA
"1677","EP",0,17,2019-06-12,"N","Wednesday",24,6,12,NA,NA,NA
"1678","EP",0,18,2019-06-12,"N","Wednesday",24,6,12,NA,NA,NA
"1679","EP",0,19,2019-06-12,"N","Wednesday",24,6,12,NA,NA,NA
"1680","EP",0,20,2019-06-12,"N","Wednesday",24,6,12,NA,NA,NA
"1681","EP",0,21,2019-06-12,"N","Wednesday",24,6,12,NA,NA,NA
"1682","EP",0,22,2019-06-12,"N","Wednesday",24,6,12,NA,NA,NA
"1683","EP",0,23,2019-06-12,"N","Wednesday",24,6,12,NA,NA,NA
"1684","EP",0,0,2019-06-13,"N","Thursday",24,6,13,NA,NA,NA
"1685","EP",0,1,2019-06-13,"N","Thursday",24,6,13,NA,NA,NA
"1686","EP",0,2,2019-06-13,"N","Thursday",24,6,13,NA,NA,NA
"1687","EP",1,3,2019-06-13,"Y","Thursday",24,6,13,NA,NA,NA
"1688","EP",1,4,2019-06-13,"Y","Thursday",24,6,13,NA,NA,NA
"1689","EP",0,5,2019-06-13,"N","Thursday",24,6,13,NA,NA,NA
"1690","EP",2,6,2019-06-13,"Y","Thursday",24,6,13,NA,NA,NA
"1691","EP",1,7,2019-06-13,"Y","Thursday",24,6,13,NA,NA,NA
"1692","EP",0,8,2019-06-13,"N","Thursday",24,6,13,NA,NA,NA
"1693","EP",2,9,2019-06-13,"Y","Thursday",24,6,13,NA,NA,NA
"1694","EP",0,10,2019-06-13,"N","Thursday",24,6,13,NA,NA,NA
"1695","EP",0,11,2019-06-13,"N","Thursday",24,6,13,NA,NA,NA
"1696","EP",0,12,2019-06-13,"N","Thursday",24,6,13,NA,NA,NA
"1697","EP",1,13,2019-06-13,"Y","Thursday",24,6,13,NA,NA,NA
"1698","EP",0,14,2019-06-13,"N","Thursday",24,6,13,NA,NA,NA
"1699","EP",0,15,2019-06-13,"N","Thursday",24,6,13,NA,NA,NA
"1700","EP",0,16,2019-06-13,"N","Thursday",24,6,13,NA,NA,NA
"1701","EP",1,17,2019-06-13,"Y","Thursday",24,6,13,0,1,1
"1702","EP",2,18,2019-06-13,"Y","Thursday",24,6,13,NA,NA,NA
"1703","EP",5,19,2019-06-13,"Y","Thursday",24,6,13,0,5,5
"1704","EP",6,20,2019-06-13,"Y","Thursday",24,6,13,0,6,6
"1705","EP",5,21,2019-06-13,"Y","Thursday",24,6,13,0,4,4
"1706","EP",1,22,2019-06-13,"Y","Thursday",24,6,13,NA,NA,NA
"1707","EP",0,23,2019-06-13,"N","Thursday",24,6,13,NA,NA,NA
"1708","EP",0,0,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1709","EP",1,1,2019-06-14,"Y","Friday",24,6,14,NA,NA,NA
"1710","EP",0,2,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1711","EP",0,3,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1712","EP",0,4,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1713","EP",0,5,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1714","EP",0,6,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1715","EP",0,7,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1716","EP",0,8,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1717","EP",0,9,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1718","EP",0,10,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1719","EP",0,11,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1720","EP",2,12,2019-06-14,"Y","Friday",24,6,14,NA,NA,NA
"1721","EP",0,13,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1722","EP",0,14,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1723","EP",0,15,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1724","EP",0,16,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1725","EP",0,17,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1726","EP",0,18,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1727","EP",0,19,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1728","EP",0,20,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1729","EP",0,21,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1730","EP",0,22,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1731","EP",0,23,2019-06-14,"N","Friday",24,6,14,NA,NA,NA
"1732","EP",0,0,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1733","EP",0,1,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1734","EP",0,2,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1735","EP",0,3,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1736","EP",0,4,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1737","EP",0,5,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1738","EP",2,6,2019-06-15,"Y","Saturday",24,6,15,NA,NA,NA
"1739","EP",1,7,2019-06-15,"Y","Saturday",24,6,15,NA,NA,NA
"1740","EP",2,8,2019-06-15,"Y","Saturday",24,6,15,NA,NA,NA
"1741","EP",3,9,2019-06-15,"Y","Saturday",24,6,15,NA,NA,NA
"1742","EP",3,10,2019-06-15,"Y","Saturday",24,6,15,NA,NA,NA
"1743","EP",1,11,2019-06-15,"Y","Saturday",24,6,15,NA,NA,NA
"1744","EP",0,12,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1745","EP",4,13,2019-06-15,"Y","Saturday",24,6,15,0,2,2
"1746","EP",3,14,2019-06-15,"Y","Saturday",24,6,15,NA,NA,NA
"1747","EP",0,15,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1748","EP",0,16,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1749","EP",1,17,2019-06-15,"Y","Saturday",24,6,15,NA,NA,NA
"1750","EP",0,18,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1751","EP",0,19,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1752","EP",0,20,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1753","EP",0,21,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1754","EP",0,22,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1755","EP",0,23,2019-06-15,"N","Saturday",24,6,15,NA,NA,NA
"1756","EP",0,0,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1757","EP",1,1,2019-06-16,"Y","Sunday",24,6,16,NA,NA,NA
"1758","EP",0,2,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1759","EP",0,3,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1760","EP",1,4,2019-06-16,"Y","Sunday",24,6,16,NA,NA,NA
"1761","EP",0,5,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1762","EP",0,6,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1763","EP",1,7,2019-06-16,"Y","Sunday",24,6,16,NA,NA,NA
"1764","EP",2,8,2019-06-16,"Y","Sunday",24,6,16,NA,NA,NA
"1765","EP",0,9,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1766","EP",0,10,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1767","EP",0,11,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1768","EP",0,12,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1769","EP",0,13,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1770","EP",0,14,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1771","EP",0,15,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1772","EP",0,16,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1773","EP",0,17,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1774","EP",0,18,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1775","EP",0,19,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1776","EP",0,20,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1777","EP",0,21,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1778","EP",0,22,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1779","EP",0,23,2019-06-16,"N","Sunday",24,6,16,NA,NA,NA
"1780","EP",NA,0,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1781","EP",NA,1,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1782","EP",NA,2,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1783","EP",NA,3,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1784","EP",NA,4,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1785","EP",NA,5,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1786","EP",NA,6,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1787","EP",NA,7,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1788","EP",NA,8,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1789","EP",NA,9,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1790","EP",NA,10,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1791","EP",NA,11,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1792","EP",NA,12,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1793","EP",NA,13,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1794","EP",NA,14,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1795","EP",NA,15,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1796","EP",NA,16,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1797","EP",NA,17,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1798","EP",NA,18,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1799","EP",NA,19,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1800","EP",NA,20,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1801","EP",NA,21,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1802","EP",NA,22,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1803","EP",NA,23,2019-06-17,NA,"Monday",24,6,17,NA,NA,NA
"1804","EP",0,0,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1805","EP",0,1,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1806","EP",0,2,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1807","EP",0,3,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1808","EP",0,4,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1809","EP",0,5,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1810","EP",0,6,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1811","EP",0,7,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1812","EP",0,8,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1813","EP",0,9,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1814","EP",1,10,2019-06-18,"Y","Tuesday",25,6,18,NA,NA,NA
"1815","EP",0,11,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1816","EP",0,12,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1817","EP",0,13,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1818","EP",0,14,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1819","EP",0,15,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1820","EP",0,16,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1821","EP",0,17,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1822","EP",0,18,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1823","EP",0,19,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1824","EP",0,20,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1825","EP",0,21,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1826","EP",0,22,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1827","EP",0,23,2019-06-18,"N","Tuesday",25,6,18,NA,NA,NA
"1828","EP",0,0,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1829","EP",0,1,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1830","EP",0,2,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1831","EP",0,3,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1832","EP",0,4,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1833","EP",0,5,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1834","EP",0,6,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1835","EP",0,7,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1836","EP",1,8,2019-06-19,"Y","Wednesday",25,6,19,NA,NA,NA
"1837","EP",0,9,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1838","EP",0,10,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1839","EP",1,11,2019-06-19,"Y","Wednesday",25,6,19,NA,NA,NA
"1840","EP",0,12,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1841","EP",0,13,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1842","EP",0,14,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1843","EP",0,15,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1844","EP",0,16,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1845","EP",0,17,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1846","EP",0,18,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1847","EP",0,19,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1848","EP",0,20,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1849","EP",0,21,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1850","EP",0,22,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1851","EP",0,23,2019-06-19,"N","Wednesday",25,6,19,NA,NA,NA
"1852","EP",0,0,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1853","EP",0,1,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1854","EP",0,2,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1855","EP",0,3,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1856","EP",0,4,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1857","EP",0,5,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1858","EP",0,6,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1859","EP",0,7,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1860","EP",0,8,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1861","EP",0,9,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1862","EP",1,10,2019-06-20,"Y","Thursday",25,6,20,NA,NA,NA
"1863","EP",0,11,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1864","EP",0,12,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1865","EP",0,13,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1866","EP",0,14,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1867","EP",0,15,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1868","EP",0,16,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1869","EP",0,17,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1870","EP",0,18,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1871","EP",0,19,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1872","EP",0,20,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1873","EP",0,21,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1874","EP",0,22,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1875","EP",0,23,2019-06-20,"N","Thursday",25,6,20,NA,NA,NA
"1876","EP",0,0,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1877","EP",0,1,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1878","EP",0,2,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1879","EP",0,3,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1880","EP",0,4,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1881","EP",1,5,2019-06-21,"Y","Friday",25,6,21,NA,NA,NA
"1882","EP",1,6,2019-06-21,"Y","Friday",25,6,21,NA,NA,NA
"1883","EP",0,7,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1884","EP",0,8,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1885","EP",0,9,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1886","EP",0,10,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1887","EP",0,11,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1888","EP",0,12,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1889","EP",0,13,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1890","EP",0,14,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1891","EP",1,15,2019-06-21,"Y","Friday",25,6,21,NA,NA,NA
"1892","EP",0,16,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1893","EP",0,17,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1894","EP",0,18,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1895","EP",0,19,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1896","EP",0,20,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1897","EP",0,21,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1898","EP",2,22,2019-06-21,"Y","Friday",25,6,21,NA,NA,NA
"1899","EP",0,23,2019-06-21,"N","Friday",25,6,21,NA,NA,NA
"1900","EP",0,0,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1901","EP",0,1,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1902","EP",0,2,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1903","EP",0,3,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1904","EP",0,4,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1905","EP",0,5,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1906","EP",0,6,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1907","EP",0,7,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1908","EP",0,8,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1909","EP",1,9,2019-06-22,"Y","Saturday",25,6,22,NA,NA,NA
"1910","EP",0,10,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1911","EP",0,11,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1912","EP",0,12,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1913","EP",0,13,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1914","EP",0,14,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1915","EP",0,15,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1916","EP",1,16,2019-06-22,"Y","Saturday",25,6,22,NA,NA,NA
"1917","EP",0,17,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1918","EP",0,18,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1919","EP",0,19,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1920","EP",0,20,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1921","EP",0,21,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1922","EP",0,22,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1923","EP",0,23,2019-06-22,"N","Saturday",25,6,22,NA,NA,NA
"1924","EP",0,0,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1925","EP",0,1,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1926","EP",0,2,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1927","EP",0,3,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1928","EP",0,4,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1929","EP",0,5,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1930","EP",0,6,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1931","EP",1,7,2019-06-23,"Y","Sunday",25,6,23,NA,NA,NA
"1932","EP",0,8,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1933","EP",0,9,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1934","EP",0,10,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1935","EP",0,11,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1936","EP",0,12,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1937","EP",0,13,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1938","EP",0,14,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1939","EP",0,15,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1940","EP",0,16,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1941","EP",0,17,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1942","EP",0,18,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1943","EP",0,19,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1944","EP",0,20,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1945","EP",0,21,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1946","EP",0,22,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1947","EP",0,23,2019-06-23,"N","Sunday",25,6,23,NA,NA,NA
"1948","EP",1,0,2019-06-24,"Y","Monday",25,6,24,NA,NA,NA
"1949","EP",0,1,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1950","EP",0,2,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1951","EP",0,3,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1952","EP",1,4,2019-06-24,"Y","Monday",25,6,24,NA,NA,NA
"1953","EP",0,5,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1954","EP",0,6,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1955","EP",0,7,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1956","EP",0,8,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1957","EP",0,9,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1958","EP",0,10,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1959","EP",0,11,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1960","EP",0,12,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1961","EP",0,13,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1962","EP",0,14,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1963","EP",0,15,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1964","EP",0,16,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1965","EP",0,17,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1966","EP",0,18,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1967","EP",0,19,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1968","EP",0,20,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1969","EP",0,21,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1970","EP",0,22,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1971","EP",0,23,2019-06-24,"N","Monday",25,6,24,NA,NA,NA
"1972","EP",0,0,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1973","EP",0,1,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1974","EP",0,2,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1975","EP",0,3,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1976","EP",0,4,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1977","EP",0,5,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1978","EP",0,6,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1979","EP",0,7,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1980","EP",0,8,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1981","EP",0,9,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1982","EP",1,10,2019-06-25,"Y","Tuesday",26,6,25,NA,NA,NA
"1983","EP",0,11,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1984","EP",0,12,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1985","EP",0,13,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1986","EP",0,14,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1987","EP",0,15,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1988","EP",0,16,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1989","EP",0,17,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1990","EP",0,18,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1991","EP",0,19,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1992","EP",0,20,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1993","EP",0,21,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1994","EP",0,22,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1995","EP",0,23,2019-06-25,"N","Tuesday",26,6,25,NA,NA,NA
"1996","EP",0,0,2019-06-26,"N","Wednesday",26,6,26,NA,NA,NA
"1997","EP",0,1,2019-06-26,"N","Wednesday",26,6,26,NA,NA,NA
"1998","EP",0,2,2019-06-26,"N","Wednesday",26,6,26,NA,NA,NA
"1999","EP",0,3,2019-06-26,"N","Wednesday",26,6,26,NA,NA,NA
"2000","EP",0,4,2019-06-26,"N","Wednesday",26,6,26,NA,NA,NA
"2001","EP",0,5,2019-06-26,"N","Wednesday",26,6,26,NA,NA,NA
"2002","EP",0,6,2019-06-26,"N","Wednesday",26,6,26,NA,NA,NA
"2003","EP",0,7,2019-06-26,"N","Wednesday",26,6,26,NA,NA,NA
"2004","EP",0,8,2019-06-26,"N","Wednesday",26,6,26,NA,NA,NA
