"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Behavior" "Partial" "Notes" "Begin_file_date"
1 "Spectrogram 1" 1 33047.105585999 35457.18011043 195.122 2109.756 "2022/2/22" "13:07:15.1056" "13:47:25.1801" 2410.0745 "Transit" NA "LTSA" "2022/2/22"
2 "Spectrogram 1" 1 35804.627319513 36806.813651423 1993.902 2048.78 "2022/2/22" "13:53:12.6273" "14:09:54.8137" 1002.1863 "Transit" NA "LTSA" "2022/2/22"
1 "Spectrogram 1" 1 17673.614895303 20467.75153662 25.667 1088.296 "2022/2/23" "8:50:54.6149" "9:37:28.7515" 2794.1366 "Transit" NA NA "2022/2/23"
3 "Spectrogram 1" 1 4086.670792792 5392.6211022 21.558 18212.311 "2022/2/23" "5:04:27.6708" "5:26:13.6211" 1305.9503 "Maneuver" NA NA "2022/2/23"
2 "Spectrogram 1" 1 84021.354022296 85872.111797063 21.779 4845.996 "2022/2/24" "3:16:38.3540" "3:47:29.1118" 1850.7578 "Maneuver" NA NA "2022/2/23"
1 "Spectrogram 1" 1 11085.018614441 13001.515512034 25.667 22941.041 "2022/2/24" "7:00:56.0186" "7:32:52.5155" 1916.4969 "Transit" NA NA "2022/2/24"
2 "Spectrogram 1" 1 77256.664594229 81177.422354413 21.779 1473.744 "2022/2/25" "1:23:44.6646" "2:29:05.4224" 3920.7578 "Maneuver" NA NA "2022/2/24"
1 "Spectrogram 1" 1 12019.527936245 13369.304327536 25.409 24000 "2022/2/25" "7:16:21.5279" "7:38:51.3043" 1349.7764 "Transit" NA NA "2022/2/25"
2 "Spectrogram 1" 1 34895.279497865 36168.807436504 18.15 2032.751 "2022/2/25" "13:37:36.2795" "13:58:49.8074" 1273.5279 "Transit" NA NA "2022/2/25"
3 "Spectrogram 1" 1 69052.801237629 72294.701858527 25.667 1704.312 "2022/2/25" "23:06:51.8012" "0:00:53.7019" 3241.9006 "Transit" NA NA "2022/2/25"
1 "Spectrogram 1" 1 65779.919254089 68281.416138018 30.801 24000 "2022/2/26" "22:12:10.9193" "22:53:51.4161" 2501.4969 "Maneuver" NA "" "2022/2/26"
2 "Spectrogram 1" 1 14323.329178041 16690.720489635 25.87 1177.074 "2022/2/26" "7:54:36.3292" "8:34:03.7205" 2367.3913 "Transit" NA "LTSA" "2022/2/26"
3 "Spectrogram 1" 1 62333.857130952 63966.099372127 17.247 7519.477 "2022/2/26" "21:14:45.8571" "21:41:57.0994" 1632.2422 "Transit" NA "" "2022/2/26"
1 "Spectrogram 1" 1 51481.763969164 55403.863344099 123.203 5133.47 "2022/2/27" "18:13:43.7640" "19:19:05.8633" 3922.0994 "Transit" "" NA "2022/2/27"
2 "Spectrogram 1" 1 65647.285702679 68699.012413794 25.667 2410.261 "2022/2/27" "22:09:48.2857" "23:00:40.0124" 3051.7267 "Transit" "" NA "2022/2/27"
3 "Spectrogram 1" 1 80404.790022503 86396.553979167 43.559 6606.439 "2022/2/28" "2:15:46.7900" "3:55:38.5540" 5991.764 "Transit" "yes" NA "2022/2/27"
1 "Spectrogram 1" 1 0 4712.906827795 41.068 4004.107 "2022/2/28" "3:55:36.0000" "5:14:08.9068" 4712.9068 "Transit" "yes" NA "2022/2/28"
2 "Spectrogram 1" 1 22235.602469009 24732.012417961 15.4 4733.405 "2022/2/28" "10:06:10.6025" "10:47:46.0124" 2496.4099 "Transit" "" NA "2022/2/28"
3 "Spectrogram 1" 1 40393.590059381 43659.416143349 20.534 1132.532 "2022/2/28" "15:08:48.5901" "16:03:13.4161" 3265.8261 "Transit" "" NA "2022/2/28"
4 "Spectrogram 1" 1 51682.204950518 54674.677010106 21.779 20698.152 "2022/2/28" "18:16:55.2050" "19:06:48.6770" 2992.4721 "Transit" "" NA "2022/2/28"
5 "Spectrogram 1" 1 56002.670792792 58636.37265132 30.801 1960.986 "2022/2/28" "19:28:56.6708" "20:12:50.3727" 2633.7019 "Transit" "" NA "2022/2/28"
6 "Spectrogram 1" 1 28663.043473279 30830.198745704 24.39 18731.707 "2022/2/28" "11:53:17.0435" "12:29:25.1987" 2167.1553 "Transit" "" NA "2022/2/28"
1 "Spectrogram 1" 1 5001.391294928 5969.254649444 15.4 1180.698 "2022/3/1" "5:18:50.3913" "5:34:58.2546" 967.8634 "Transit" NA NA "2022/3/1"
2 "Spectrogram 1" 1 23321.322969061 24845.062091887 20.534 24000 "2022/3/1" "10:24:08.3230" "10:49:32.0621" 1523.7391 "Transit" NA NA "2022/3/1"
3 "Spectrogram 1" 1 42722.664583812 44922.242231483 20.534 1447.639 "2022/3/1" "15:47:30.6646" "16:24:08.2422" 2199.5776 "Transit" NA NA "2022/3/1"
