"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Behavior" "Partial" "Notes" "Begin_file_date"
30 "Spectrogram 1" 1 3477418.57638378 3493593.75152364 27.218 979.839 "2019/11/4" "10:46:11.5764" "15:15:46.7515" 16175.1751 "TransitB" NA "TB, ~11:05 - 15:15" "2019/9/25"
31 "Spectrogram 1" 1 3518978.72411184 3524979 29.938 829.71 "2019/11/4" "22:18:50.7241" "23:58:49.0000" 6000.2759 "TransitB" NA "TB ~22:22 - 00:02" "2019/9/25"
32 "Spectrogram 1" 1 3538216 3545955.5 37.422 3635.327 "2019/11/5" "3:39:26.0000" "5:48:24.5000" 7739.5 "TransitA" NA "TB, ~04:05 - 05:48" "2019/9/25"
33 "Spectrogram 1" 1 3733598.72830319 3736599 37 11461.973 "2019/11/7" "9:55:39.7283" "10:45:37.0000" 3000.2717 "TransitA" NA "TA, ~09:59 - 10:49" "2019/9/25"
34 "Spectrogram 1" 1 3737559 3741924.66750244 430.233 529.07 "2019/11/7" "11:01:37.0000" "12:14:23.6675" 4365.6675 "TransitB" NA "TB, ~11:05 - 12:15, end masked by fish chorus" "2019/9/25"
35 "Spectrogram 1" 1 3823659 3838659 34.884 600 "2019/11/8" "10:56:32.0000" "15:06:32.0000" 15000 "TransitB" NA "TB, ~11:00 - 15:10" "2019/9/25"
36 "Spectrogram 1" 1 3910959 3923559 28.778 513.886 "2019/11/9" "11:11:28.0000" "14:41:28.0000" 12600 "TransitB" NA "TB ~11:15 - 14:45" "2019/9/25"
37 "Spectrogram 1" 1 3997299 4007669.26850537 30.833 1068.882 "2019/11/10" "11:10:24.0000" "14:03:14.2685" 10370.2685 "TransitB" NA "TB ~11:14 - 14:05" "2019/9/25"
38 "Spectrogram 1" 1 4239028.06712113 4244958.47623083 30.833 5558.14 "2019/11/13" "6:19:00.0671" "7:57:50.4762" 5930.4091 "TransitA" NA "TA ~06:22 - 08:00" "2019/9/25"
39 "Spectrogram 1" 1 4428759 4444059.99175224 62.13 1134.66 "2019/11/15" "11:01:00.0000" "15:16:01.9918" 15300.9918 "TransitB" NA "TB ~11:05 - 15:20" "2019/9/25"
40 "Spectrogram 1" 1 4558239 4560165.89611644 22.611 23811.41 "2019/11/16" "22:58:53.0000" "23:31:00.8961" 1926.8961 "CPA" NA "CPA ~23:03 - 23:31" "2019/9/25"
