"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Behavior" "Partial" "Notes" "Begin_file_date"
1 "Spectrogram 1" 1 1802.721839543 2225.626619633 348.2 754.4 "2019/6/11" "12:46:54.7218" "12:53:57.6266" 422.9048 "TransitB" "n" NA 2019-06-11
2 "Spectrogram 1" 1 6970.816437565 7199.462353933 1721.5 2030.9 "2019/6/11" "15:13:02.8164" "15:16:51.4624" 228.6459 "TransitB" "y" NA 2019-06-11
1 "Spectrogram 1" 1 16748.949421567 16964.826204379 125.7 1460.3 "2019/6/12" "9:56:00.9494" "9:59:36.8262" 215.8768 "TransitB" "n" NA 2019-06-12
2 "Spectrogram 1" 1 17368.190873315 17743.939467201 58 1315.3 "2019/6/12" "10:06:19.1909" "10:12:35.9395" 375.7486 "TransitB" "n" NA 2019-06-12
3 "Spectrogram 1" 1 18620.058955585 19800.207052297 129.9 1547.4 "2019/6/12" "10:57:11.0590" "11:16:51.2071" 1180.1481 "TransitB" "y" NA 2019-06-12
4 "Spectrogram 1" 1 19903.471147998 20004.31371886 58 3075.4 "2019/6/12" "11:48:35.4711" "11:50:15.3137" 100.8426 "TransitA" "n" NA 2019-06-12
5 "Spectrogram 1" 1 20774.253346855 20940.061684933 54.7 2810.6 "2019/6/12" "12:03:05.2533" "12:05:51.0617" 165.8083 "TransitA" "n" NA 2019-06-12
6 "Spectrogram 1" 1 21603.631067076 21640.594348424 193.4 3501 "2019/6/12" "12:46:55.6311" "12:47:32.5943" 36.9633 "TransitA" "y" NA 2019-06-12
7 "Spectrogram 1" 1 21922.276941778 22023.321180538 193.4 3152.8 "2019/6/12" "12:52:13.2769" "12:53:54.3212" 101.0442 "TransitA" "n" NA 2019-06-12
8 "Spectrogram 1" 1 22313.258887977 22470.442460408 116.1 3675 "2019/6/12" "12:58:44.2589" "13:01:21.4425" 157.1836 "TransitA" "n" NA 2019-06-12
9 "Spectrogram 1" 1 22933.368412051 22973.467971816 251.5 2572.5 "2019/6/12" "13:09:04.3684" "13:09:44.4680" 40.0996 "TransitB" "n" NA 2019-06-12
10 "Spectrogram 1" 1 23693.669577214 24036.151217888 116.1 2185.7 "2019/6/12" "13:51:45.6696" "13:57:27.1512" 342.4816 "TransitA" "n" NA 2019-06-12
11 "Spectrogram 1" 1 25133.18794524 25146.629138457 1740.8 2882 "2019/6/12" "14:15:44.1879" "14:15:58.6291" 13.4412 "TransitB" "n" NA 2019-06-12
1 "Spectrogram 1" 1 12316.480397739 12322.64094463 38.7 4042.6 "2019/6/13" "7:12:08.4804" "7:12:14.6409" 6.1605 "TransitA" "n" NA 2019-06-13
2 "Spectrogram 1" 1 32555.671365277 32656.065896365 38.7 735 "2019/6/13" "18:49:26.6714" "18:51:07.0659" 100.3945 "TransitB" "n" NA 2019-06-13
3 "Spectrogram 1" 1 33005.828183364 33179.365207543 33.8 6750.5 "2019/6/13" "18:56:57.8282" "18:59:50.3652" 173.537 "CPA+Maneuver" "n" NA 2019-06-13
4 "Spectrogram 1" 1 33486.227686191 33599.357729102 58 7195.4 "2019/6/13" "19:04:57.2277" "19:06:50.3577" 113.13 "TransitA+Maneuver" "n" NA 2019-06-13
5 "Spectrogram 1" 1 34203.673851146 34331.846848216 38.7 8143.1 "2019/6/13" "19:46:54.6739" "19:49:03.8468" 128.173 "CPA+Maneuver" "y" NA 2019-06-13
6 "Spectrogram 1" 1 34558.006131339 34620.955719573 58 4332.7 "2019/6/13" "19:52:49.0061" "19:53:52.9557" 62.9496 "TransitA+Maneuver" "n" NA 2019-06-13
7 "Spectrogram 1" 1 35145.072722088 35311.967537868 38.7 7079.3 "2019/6/13" "20:02:36.0727" "20:05:23.9675" 166.8948 "CPA+Maneuver" "n" NA 2019-06-13
8 "Spectrogram 1" 1 35699.723360195 35816.583352974 19.3 3365.6 "2019/6/13" "20:11:50.7234" "20:13:47.5834" 116.86 "TransitA+Maneuver" "n" NA 2019-06-13
9 "Spectrogram 1" 1 36032.140924821 36128.805506041 19.3 6866.5 "2019/6/13" "20:47:23.1409" "20:48:59.8055" 96.6646 "TransitA+Maneuver" "n" NA 2019-06-13
10 "Spectrogram 1" 1 36587.049371214 36748.119669934 58 8452.6 "2019/6/13" "20:56:38.0494" "20:59:19.1197" 161.0703 "TransitA+Maneuver" "n" NA 2019-06-13
11 "Spectrogram 1" 1 37114.269030414 37202.644875817 19.3 8858.8 "2019/6/13" "21:05:25.2690" "21:06:53.6449" 88.3758 "TransitA+Maneuver" "n" NA 2019-06-13
12 "Spectrogram 1" 1 37803.824719444 37846.388497965 58 6479.7 "2019/6/13" "21:46:54.8247" "21:47:37.3885" 42.5638 "TransitA+Maneuver" "y" NA 2019-06-13
13 "Spectrogram 1" 1 38748.718313122 38895.708980696 47.9 506.1 "2019/6/13" "22:02:39.7183" "22:05:06.7090" 146.9907 "TransitB" "n" NA 2019-06-13
1 "Spectrogram 1" 1 10803.449893759 11489.197244711 77.4 2417.8 "2019/6/15" "6:46:55.4499" "6:58:20.1972" 685.7474 "TransitB" "y" NA 2019-06-15
2 "Spectrogram 1" 1 12603.472287414 12728.139354504 0 8085.1 "2019/6/15" "7:46:55.4723" "7:48:59.1394" 124.6671 "TransitA+Maneuver" "y" NA 2019-06-15
3 "Spectrogram 1" 1 16161.042912492 16199.686342992 135.4 3326.9 "2019/6/15" "9:16:12.0429" "9:16:51.6863" 38.6434 "TransitA" "y" NA 2019-06-15
4 "Spectrogram 1" 1 16433.708736647 16617.662685568 77.4 7234 "2019/6/15" "9:50:45.7087" "9:53:49.6627" 183.9539 "TransitA+Maneuver" "n" NA 2019-06-15
5 "Spectrogram 1" 1 19803.449872926 20327.197223877 715.7 967.1 "2019/6/15" "11:46:55.4499" "11:55:38.1972" 523.7474 "TransitB" "y" NA 2019-06-15
6 "Spectrogram 1" 1 21603.595483769 21939.804567608 735 967.1 "2019/6/15" "12:46:55.5955" "12:52:31.8046" 336.2091 "TransitB" "y" NA 2019-06-15
7 "Spectrogram 1" 1 23061.685037557 23365.747267618 19.3 8723.4 "2019/6/15" "13:11:13.6850" "13:16:17.7473" 304.0622 "TransitA+Maneuver" "n" NA 2019-06-15
8 "Spectrogram 1" 1 23684.594810218 23792.90842556 58 9593.8 "2019/6/15" "13:51:36.5948" "13:53:24.9084" 108.3136 "TransitA+Maneuver" "n" NA 2019-06-15
9 "Spectrogram 1" 1 24380.311046139 24438.892246577 23.9 9168.3 "2019/6/15" "14:03:11.3110" "14:04:10.8922" 58.5812 "TransitA+Maneuver" "n" NA 2019-06-15
10 "Spectrogram 1" 1 24786.447956441 24819.60289971 19.3 9883.9 "2019/6/15" "14:09:57.4480" "14:10:31.6029" 33.1549 "TransitA+Maneuver" "n" NA 2019-06-15
11 "Spectrogram 1" 1 25203.8642493 27000.24468177 765.9 936.9 "2019/6/15" "14:46:55.8642" "15:16:51.2447" 1796.3804 "TransitB" "y" NA 2019-06-15
12 "Spectrogram 1" 1 27009.127089038 27341.270193178 759.1 902.7 "2019/6/15" "15:47:00.1271" "15:52:32.2702" 332.1431 "TransitB" "y" NA 2019-06-15
