"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Behavior" "Partial" "Notes" "Begin_file_date"
1 "Spectrogram 1" 1 2.765178905 1328.00949872 282.3 3528.2 "2019/4/17" "9:21:07.7652" "9:43:13.0095" 1325.2443 "TransitA" "y" "" "2019/4/17"
2 "Spectrogram 1" 1 1931.464835558 1936.336817438 0 1048.387 "2019/4/17" "10:23:16.4648" "10:23:21.3368" 4.872 "" "" "weird mechanical sound" "2019/4/17"
3 "Spectrogram 1" 1 3714.645411759 3716.752214734 0 927.419 "2019/4/17" "11:22:59.6454" "11:23:01.7522" 2.1068 "" "" "mechanical sound again" "2019/4/17"
4 "Spectrogram 1" 1 7297.474963347 9000.074826231 100.8 3225.8 "2019/4/17" "13:22:42.4750" "13:51:04.0748" 1702.5999 "TransitA" "y" "" "2019/4/17"
5 "Spectrogram 1" 1 10398.395610949 10800.123491953 100.8 2358.9 "2019/4/17" "14:44:23.3956" "14:51:04.1235" 401.7279 "TransitB" "y" "" "2019/4/17"
6 "Spectrogram 1" 1 11490.257050978 11521.332394858 201.613 3266.129 "2019/4/17" "15:32:35.2571" "15:33:06.3324" 31.0753 "" "" "Rain" "2019/4/17"
7 "Spectrogram 1" 1 16004.401470586 16200.241993371 584.7 3588.7 "2019/4/17" "17:47:49.4015" "17:51:04.2420" 195.8405 "TransitA" "y" "" "2019/4/17"
1 "Spectrogram 1" 1 11137.536196614 12600.242491953 121 2116.9 "2019/4/18" "6:26:42.5362" "6:51:04.2425" 1462.7063 "TransitB" "y" NA "2019/4/18"
2 "Spectrogram 1" 1 12880.692016764 14260.700785388 80.6 2217.7 "2019/4/18" "7:25:45.6920" "7:48:45.7008" 1380.0088 "TransitB" "n" NA "2019/4/18"
3 "Spectrogram 1" 1 23752.994867609 24109.518638533 443.5 3729.8 "2019/4/18" "13:26:57.9949" "13:32:53.5186" 356.5238 "TransitA" "n" NA "2019/4/18"
1 "Spectrogram 1" 1 10425.673731437 10799.841977277 141.1 1754 "2019/4/19" "5:44:50.6737" "5:51:04.8420" 374.1682 "TransitB" "y" "" "2019/4/19"
2 "Spectrogram 1" 1 10804.187258413 10957.496696141 221 1924.6 "2019/4/19" "6:21:08.1873" "6:23:42.4967" 153.3094 "TransitB" "y" "" "2019/4/19"
3 "Spectrogram 1" 1 11622.877820684 11928.311619468 2318.5 2762.1 "2019/4/19" "6:34:47.8778" "6:39:53.3116" 305.4338 "TransitB" "n" "" "2019/4/19"
4 "Spectrogram 1" 1 12603.160204462 13675.601982123 121 2822.6 "2019/4/19" "7:21:07.1602" "7:39:00.6020" 1072.4418 "TransitB" "y" "" "2019/4/19"
5 "Spectrogram 1" 1 13917.133794425 14400.236940335 106.9 2102.8 "2019/4/19" "7:43:01.1338" "7:51:04.2369" 483.1031 "TransitB" "y" "" "2019/4/19"
6 "Spectrogram 1" 1 15002.282300445 16199.881415249 100.8 3669.4 "2019/4/19" "8:31:06.2823" "8:51:04.8814" 1197.5991 "TransitA" "y" "" "2019/4/19"
7 "Spectrogram 1" 1 16204.490046757 17999.993326003 60.5 4838.7 "2019/4/19" "9:21:09.4900" "9:51:04.9933" 1795.5033 "TransitA" "y" "" "2019/4/19"
8 "Spectrogram 1" 1 19341.026239591 19799.901151289 60.5 4274.2 "2019/4/19" "10:43:25.0262" "10:51:04.9012" 458.8749 "TransitA" "y" "" "2019/4/19"
9 "Spectrogram 1" 1 19896.985284626 20067.807522083 443.5 3891.1 "2019/4/19" "11:22:41.9853" "11:25:32.8075" 170.8222 "TransitB" "n" "" "2019/4/19"
10 "Spectrogram 1" 1 41411.07032265 41437.800385394 463.71 5685.484 "2019/4/19" "23:21:15.0703" "23:21:41.8004" 26.7301 "" "" "Rain" "2019/4/19"
1 "Spectrogram 1" 1 289.198229609 1508.036570653 262.1 1491.9 "2019/4/20" "0:25:54.1982" "0:46:13.0366" 1218.8383 "TransitB" "n" "" "2019/4/20"
2 "Spectrogram 1" 1 4764.000267206 4818.250443809 0 5665.323 "2019/4/20" "2:40:28.0003" "2:41:23.2504" 54.2502 "" "" "Rain" "2019/4/20"
3 "Spectrogram 1" 1 10804.187258413 11011.220172001 141.1 2580.6 "2019/4/20" "6:21:08.1873" "6:24:35.2202" 207.0329 "TransitB" "y" "" "2019/4/20"
4 "Spectrogram 1" 1 11260.730492624 11289.567358342 544.355 6270.161 "2019/4/20" "6:28:45.7305" "6:29:14.5674" 28.8369 "" "" "Rain" "2019/4/20"
5 "Spectrogram 1" 1 11534.128745367 11566.784191478 141.1 1169.4 "2019/4/20" "6:33:18.1287" "6:33:51.7842" 32.6554 "TransitB" "n" "" "2019/4/20"
6 "Spectrogram 1" 1 13970.580829478 14400.052653408 80.6 1108.9 "2019/4/20" "7:43:55.5808" "7:51:04.0527" 429.4718 "TransitB" "y" "" "2019/4/20"
7 "Spectrogram 1" 1 15268.029256523 16200.09215388 80.6 1996 "2019/4/20" "8:35:32.0293" "8:51:04.0922" 932.0629 "TransitB" "y" "" "2019/4/20"
