"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Behavior" "Partial" "Notes" "Begin_file_date"
1 "Spectrogram 1" 1 2.751647331 1619.165819463 19.1 9980.9 "2018/12/12" "10:59:42.7516" "11:26:39.1658" 1616.4142 "CPA+Maneuver" "y" "possibly patrol boat" "2018/12/12"
1 "Spectrogram 1" 1 12996.947122521 14399.870297546 57.361 6921.6 "2018/12/13" "8:06:16.9471" "8:29:39.8703" 1402.9232 "TransitA" "y" NA "2018/12/13"
1 "Spectrogram 1" 1 5406.09864861 7199.525273326 0 2160.6 "2018/12/15" "3:59:45.0986" "4:29:39.5253" 1793.4266 "TransitB" "y" "" "2018/12/15"
2 "Spectrogram 1" 1 13118.018506204 14400.070204392 363.3 3097.5 "2018/12/15" "8:08:17.0185" "8:29:39.0702" 1282.0517 "TransitB" "y" "too faint for RL" "2018/12/15"
3 "Spectrogram 1" 1 14403.113116913 16199.578310577 64.221 3021 "2018/12/15" "8:59:42.1131" "9:29:39.5783" 1796.4652 "TransitA" "y" "" "2018/12/15"
1 "Spectrogram 1" 1 11414.736440128 12600.046799455 286.8 2026.8 "2018/12/16" "7:09:54.7364" "7:29:39.0468" 1185.3104 "TransitB" "y" NA "2018/12/16"
2 "Spectrogram 1" 1 12603.440817268 13652.27622979 114.7 2275.3 "2018/12/16" "7:59:43.4408" "8:17:11.2762" 1048.8354 "TransitB" "y" NA "2018/12/16"
3 "Spectrogram 1" 1 19388.247061362 19800.397915163 191.2 3575.5 "2018/12/16" "11:22:47.2471" "11:29:39.3979" 412.1509 "TransitA+Maneuver" "y" NA "2018/12/16"
1 "Spectrogram 1" 1 8441.812708428 8619.343272256 0 3414.837 "2018/12/18" "5:20:21.8127" "5:23:19.3433" 177.5306 "TransitB" "n" "" "2018/12/18"
2 "Spectrogram 1" 1 11176.150812134 11534.442095552 898.7 2351.8 "2018/12/18" "7:05:55.1508" "7:11:54.4421" 358.2913 "TransitB" "n" "on/off" "2018/12/18"
3 "Spectrogram 1" 1 14403.382264223 14607.772395102 76.5 2428.3 "2018/12/18" "8:59:43.3823" "9:03:07.7724" 204.3901 "TransitB" "y" "" "2018/12/18"
4 "Spectrogram 1" 1 14888.633258412 15273.959649233 688.3 2696 "2018/12/18" "9:07:48.6333" "9:14:13.9596" 385.3264 "TransitB" "n" "" "2018/12/18"
5 "Spectrogram 1" 1 23253.390067661 23395.728171367 650.1 2218 "2018/12/18" "13:27:12.3901" "13:29:35.7282" 142.3381 "TransitB" "unk" "too faint for RL" "2018/12/18"
1 "Spectrogram 1" 1 10827.643677408 10866.499329608 2026.8 2351.8 "2018/12/19" "7:00:07.6437" "7:00:46.4993" 38.8557 "TransitB" "unk" "too faint for RL" "2018/12/19"
2 "Spectrogram 1" 1 12216.475935089 12292.548748131 38.2 2485.7 "2018/12/19" "7:23:16.4759" "7:24:32.5487" 76.0728 "TransitB" "n" "" "2018/12/19"
3 "Spectrogram 1" 1 12603.323782171 13957.461553153 133.8 1797.3 "2018/12/19" "7:59:43.3238" "8:22:17.4616" 1354.1378 "TransitB" "y" "" "2018/12/19"
4 "Spectrogram 1" 1 15270.488535017 15837.472035043 1931.2 2370.9 "2018/12/19" "9:14:10.4885" "9:23:37.4720" 566.9835 "TransitB" "n" "on/off" "2018/12/19"
5 "Spectrogram 1" 1 14911.466818108 16148.949279665 95.602 5583.2 "2018/12/19" "9:08:11.4668" "9:28:48.9493" 1237.4825 "TransitA" "unk" "" "2018/12/19"
6 "Spectrogram 1" 1 16204.306870489 16800.331575734 124.283 9560.2 "2018/12/19" "9:59:43.3069" "10:09:39.3316" 596.0247 "CPA" "y" "" "2018/12/19"
7 "Spectrogram 1" 1 18003.815329094 19050.729477067 38.2 2428.3 "2018/12/19" "10:59:43.8153" "11:17:10.7295" 1046.9141 "TransitB" "y" "" "2018/12/19"
1 "Spectrogram 1" 1 14983.689193961 15475.306878617 516.3 3288.7 "2018/12/20" "9:09:23.6892" "9:17:35.3069" 491.6177 "TransitB" "n" "too faint for RL" "2018/12/20"
1 "Spectrogram 1" 1 24605.321190467 25199.882954486 153 1797.3 "2018/12/21" "14:19:44.3212" "14:29:39.8830" 594.5618 "TransitB" "unk" NA "2018/12/21"
1 "Spectrogram 1" 1 12748.236658011 13162.775016187 0 6271.5 "2018/12/22" "8:02:07.2367" "8:09:02.7750" 414.5384 "TransitA+Maneuver" "unk" NA "2018/12/22"
2 "Spectrogram 1" 1 14403.23005826 14699.545406738 124.283 4741.9 "2018/12/22" "8:59:42.2301" "9:04:39.5454" 296.3153 "TransitA" "y" NA "2018/12/22"
1 "Spectrogram 1" 1 12603.323782171 13548.581260688 133.8 3231.4 "2018/12/25" "7:59:43.3238" "8:15:28.5813" 945.2575 "TransitA" "y" NA "2018/12/25"
2 "Spectrogram 1" 1 13791.862137503 14400.011685021 76.5 4168.3 "2018/12/25" "8:19:31.8621" "8:29:39.0117" 608.1495 "TransitB" "y" NA "2018/12/25"
3 "Spectrogram 1" 1 15564.124793861 16197.729476932 0 2581.3 "2018/12/25" "9:19:03.1248" "9:29:37.7295" 633.6047 "TransitB" "unk" NA "2018/12/25"
1 "Spectrogram 1" 1 9392.933661709 9408.382294511 1873.8 2390.1 "2018/12/26" "6:06:12.9337" "6:06:28.3823" 15.4486 "TransitB" "n" "" "2018/12/26"
2 "Spectrogram 1" 1 9931.140507008 9997.089784161 81.1 993.7 "2018/12/26" "6:15:10.1405" "6:16:16.0898" 65.9493 "TransitB" "n" "" "2018/12/26"
3 "Spectrogram 1" 1 10504.34588799 10749.136511433 1950.3 2332.7 "2018/12/26" "6:24:44.3459" "6:28:48.1365" 244.7906 "TransitB" "unk" "" "2018/12/26"
4 "Spectrogram 1" 1 10803.136514846 10875.370595457 76.5 2237.1 "2018/12/26" "6:59:42.1365" "7:00:55.3706" 72.2341 "TransitB" "y" "" "2018/12/26"
5 "Spectrogram 1" 1 12278.223639006 12287.235341474 2026.8 2390.1 "2018/12/26" "7:24:17.2236" "7:24:27.2353" 9.0117 "TransitB" "n" "too short for RL" "2018/12/26"
6 "Spectrogram 1" 1 13187.024686633 13401.924550471 0 6175.9 "2018/12/26" "8:09:26.0247" "8:13:01.9246" 214.8999 "CPA+Maneuver" "n" "" "2018/12/26"
7 "Spectrogram 1" 1 13667.875142366 13993.267841962 0 1988.5 "2018/12/26" "8:17:27.8751" "8:22:52.2678" 325.3927 "TransitA" "n" "" "2018/12/26"
8 "Spectrogram 1" 1 16203.440799848 16539.261344644 133.8 4130 "2018/12/26" "9:59:43.4408" "10:05:18.2613" 335.8205 "TransitA" "y" "" "2018/12/26"
9 "Spectrogram 1" 1 17867.972654923 18000.245740288 38.2 5831.7 "2018/12/26" "10:27:27.9727" "10:29:39.2457" 132.2731 "CPA+Maneuver" "y" "" "2018/12/26"
10 "Spectrogram 1" 1 18857.644954568 19151.215829351 172.1 5678.8 "2018/12/26" "11:13:57.6450" "11:18:50.2158" 293.5709 "TransitA" "n" "" "2018/12/26"
11 "Spectrogram 1" 1 24160.81010907 24919.197631299 0 8413 "2018/12/26" "14:12:20.8101" "14:24:58.1976" 758.3875 "CPA" "n" "" "2018/12/26"
12 "Spectrogram 1" 1 25203.52273342 25982.250936755 133.8 2715.1 "2018/12/26" "14:59:42.5227" "15:12:41.2509" 778.7282 "TransitB" "y" "" "2018/12/26"
1 "Spectrogram 1" 1 9719.859539134 10222.127417615 0 8107.1 "2018/12/27" "6:11:39.8595" "6:20:01.1274" 502.2679 "TransitA+Maneuver" "y" "" "2018/12/27"
2 "Spectrogram 1" 1 12336.694405464 12502.907668956 133.8 1797.3 "2018/12/27" "7:25:16.6944" "7:28:02.9077" 166.2133 "TransitB" "n" "" "2018/12/27"
3 "Spectrogram 1" 1 12840.589072117 13626.947982526 0 2103.3 "2018/12/27" "8:03:40.5891" "8:16:46.9480" 786.3589 "TransitB" "n" "" "2018/12/27"
4 "Spectrogram 1" 1 13860.11702468 14176.158632328 497.1 2141.5 "2018/12/27" "8:20:39.1170" "8:25:55.1586" 316.0416 "TransitB" "n" "" "2018/12/27"
5 "Spectrogram 1" 1 14403.103361652 14434.799028656 13.5 1798.2 "2018/12/27" "8:59:42.1034" "9:00:14.7990" 31.6957 "TransitB" "y" "" "2018/12/27"
6 "Spectrogram 1" 1 14674.704798399 15058.392708076 0 7208.4 "2018/12/27" "9:04:14.7048" "9:10:38.3927" 383.6879 "TransitA+Maneuver" "n" "" "2018/12/27"
7 "Spectrogram 1" 1 15813.386202278 16194.148224317 95.6 5086 "2018/12/27" "9:23:13.3862" "9:29:33.1482" 380.762 "TransitA+Maneuver" "unk" "" "2018/12/27"
8 "Spectrogram 1" 1 18332.215849453 18823.072802869 994.3 3231.4 "2018/12/27" "11:05:11.2158" "11:13:22.0728" 490.857 "TransitB" "n" "" "2018/12/27"
9 "Spectrogram 1" 1 20405.504536736 21600.339383371 0 8126.2 "2018/12/27" "12:09:45.5045" "12:29:39.3394" 1194.8348 "CPA+Maneuver" "y" "definitely in the park - idling" "2018/12/27"
10 "Spectrogram 1" 1 33097.307226269 33295.026002262 0 12198.9 "2018/12/27" "19:11:16.3072" "19:14:34.0260" 197.7188 "CPA" "n" "" "2018/12/27"
11 "Spectrogram 1" 1 42743.915881136 43200.937979167 76.5 1892.9 "2018/12/28" "0:22:03.9159" "0:29:40.9380" 457.0221 "TransitB" "y" "too faint for RL" "2018/12/27"
1 "Spectrogram 1" 1 2.808842328 1799.789334742 57.4 1988.5 "2018/12/28" "0:59:42.8088" "1:29:39.7893" 1796.9805 "TransitB" "y" NA "2018/12/28"
2 "Spectrogram 1" 1 8017.445229935 8158.911403419 47.801 5009.6 "2018/12/28" "5:13:17.4452" "5:15:38.9114" 141.4662 "TransitA+Maneuver" "n" NA "2018/12/28"
3 "Spectrogram 1" 1 9601.162452102 9635.45373552 745.7 1319.3 "2018/12/28" "6:09:40.1625" "6:10:15.4537" 34.2913 "TransitB" "n" NA "2018/12/28"
4 "Spectrogram 1" 1 11675.094835528 12153.136448933 153 1931.2 "2018/12/28" "7:14:14.0948" "7:22:12.1364" 478.0416 "TransitB" "n" NA "2018/12/28"
5 "Spectrogram 1" 1 12468.826957046 12599.929691442 57.4 1931.2 "2018/12/28" "7:27:28.8270" "7:29:39.9297" 131.1027 "TransitB" "y" NA "2018/12/28"
6 "Spectrogram 1" 1 12603.206674157 14262.548017311 60.841 9349.904 "2018/12/28" "7:59:42.2067" "8:27:22.5480" 1659.3413 "CPA+Maneuver" "y" NA "2018/12/28"
7 "Spectrogram 1" 1 15460.057015307 16199.906130256 153 3059.3 "2018/12/28" "9:17:19.0570" "9:29:39.9061" 739.8491 "TransitB" "y" NA "2018/12/28"
8 "Spectrogram 1" 1 17480.012784826 17577.503020617 229.4 1625.2 "2018/12/28" "10:20:59.0128" "10:22:37.5030" 97.4902 "TransitB" "n" NA "2018/12/28"
9 "Spectrogram 1" 1 18103.95033099 18501.565406995 100.803 1453.2 "2018/12/28" "11:01:23.9503" "11:08:01.5654" 397.6151 "TransitB" "n" NA "2018/12/28"
10 "Spectrogram 1" 1 19172.01272047 19280.293610953 38.2 2160.6 "2018/12/28" "11:19:11.0127" "11:20:59.2936" 108.2809 "TransitB" "n" NA "2018/12/28"
11 "Spectrogram 1" 1 20785.458755039 21113.554983434 133.8 3001.9 "2018/12/28" "12:16:05.4588" "12:21:33.5550" 328.0962 "TransitB" "n" NA "2018/12/28"
