"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Behavior" "Notes" "Begin_file_date"
9 "Spectrogram 1" 1 36555.057548395 36845.258972405 532.5 1893.5 "2018/9/6" "11:00:13.0575" "11:05:04.2590" 290.2014 "DTransit" "" "2018/9/6"
10 "Spectrogram 1" 1 43263.100706218 43507.100715478 532.5 3934.9 "2018/9/6" "12:52:00.1007" "12:56:04.1007" 244 "DTransit" "on/off" "2018/9/6"
11 "Spectrogram 1" 1 46195.935236644 48183.856105865 650.9 8609.5 "2018/9/6" "13:40:53.9352" "14:14:01.8561" 1987.9209 "Maneuver+TransitA" "" "2018/9/6"
12 "Spectrogram 1" 1 48914.143884875 49835.956823658 591.7 2721.9 "2018/9/6" "14:26:11.1439" "14:41:33.9568" 921.8129 "DTransit" "" "2018/9/6"
13 "Spectrogram 1" 1 50282.100713163 50715.748193945 532.5 2071 "2018/9/6" "14:48:59.1007" "14:56:13.7482" 433.6475 "DTransit" "" "2018/9/6"
14 "Spectrogram 1" 1 51152.683451422 51212.251789851 532.5 5976.3 "2018/9/6" "15:03:30.6835" "15:04:30.2518" 59.5683 "Maneuver+TransitA" "" "2018/9/6"
15 "Spectrogram 1" 1 53358.107900346 56472.661851735 680.5 3106.5 "2018/9/6" "15:40:15.1079" "16:32:10.6619" 3114.554 "DTransit" "" "2018/9/6"
16 "Spectrogram 1" 1 73325.5539375 73387.410064199 621.3 1716 "2018/9/6" "21:13:02.5539" "21:14:04.4101" 61.8561 "DTransit" "" "2018/9/6"
1 "Spectrogram 1" 1 12228.417257111 12425.381281841 621.3 2071 "2018/9/7" "4:13:25.4173" "4:16:42.3813" 196.964 "DTransit" "on/off" "2018/9/7"
2 "Spectrogram 1" 1 13078.848907108 13179.122295547 591.7 1863.9 "2018/9/7" "4:27:35.8489" "4:29:16.1223" 100.2734 "DTransit" "" "2018/9/7"
3 "Spectrogram 1" 1 22658.143880246 33294.266170114 591.7 3047.3 "2018/9/7" "7:07:13.1439" "10:04:30.2662" 10636.1223 "CTransit" "" "2018/9/7"
1 "Spectrogram 1" 1 6337.85611281 8174.964020101 355 1775.1 "2018/9/8" "2:35:05.8561" "3:05:42.9640" 1837.1079 "DTransit" NA "2018/9/8"
2 "Spectrogram 1" 1 26481.107904976 26575.064728634 623.3 1734.4 "2018/9/8" "8:10:47.1079" "8:12:21.0647" 93.9568 "DTransit" NA "2018/9/8"
3 "Spectrogram 1" 1 75018.848914052 75063.740995187 1626 2059.6 "2018/9/8" "21:39:43.8489" "21:40:28.7410" 44.8921 "DTransit" NA "2018/9/8"
1 "Spectrogram 1" 1 36369.65347725 39227.421995851 686.7 1867 "2018/9/9" "10:55:27.6535" "11:43:05.4220" 2857.7685 "DTransit" "" "2018/9/9"
2 "Spectrogram 1" 1 39525.942468907 39763.112859978 794 1502.1 "2018/9/9" "11:48:04.9425" "11:52:01.1129" 237.1704 "DTransit" "on/off" "2018/9/9"
3 "Spectrogram 1" 1 54205.570073973 55035.756987524 643.8 1759.7 "2018/9/9" "15:52:43.5701" "16:06:33.7570" 830.1869 "DTransit" "on/off" "2018/9/9"
1 "Spectrogram 1" 1 1654.033065795 2499.618971094 386.3 1673.8 "2018/9/10" "1:16:44.0331" "1:30:49.6190" 845.5859 "DTransit" "" "2018/9/10"
2 "Spectrogram 1" 1 2732.01436194 2969.055349718 386.3 1244.6 "2018/9/10" "1:34:42.0144" "1:38:39.0553" 237.041 "DTransit" "" "2018/9/10"
3 "Spectrogram 1" 1 3585.869156347 3652.382448433 493.6 879.8 "2018/9/10" "1:48:55.8692" "1:50:02.3824" 66.5133 "DTransit" "" "2018/9/10"
4 "Spectrogram 1" 1 4190.143765232 4301.158868185 429.2 1030 "2018/9/10" "1:59:00.1438" "2:00:51.1589" 111.0151 "DTransit" "" "2018/9/10"
5 "Spectrogram 1" 1 26391.585185119 26416.171810598 193.1 2746.8 "2018/9/10" "8:09:01.5852" "8:09:25.1718" 24.5866 "DTransit" "" "2018/9/10"
6 "Spectrogram 1" 1 26620.004300249 26851.080148305 0 5493.6 "2018/9/10" "8:12:49.0043" "8:16:40.0801" 231.0758 "Maneuver+TransitA" "on/off" "2018/9/10"
7 "Spectrogram 1" 1 26945.744945019 32763.898789016 343.3 2768.2 "2018/9/10" "8:18:15.7449" "9:55:13.8988" 5818.1538 "DTransit" "on/off" "2018/9/10"
1 "Spectrogram 1" 1 28614.099197385 29402.747654206 128.8 2532.2 "2018/9/11" "8:45:53.0992" "8:59:01.7477" 788.6485 "DTransit" "" "2018/9/11"
2 "Spectrogram 1" 1 56615.512571906 56658.733271432 1995.7 2618 "2018/9/11" "16:32:33.5126" "16:33:16.7333" 43.2207 "DTransit" "" "2018/9/11"
3 "Spectrogram 1" 1 77112.918744623 77427.989917475 944.2 1995.7 "2018/9/11" "22:14:09.9187" "22:19:24.9899" 315.0712 "DTransit" "on/off" "2018/9/11"
4 "Spectrogram 1" 1 77736.202715852 77816.937448478 1094.4 2982.8 "2018/9/11" "22:24:33.2027" "22:25:53.9374" 80.7347 "DTransit" "" "2018/9/11"
