"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Behavior" "Notes" "Begin_file_date"
3 "Spectrogram 1" 1 25231.926995271 29055.529181965 79.7 4462.2 "2018/7/19" "9:42:32.9270" "10:46:15.5292" 3823.6022 "CTransit" "" 2018-07-19
4 "Spectrogram 1" 1 30838.317503041 31054.974431022 219.1 2470.1 "2018/7/19" "11:15:58.3175" "11:19:35.9744" 216.6569 "DTransit" "" 2018-07-19
5 "Spectrogram 1" 1 32516.678825441 32671.846709443 1374.5 3426.3 "2018/7/19" "11:43:56.6788" "11:46:32.8467" 155.1679 "DTransit" "" 2018-07-19
6 "Spectrogram 1" 1 33729.116772567 34285.54014083 498 5000 "2018/7/19" "12:04:09.1168" "12:13:25.5401" 556.4234 "DTransit" "" 2018-07-19
7 "Spectrogram 1" 1 34799.131378513 35222.722607862 139.4 4302.8 "2018/7/19" "12:21:59.1314" "12:29:03.7226" 423.5912 "DTransit" "" 2018-07-19
8 "Spectrogram 1" 1 36669.291952251 36931.802908273 478.1 3924.3 "2018/7/19" "12:53:09.2920" "12:57:32.8029" 262.511 "DTransit" "" 2018-07-19
9 "Spectrogram 1" 1 37362.489046061 38149.759121685 677.3 6055.8 "2018/7/19" "13:04:42.4890" "13:17:50.7591" 787.2701 "DTransit" "maybe small close" 2018-07-19
10 "Spectrogram 1" 1 40594.999995833 41208.445236557 139.4 9223.1 "2018/7/19" "13:58:35.0000" "14:08:48.4452" 613.4452 "CPA" "" 2018-07-19
11 "Spectrogram 1" 1 41943.554734276 42652.386844024 119.5 7868.5 "2018/7/19" "14:21:03.5547" "14:32:52.3868" 708.8321 "CTransit" "" 2018-07-19
12 "Spectrogram 1" 1 44795.700727068 46192.572969845 338.6 2649.4 "2018/7/19" "15:08:34.7007" "15:31:51.5730" 1396.8722 "DTransit" "" 2018-07-19
13 "Spectrogram 1" 1 56081.799246381 57397.244518355 378.5 3047.8 "2018/7/19" "18:16:41.7992" "18:38:36.2445" 1315.4453 "CTransit" "" 2018-07-19
14 "Spectrogram 1" 1 73428.937949741 75768.018233485 278.9 6055.8 "2018/7/19" "23:05:46.9379" "23:44:45.0182" 2339.0803 "CTransit" "" 2018-07-19
15 "Spectrogram 1" 1 109399.375905201 110629.288302859 139.4 5179.3 "2018/7/20" "9:05:14.3759" "9:25:44.2883" 1229.9124 "DTransit" "" 2018-07-19
1 "Spectrogram 1" 1 19289.82481615 19961.343052828 1454.2 1912.4 "2018/7/21" "8:03:11.8248" "8:14:23.3431" 671.5182 "DTransit" "small, on/off" 2018-07-21
2 "Spectrogram 1" 1 24682.934301369 25914.948888564 0 9422.3 "2018/7/21" "9:33:04.9343" "9:53:36.9489" 1232.0146 "Maneuver+CPA" "" 2018-07-21
3 "Spectrogram 1" 1 30661.299266682 30871.124078665 139.4 3625.5 "2018/7/21" "11:12:42.2993" "11:16:12.1241" 209.8248 "DTransit" "" 2018-07-21
4 "Spectrogram 1" 1 38232.912401825 38683.569340222 637.5 1972.1 "2018/7/21" "13:18:54.9124" "13:26:24.5693" 450.6569 "DTransit" "" 2018-07-21
5 "Spectrogram 1" 1 39323.817516302 41089.919689173 119.5 5199.2 "2018/7/21" "13:37:04.8175" "14:06:31.9197" 1766.1022 "CTransit" "" 2018-07-21
6 "Spectrogram 1" 1 47089.963484094 48016.766409033 816.7 6633.5 "2018/7/21" "15:46:29.9635" "16:01:56.7664" 926.8029 "DTransit" "" 2018-07-21
7 "Spectrogram 1" 1 68381.861304973 69187.131378513 1255 6753 "2018/7/21" "21:41:20.8613" "21:54:46.1314" 805.2701 "DTransit" "" 2018-07-21
8 "Spectrogram 1" 1 84120.759123692 87128.467142275 637.5 3047.8 "2018/7/22" "2:03:39.7591" "2:53:45.4671" 3007.708 "DTransit" "" 2018-07-21
9 "Spectrogram 1" 1 100308.145986466 100395.518239127 3027.9 3605.6 "2018/7/22" "6:33:25.1460" "6:34:52.5182" 87.3723 "DTransit" "" 2018-07-21
10 "Spectrogram 1" 1 103039.284675243 106935.182464948 458.2 7490 "2018/7/22" "7:18:56.2847" "8:23:52.1825" 3895.8978 "CTransit" "" 2018-07-21
11 "Spectrogram 1" 1 109323.532834732 109376.481733714 139.4 2410.4 "2018/7/22" "9:03:39.5328" "9:04:32.4817" 52.9489 "DTransit" "" 2018-07-21
12 "Spectrogram 1" 1 111060.204372825 112151.240874148 79.7 4601.6 "2018/7/22" "9:32:36.2044" "9:50:47.2409" 1091.0365 "DTransit" "" 2018-07-21
13 "Spectrogram 1" 1 115608.291962667 115655.854000958 3087.6 4043.8 "2018/7/22" "10:48:24.2920" "10:49:12.8540" 47.562 "DTransit" "" 2018-07-21
14 "Spectrogram 1" 1 118735.167869419 119402.875896335 577.7 2908.4 "2018/7/22" "11:40:31.1679" "11:51:39.8759" 667.708 "DTransit" "" 2018-07-21
15 "Spectrogram 1" 1 127708.759121685 127997.284654486 1015.9 3565.7 "2018/7/22" "14:10:05.7591" "14:14:53.2847" 288.5255 "DTransit" "" 2018-07-21
16 "Spectrogram 1" 1 128332.124086998 128373.642330368 1115.5 1553.8 "2018/7/22" "14:20:28.1241" "14:21:09.6423" 41.5182 "DTransit" "" 2018-07-21
17 "Spectrogram 1" 1 129046.737217974 129439.583925335 537.8 4661.4 "2018/7/22" "14:32:22.7372" "14:38:55.5839" 392.8467 "DTransit" "" 2018-07-21
18 "Spectrogram 1" 1 129958.693429304 130354.956194662 2031.9 2410.4 "2018/7/22" "14:47:33.6934" "14:54:10.9562" 396.2628 "DTransit" "" 2018-07-21
19 "Spectrogram 1" 1 133785.861300806 134156.766404866 2270.9 3286.9 "2018/7/22" "15:51:20.8613" "15:57:31.7664" 370.9051 "DTransit" "" 2018-07-21
20 "Spectrogram 1" 1 153104.722609945 153866.372250578 757 2669.3 "2018/7/22" "21:13:18.7226" "21:26:00.3723" 761.6496 "DTransit" "" 2018-07-21
1 "Spectrogram 1" 1 4215.153284307 6082.160573738 557.8 3386.5 "2018/7/23" "3:51:39.1533" "4:22:46.1606" 1867.0073 "DTransit" "" 2018-07-23
2 "Spectrogram 1" 1 16698.087589842 17508.437942959 199.2 2968.1 "2018/7/23" "7:19:42.0876" "7:33:12.4379" 810.3504 "DTransit" "on/off" 2018-07-23
3 "Spectrogram 1" 1 20641.642325426 21019.379545484 996 1892.4 "2018/7/23" "8:25:25.6423" "8:31:43.3795" 377.7372 "DTransit" "" 2018-07-23
4 "Spectrogram 1" 1 23577.613126034 24557.722609945 0 8247 "2018/7/23" "9:14:20.6131" "9:30:40.7226" 980.1095 "CPA" "" 2018-07-23
5 "Spectrogram 1" 1 26089.562036207 26874.729922293 378.5 5039.8 "2018/7/23" "9:56:12.5620" "10:09:17.7299" 785.1679 "CTransit" "" 2018-07-23
6 "Spectrogram 1" 1 31824.204364492 32192.350344784 99.6 4243 "2018/7/23" "11:31:47.2044" "11:37:55.3503" 368.146 "DTransit" "" 2018-07-23
7 "Spectrogram 1" 1 35581.605820712 36284.394154288 119.5 4023.9 "2018/7/23" "12:34:24.6058" "12:46:07.3942" 702.7883 "DTransit" "" 2018-07-23
8 "Spectrogram 1" 1 37580.919701673 38151.532830566 99.6 5677.3 "2018/7/23" "13:07:43.9197" "13:17:14.5328" 570.6131 "CTransit" "" 2018-07-23
9 "Spectrogram 1" 1 44028.335763838 47496.42334743 338.6 2808.8 "2018/7/23" "14:55:10.3358" "15:52:58.4233" 3468.0876 "DTransit" "" 2018-07-23
10 "Spectrogram 1" 1 48068.613137226 50778.729911877 657.4 3745 "2018/7/23" "16:02:30.6131" "16:47:40.7299" 2710.1168 "DTransit" "" 2018-07-23
11 "Spectrogram 1" 1 50953.868596487 51201.795612591 737.1 2948.2 "2018/7/23" "16:50:36.8686" "16:54:44.7956" 247.927 "Maneuver+TransitA" "" 2018-07-23
12 "Spectrogram 1" 1 51755.591225182 52052.656921731 119.5 9601.6 "2018/7/23" "17:03:57.5912" "17:08:54.6569" 297.0657 "CPA" "" 2018-07-23
13 "Spectrogram 1" 1 60726.554740526 60959.372250578 557.8 9163.3 "2018/7/23" "19:33:28.5547" "19:37:21.3723" 232.8175 "CPA" "" 2018-07-23
14 "Spectrogram 1" 1 85338.729924377 85769.9415908 537.8 3964.1 "2018/7/24" "2:23:39.7299" "2:30:50.9416" 431.2117 "CTransit" "" 2018-07-23
15 "Spectrogram 1" 1 99940.014593446 100061.678812941 796.8 1294.8 "2018/7/24" "6:26:59.0146" "6:29:00.6788" 121.6642 "DTransit" "" 2018-07-23
16 "Spectrogram 1" 1 101129.722616195 101160.204364492 119.5 2609.6 "2018/7/24" "6:46:48.7226" "6:47:19.2044" 30.4817 "DTransit" "" 2018-07-23
17 "Spectrogram 1" 1 101285.547434428 102126.817494921 159.4 5059.8 "2018/7/24" "6:49:24.5474" "7:03:25.8175" 841.2701 "CTransit" "" 2018-07-23
18 "Spectrogram 1" 1 102355.611821223 103561.693391378 119.5 8864.5 "2018/7/24" "7:07:14.6118" "7:27:20.6934" 1206.0816 "CPA" "" 2018-07-23
19 "Spectrogram 1" 1 102392.218961557 102435.970781311 537.8 3884.5 "2018/7/24" "7:07:51.2190" "7:08:35.9708" 43.7518 "Maneuver+TransitA" "" 2018-07-23
20 "Spectrogram 1" 1 103795.058372521 104123.525506539 179.3 9402.4 "2018/7/24" "7:31:14.0584" "7:36:42.5255" 328.4671 "CPA" "" 2018-07-23
21 "Spectrogram 1" 1 104864.547412333 104884.386826095 1414.3 1852.6 "2018/7/24" "7:49:03.5474" "7:49:23.3868" 19.8394 "DTransit" "" 2018-07-23
22 "Spectrogram 1" 1 105784.255447582 106191.948868552 99.6 1334.7 "2018/7/24" "8:04:23.2554" "8:11:10.9489" 407.6934 "DTransit" "" 2018-07-23
23 "Spectrogram 1" 1 106551.291948905 110750.160571655 99.6 4442.2 "2018/7/24" "8:17:10.2919" "9:27:08.1606" 4198.8686 "DTransit" "" 2018-07-23
24 "Spectrogram 1" 1 111866.42334743 113579.313866378 0 5418.3 "2018/7/24" "9:45:44.4233" "10:14:17.3139" 1712.8905 "CTransit" "" 2018-07-23
25 "Spectrogram 1" 1 114288.67152351 114368.160565404 119.5 3147.4 "2018/7/24" "10:26:06.6715" "10:27:26.1606" 79.489 "DTransit" "" 2018-07-23
26 "Spectrogram 1" 1 115030.48175038 116123.489035645 378.5 8167.3 "2018/7/24" "10:38:28.4818" "10:56:41.4890" 1093.0073 "Maneuver+TransitA" "" 2018-07-23
27 "Spectrogram 1" 1 120008.029193142 120085.678819191 79.7 3346.6 "2018/7/24" "12:01:25.0292" "12:02:43.6788" 77.6496 "DTransit" "" 2018-07-23
28 "Spectrogram 1" 1 125845.284666986 125914.394148038 1713.1 4282.9 "2018/7/24" "13:38:43.2847" "13:39:52.3941" 69.1095 "DTransit" "" 2018-07-23
29 "Spectrogram 1" 1 131580.328466074 133674.109470636 378.5 2709.2 "2018/7/24" "15:14:17.3285" "15:49:10.1095" 2093.781 "DTransit" "" 2018-07-23
1 "Spectrogram 1" 1 15673.270058957 16136.277360888 278.9 3984.1 "2018/7/25" "7:02:19.2701" "7:10:02.2774" 463.0073 "DTransit" "" 2018-07-25
2 "Spectrogram 1" 1 17536.72911935 17654.846696943 2211.2 3725.1 "2018/7/25" "7:33:22.7291" "7:35:20.8467" 118.1176 "DTransit" "" 2018-07-25
3 "Spectrogram 1" 1 19326.087585675 20796.700705505 318.7 1633.5 "2018/7/25" "8:03:12.0876" "8:27:42.7007" 1470.6131 "DTransit" "" 2018-07-25
4 "Spectrogram 1" 1 22162.992686922 26121.547423282 119.5 5856.6 "2018/7/25" "8:50:27.9927" "9:56:26.5474" 3958.5547 "CTransit" "" 2018-07-25
5 "Spectrogram 1" 1 29734.817509322 29868.700705505 2310.8 4282.9 "2018/7/25" "10:56:39.8175" "10:58:53.7007" 133.8832 "DTransit" "" 2018-07-25
6 "Spectrogram 1" 1 31808.496326429 32326.029188245 139.4 3804.8 "2018/7/25" "11:31:12.4963" "11:39:50.0292" 517.5329 "DTransit" "" 2018-07-25
7 "Spectrogram 1" 1 34153.357650152 34176.613121913 1573.7 2410.4 "2018/7/25" "12:10:17.3577" "12:10:41.6131" 23.2555 "DTransit" "" 2018-07-25
8 "Spectrogram 1" 1 34614.525536238 34697.956183516 79.7 3924.3 "2018/7/25" "12:17:58.5255" "12:19:22.9562" 83.4306 "DTransit" "" 2018-07-25
9 "Spectrogram 1" 1 34998.832098601 35021.036475593 1972.1 4203.2 "2018/7/25" "12:24:23.8321" "12:24:45.0365" 22.2044 "DTransit" "" 2018-07-25
10 "Spectrogram 1" 1 35818.029177828 35842.204357512 1972.1 2629.5 "2018/7/25" "12:38:02.0292" "12:38:26.2044" 24.1752 "DTransit" "" 2018-07-25
11 "Spectrogram 1" 1 36632.496330596 37009.90507979 79.7 5278.9 "2018/7/25" "12:51:36.4963" "12:57:54.9051" 377.4087 "DTransit" "on/off" 2018-07-25
12 "Spectrogram 1" 1 41525.934279182 41723.934275015 697.2 3406.4 "2018/7/25" "14:13:10.9343" "14:16:28.9343" 198 "DTransit" "" 2018-07-25
13 "Spectrogram 1" 1 43206.635020833 51489.868592321 577.7 3705.2 "2018/7/25" "14:41:10.6350" "16:59:13.8686" 8283.2336 "CTransit" "" 2018-07-25
14 "Spectrogram 1" 1 51857.620430824 53469.343059519 358.6 3426.3 "2018/7/25" "17:05:21.6204" "17:32:12.3431" 1611.7226 "CTransit" "" 2018-07-25
15 "Spectrogram 1" 1 65749.9416033 65854.394145955 1294.8 1832.7 "2018/7/25" "20:56:52.9416" "20:58:36.3941" 104.4525 "DTransit" "" 2018-07-25
16 "Spectrogram 1" 1 84493.459838336 85347.999979167 478.1 1912.4 "2018/7/26" "2:09:16.4598" "2:23:30.0000" 854.5401 "DTransit" "on/off" 2018-07-25
17 "Spectrogram 1" 1 87022.131378513 89026.043780338 179.3 2729.1 "2018/7/26" "2:51:22.1314" "3:24:46.0438" 2003.9124 "DTransit" "on/off" 2018-07-25
18 "Spectrogram 1" 1 99646.569336055 99816.058386283 677.3 3784.9 "2018/7/26" "6:21:47.5693" "6:24:36.0584" 169.4891 "DTransit" "" 2018-07-25
19 "Spectrogram 1" 1 100615.416051749 101521.591231737 0 3804.8 "2018/7/26" "6:37:56.4161" "6:53:02.5912" 906.1752 "DTransit" "on/off" 2018-07-25
20 "Spectrogram 1" 1 101899.328470544 102844.788308881 318.7 6055.8 "2018/7/26" "6:59:20.3285" "7:15:05.7883" 945.4598 "CTransit" "" 2018-07-25
21 "Spectrogram 1" 1 103020.32117278 103286.773715435 498 3047.8 "2018/7/26" "7:18:01.3212" "7:22:27.7737" 266.4525 "DTransit" "" 2018-07-25
22 "Spectrogram 1" 1 105123.167888473 105592.350353422 2409.6 3494 "2018/7/26" "7:53:03.1679" "8:00:53.3504" 469.1825 "DTransit" "" 2018-07-25
23 "Spectrogram 1" 1 110317.547449316 110721.430651749 0 9899.6 "2018/7/26" "9:19:38.5474" "9:26:21.4307" 403.8832 "CPA" "" 2018-07-25
24 "Spectrogram 1" 1 111954.759126156 111983.795619145 1044.2 2329.3 "2018/7/26" "9:46:55.7591" "9:47:24.7956" 29.0365 "DTransit" "" 2018-07-25
25 "Spectrogram 1" 1 112862.692896616 112880.391209551 3112.4 4076.3 "2018/7/26" "10:02:03.6929" "10:02:20.3912" 17.6983 "DTransit" "" 2018-07-25
26 "Spectrogram 1" 1 113109.912408379 113375.051082573 1345.4 5401.6 "2018/7/26" "10:06:10.9124" "10:10:35.0511" 265.1387 "DTransit" "" 2018-07-25
27 "Spectrogram 1" 1 113620.350361755 113776.306566834 763.1 4076.3 "2018/7/26" "10:14:40.3504" "10:17:16.3066" 155.9562 "DTransit" "" 2018-07-25
28 "Spectrogram 1" 1 114388.832118385 115595.22627059 622.5 5020.1 "2018/7/26" "10:27:29.8321" "10:47:35.2263" 1206.3942 "Maneuver+TransitA" "" 2018-07-25
29 "Spectrogram 1" 1 115759.459846974 116530.175179988 80.3 9859.4 "2018/7/26" "10:50:19.4598" "11:03:10.1752" 770.7153 "CPA" "on/off" 2018-07-25
30 "Spectrogram 1" 1 116986.481740328 118904.861305338 80.3 3072.3 "2018/7/26" "11:10:46.4817" "11:42:45.8613" 1918.3796 "DTransit" "" 2018-07-25
31 "Spectrogram 1" 1 119206.919702038 120305.576577935 0 9538.2 "2018/7/26" "11:47:47.9197" "12:06:06.5766" 1098.6569 "CPA" "" 2018-07-25
32 "Spectrogram 1" 1 120280.350303482 122047.372184276 441.8 5582.3 "2018/7/26" "12:05:40.3503" "12:35:07.3722" 1767.0219 "Maneuver+TransitA" "" 2018-07-25
33 "Spectrogram 1" 1 123619.547372293 124057.459786618 220.9 3373.5 "2018/7/26" "13:01:20.5474" "13:08:37.4598" 437.9124 "DTransit" "" 2018-07-25
34 "Spectrogram 1" 1 131124.591239766 132161.23356805 421.7 6666.7 "2018/7/26" "15:06:23.5912" "15:23:39.2336" 1036.6423 "Maneuver+TransitA" "" 2018-07-25
35 "Spectrogram 1" 1 132967.554736359 133066.357644632 502 4417.7 "2018/7/26" "15:37:06.5547" "15:38:44.3576" 98.8029 "DTransit" "" 2018-07-25
36 "Spectrogram 1" 1 133551.437955459 133745.496345909 80.3 4076.3 "2018/7/26" "15:46:49.4380" "15:50:03.4963" 194.0584 "DTransit" "" 2018-07-25
37 "Spectrogram 1" 1 134138.868600654 134152.401445803 120.5 3052.2 "2018/7/26" "15:56:37.8686" "15:56:50.4014" 13.5328 "CTransit" "" 2018-07-25
38 "Spectrogram 1" 1 134911.423349513 135008.124068248 100.4 2490 "2018/7/26" "16:09:29.4233" "16:11:06.1241" 96.7007 "DTransit" "" 2018-07-25
39 "Spectrogram 1" 1 135478.8831941 135687.919703756 562.2 2570.3 "2018/7/26" "16:18:57.8832" "16:22:26.9197" 209.0365 "DTransit" "" 2018-07-25
40 "Spectrogram 1" 1 136282.313851794 136522.620430824 220.9 4558.2 "2018/7/26" "16:32:20.3139" "16:36:21.6204" 240.3066 "Maneuver+TransitA" "" 2018-07-25
41 "Spectrogram 1" 1 136945.350357284 137295.890500198 441.8 4116.5 "2018/7/26" "16:43:23.3504" "16:49:14.8905" 350.5401 "DTransit" "" 2018-07-25
42 "Spectrogram 1" 1 137737.918409811 137777.913809908 502 3172.7 "2018/7/26" "16:56:36.9184" "16:57:16.9138" 39.9954 "DTransit" "" 2018-07-25
43 "Spectrogram 1" 1 137879.905106144 138341.72990771 642.6 1546.2 "2018/7/26" "16:58:58.9051" "17:06:40.7299" 461.8248 "DTransit" "" 2018-07-25
44 "Spectrogram 1" 1 138905.248165663 139213.48174413 582.3 5040.2 "2018/7/26" "17:16:03.2482" "17:21:11.4817" 308.2336 "DTransit" "" 2018-07-25
45 "Spectrogram 1" 1 147048.343051186 147108.912405991 1606.4 3895.6 "2018/7/26" "19:31:46.3431" "19:32:47.9124" 60.5694 "DTransit" "" 2018-07-25
46 "Spectrogram 1" 1 147372.999985417 147727.481733714 743 5682.7 "2018/7/26" "19:37:11.0000" "19:43:05.4817" 354.4817 "CTransit" "" 2018-07-25
47 "Spectrogram 1" 1 149896.02189121 150004.678812941 502 1586.3 "2018/7/26" "20:19:14.0219" "20:21:03.6788" 108.6569 "DTransit" "" 2018-07-25
48 "Spectrogram 1" 1 167646.781004562 168174.956200912 461.8 1325.3 "2018/7/27" "1:15:04.7810" "1:23:52.9562" 528.1752 "DTransit" "on/off" 2018-07-25
49 "Spectrogram 1" 1 168690.124080748 168914.926993187 903.6 1827.3 "2018/7/27" "1:32:27.1241" "1:36:12.9270" 224.8029 "DTransit" "" 2018-07-25
1 "Spectrogram 1" 1 8058.744511572 14945.124068248 790.5 1363.6 "2018/7/27" "4:55:06.7445" "6:49:53.1241" 6886.3796 "DTransit" "" 2018-07-27
2 "Spectrogram 1" 1 15061.664219495 15271.489031478 2529.6 3142.3 "2018/7/27" "6:51:49.6642" "6:55:19.4890" 209.8248 "DTransit" "" 2018-07-27
3 "Spectrogram 1" 1 15647.781014979 17585.722612029 0 4170 "2018/7/27" "7:01:35.7810" "7:33:53.7226" 1937.9416 "Maneuver+TransitA" "" 2018-07-27
4 "Spectrogram 1" 1 19268.919703756 19345.649621883 691.7 2253 "2018/7/27" "8:01:56.9197" "8:03:13.6496" 76.7299 "DTransit" "" 2018-07-27
5 "Spectrogram 1" 1 19843.21166434 20558.350361451 98.8 3636.4 "2018/7/27" "8:11:31.2117" "8:23:26.3504" 715.1387 "DTransit" "" 2018-07-27
6 "Spectrogram 1" 1 20746.233570134 20997.182464948 454.5 3122.5 "2018/7/27" "8:26:34.2336" "8:30:45.1825" 250.9489 "DTransit" "" 2018-07-27
7 "Spectrogram 1" 1 21585.664223662 21637.299254182 494.1 3063.2 "2018/7/27" "8:40:33.6642" "8:41:24.2993" 51.635 "DTransit" "" 2018-07-27
8 "Spectrogram 1" 1 25147.824807816 25278.029191058 1739.1 2786.6 "2018/7/27" "9:39:54.8248" "9:42:05.0292" 130.2044 "DTransit" "" 2018-07-27
9 "Spectrogram 1" 1 25628.437947126 25862.832099331 830 4011.9 "2018/7/27" "9:47:55.4379" "9:51:49.8321" 234.3942 "DTransit" "" 2018-07-27
10 "Spectrogram 1" 1 26978.313860128 27026.007285265 98.8 3913 "2018/7/27" "10:10:25.3139" "10:11:13.0073" 47.6934 "DTransit" "" 2018-07-27
11 "Spectrogram 1" 1 27948.868604821 28361.686112789 592.9 3221.3 "2018/7/27" "10:26:35.8686" "10:33:28.6861" 412.8175 "Maneuver+TransitA" "on/off" 2018-07-27
12 "Spectrogram 1" 1 29101.211668507 29341.255455094 79.1 1897.2 "2018/7/27" "10:45:48.2117" "10:49:48.2555" 240.0438 "DTransit" "" 2018-07-27
13 "Spectrogram 1" 1 30169.255471761 30598.627722339 79.1 3596.8 "2018/7/27" "11:03:36.2555" "11:10:45.6277" 429.3723 "DTransit" "" 2018-07-27
14 "Spectrogram 1" 1 33427.124082832 33705.007281098 138.3 9585 "2018/7/27" "11:57:54.1241" "12:02:32.0073" 277.8832 "CPA" "" 2018-07-27
15 "Spectrogram 1" 1 35659.124086998 35795.635020103 158.1 3656.1 "2018/7/27" "12:35:06.1241" "12:37:22.6350" 136.5109 "DTransit" "" 2018-07-27
16 "Spectrogram 1" 1 37072.18976688 37150.233572217 98.8 3834 "2018/7/27" "12:58:39.1898" "12:59:57.2336" 78.0438 "DTransit" "" 2018-07-27
17 "Spectrogram 1" 1 37935.102181204 37977.802906189 98.8 3359.7 "2018/7/27" "13:13:02.1022" "13:13:44.8029" 42.7007 "DTransit" "" 2018-07-27
18 "Spectrogram 1" 1 94297.043788671 96681.452534322 1324.1 4051.4 "2018/7/28" "4:52:20.0438" "5:32:05.4525" 2384.4087 "DTransit" "" 2018-07-27
19 "Spectrogram 1" 1 98342.051088519 100415.744507406 217.4 8517.8 "2018/7/28" "5:59:45.0511" "6:34:19.7445" 2073.6934 "CPA" "" 2018-07-27
20 "Spectrogram 1" 1 102132.051084352 105722.525533333 355.7 5079.1 "2018/7/28" "7:02:55.0511" "8:02:46.5255" 3590.4744 "CTransit" "" 2018-07-27
21 "Spectrogram 1" 1 106626.729920742 106697.416043948 434.8 2845.8 "2018/7/28" "8:17:50.7299" "8:19:01.4160" 70.6861 "DTransit" "" 2018-07-27
22 "Spectrogram 1" 1 107730.77370108 107992.087575259 0 3893.3 "2018/7/28" "8:36:14.7737" "8:40:35.0876" 261.3139 "DTransit" "" 2018-07-27
23 "Spectrogram 1" 1 108426.321157892 109297.941588717 79.1 4150.2 "2018/7/28" "8:47:48.3212" "9:02:20.9416" 871.6204 "Maneuver+TransitA" "on/off" 2018-07-27
24 "Spectrogram 1" 1 109755.605824878 109806.84669486 2253 3656.1 "2018/7/28" "9:09:58.6058" "9:10:49.8467" 51.2409 "DTransit" "" 2018-07-27
25 "Spectrogram 1" 1 110837.445246974 114474.364946563 237.2 3992.1 "2018/7/28" "9:27:59.4452" "10:28:36.3649" 3636.9197 "DTransit" "" 2018-07-27
26 "Spectrogram 1" 1 115250.467140268 115674.97809629 1225.3 4189.7 "2018/7/28" "10:41:32.4671" "10:48:37.9781" 424.511 "DTransit" "" 2018-07-27
27 "Spectrogram 1" 1 115913.57662757 116229.299256265 0 9782.6 "2018/7/28" "10:52:36.5766" "10:57:51.2993" 315.7226 "CPA" "" 2018-07-27
28 "Spectrogram 1" 1 118510.437940876 119132.160571655 494.1 5355.7 "2018/7/28" "11:35:52.4379" "11:46:14.1606" 621.7226 "CTransit" "" 2018-07-27
29 "Spectrogram 1" 1 120502.656932147 120746.379550426 2101.2 3696.5 "2018/7/28" "12:09:05.6569" "12:13:08.3796" 243.7226 "DTransit" "" 2018-07-27
30 "Spectrogram 1" 1 120888.014589279 120957.649617716 136.2 4046.7 "2018/7/28" "12:15:30.0146" "12:16:40.6496" 69.635 "DTransit" "" 2018-07-27
31 "Spectrogram 1" 1 121001.795616758 121351.153265557 97.3 10097.3 "2018/7/28" "12:17:24.7956" "12:23:13.1533" 349.3576 "CPA" "" 2018-07-27
32 "Spectrogram 1" 1 128213.226270286 128467.985383637 2490.3 3326.8 "2018/7/28" "14:17:35.2263" "14:21:50.9854" 254.7591 "DTransit" "" 2018-07-27
33 "Spectrogram 1" 1 130446.014595529 130791.167877752 116.7 5447.5 "2018/7/28" "14:54:47.0146" "15:00:32.1679" 345.1533 "CTransit" "" 2018-07-27
34 "Spectrogram 1" 1 131873.189768963 131925.61312056 1751 3112.8 "2018/7/28" "15:18:34.1898" "15:19:26.6131" 52.4234 "Maneuver+TransitA" "" 2018-07-27
35 "Spectrogram 1" 1 133391.941592883 134738.496343826 933.9 7529.2 "2018/7/28" "15:43:53.9416" "16:06:19.4963" 1346.5548 "Maneuver+TransitA" "" 2018-07-27
36 "Spectrogram 1" 1 136090.335753422 136373.651968289 1673.2 3852.1 "2018/7/28" "16:28:51.3358" "16:33:34.6520" 283.3162 "Maneuver+TransitA" "" 2018-07-27
37 "Spectrogram 1" 1 137623.751821837 138080.583923251 2023.3 5525.3 "2018/7/28" "16:54:24.7518" "17:02:01.5839" 456.8321 "DTransit" "" 2018-07-27
38 "Spectrogram 1" 1 140067.729911877 140335.627728589 1595.3 6323 "2018/7/28" "17:35:08.7299" "17:39:36.6277" 267.8978 "Maneuver+TransitA" "" 2018-07-27
39 "Spectrogram 1" 1 144544.474444282 145479.42335368 914.4 5680.9 "2018/7/28" "18:49:45.4744" "19:05:20.4234" 934.9489 "Maneuver+TransitA" "" 2018-07-27
40 "Spectrogram 1" 1 152481.554736359 153765.072985979 564.2 2295.7 "2018/7/28" "21:02:01.5547" "21:23:24.0730" 1283.5182 "DTransit" "" 2018-07-27
1 "Spectrogram 1" 1 14658.30656028 14679.328455657 1314.7 1852.6 "2018/7/29" "6:44:44.3066" "6:45:05.3285" 21.0219 "DTransit" NA 2018-07-29
2 "Spectrogram 1" 1 32139.591233516 32631.766415283 1035.9 4741 "2018/7/29" "11:36:04.5912" "11:44:17.7664" 492.1752 "DTransit" NA 2018-07-29
3 "Spectrogram 1" 1 45782.014587196 46824.832097248 597.6 3107.6 "2018/7/29" "15:23:26.0146" "15:40:49.8321" 1042.8175 "DTransit" NA 2018-07-29
4 "Spectrogram 1" 1 102794.978092123 103605.109478969 1613.5 2948.2 "2018/7/30" "7:13:36.9781" "7:27:06.1095" 810.1314 "DTransit" NA 2018-07-29
5 "Spectrogram 1" 1 130595.649632299 130866.043780338 637.5 4701.2 "2018/7/30" "14:56:54.6496" "15:01:25.0438" 270.3941 "DTransit" NA 2018-07-29
