"","Begin_Date","Begin_Hour","Maneuver","Not_Assigned","Transit","Notes","SiteID"
"113",2021-05-14,16,0,NA,0,NA,"TRE"
"114",2021-05-14,17,0,NA,0,NA,"TRE"
"115",2021-05-14,18,0,1,0,NA,"TRE"
"116",2021-05-14,19,0,NA,0,NA,"TRE"
"117",2021-05-14,20,0,NA,0,NA,"TRE"
"118",2021-05-14,21,0,NA,0,NA,"TRE"
"119",2021-05-14,22,0,NA,0,NA,"TRE"
"120",2021-05-14,23,0,1,0,NA,"TRE"
"121",2021-05-15,0,0,NA,0,NA,"TRE"
"122",2021-05-15,1,0,NA,0,NA,"TRE"
"123",2021-05-15,2,0,1,0,"LTSA","TRE"
"124",2021-05-15,3,0,2,0,NA,"TRE"
"125",2021-05-15,4,0,NA,0,NA,"TRE"
"126",2021-05-15,5,0,1,0,NA,"TRE"
"127",2021-05-15,6,0,NA,0,NA,"TRE"
"128",2021-05-15,7,0,1,0,"LTSA","TRE"
"129",2021-05-15,8,0,NA,0,NA,"TRE"
"130",2021-05-15,9,0,NA,0,NA,"TRE"
"131",2021-05-15,10,0,NA,0,NA,"TRE"
"132",2021-05-15,11,0,NA,0,NA,"TRE"
"133",2021-05-15,12,0,NA,0,NA,"TRE"
"134",2021-05-15,13,0,NA,0,NA,"TRE"
"135",2021-05-15,14,0,NA,0,NA,"TRE"
"136",2021-05-15,15,0,NA,0,NA,"TRE"
"137",2021-05-15,16,0,NA,0,NA,"TRE"
"138",2021-05-15,17,0,NA,0,NA,"TRE"
"139",2021-05-15,18,0,NA,0,NA,"TRE"
"140",2021-05-15,19,0,NA,0,NA,"TRE"
"141",2021-05-15,20,0,NA,0,NA,"TRE"
"142",2021-05-15,21,0,NA,0,NA,"TRE"
"143",2021-05-15,22,0,NA,0,NA,"TRE"
"144",2021-05-15,23,0,1,0,NA,"TRE"
"145",2021-05-16,0,0,NA,0,NA,"TRE"
"146",2021-05-16,1,0,NA,0,NA,"TRE"
"147",2021-05-16,2,0,2,0,NA,"TRE"
"148",2021-05-16,3,0,1,0,NA,"TRE"
"149",2021-05-16,4,0,1,0,NA,"TRE"
"150",2021-05-16,5,0,1,0,"LTSA","TRE"
"151",2021-05-16,6,1,1,0,"; LTSA","TRE"
"152",2021-05-16,7,0,1,0,"LTSA","TRE"
"153",2021-05-16,8,0,1,0,NA,"TRE"
"154",2021-05-16,9,0,2,0,"; LTSA","TRE"
"155",2021-05-16,10,0,1,0,NA,"TRE"
"156",2021-05-16,11,0,NA,0,NA,"TRE"
"157",2021-05-16,12,0,NA,0,NA,"TRE"
"158",2021-05-16,13,0,NA,0,NA,"TRE"
"159",2021-05-16,14,0,NA,0,NA,"TRE"
"160",2021-05-16,15,0,NA,0,NA,"TRE"
"161",2021-05-16,16,0,NA,0,NA,"TRE"
"162",2021-05-16,17,0,NA,0,NA,"TRE"
"163",2021-05-16,18,0,NA,0,NA,"TRE"
"164",2021-05-16,19,0,NA,0,NA,"TRE"
"165",2021-05-16,20,0,NA,0,NA,"TRE"
"166",2021-05-16,21,0,NA,0,NA,"TRE"
"167",2021-05-16,22,0,NA,0,NA,"TRE"
"168",2021-05-16,23,0,NA,0,NA,"TRE"
"169",2021-05-17,0,0,1,0,NA,"TRE"
"170",2021-05-17,1,0,1,0,"LTSA","TRE"
"171",2021-05-17,2,0,1,0,"LTSA","TRE"
"172",2021-05-17,3,0,NA,0,NA,"TRE"
"173",2021-05-17,4,0,NA,0,NA,"TRE"
"174",2021-05-17,5,0,NA,0,NA,"TRE"
"175",2021-05-17,6,0,NA,0,NA,"TRE"
"176",2021-05-17,7,0,NA,0,NA,"TRE"
"177",2021-05-17,8,0,NA,0,NA,"TRE"
"178",2021-05-17,9,0,NA,0,NA,"TRE"
"179",2021-05-17,10,0,NA,0,NA,"TRE"
"180",2021-05-17,11,0,NA,0,NA,"TRE"
"181",2021-05-17,12,0,NA,0,NA,"TRE"
"182",2021-05-17,13,0,NA,0,NA,"TRE"
"183",2021-05-17,14,0,NA,0,NA,"TRE"
"184",2021-05-17,15,0,NA,0,NA,"TRE"
"185",2021-05-17,16,0,NA,0,NA,"TRE"
"186",2021-05-17,17,0,NA,0,NA,"TRE"
"187",2021-05-17,18,0,NA,0,NA,"TRE"
"188",2021-05-17,19,0,NA,0,NA,"TRE"
"189",2021-05-17,20,0,1,0,NA,"TRE"
"190",2021-05-17,21,1,0,0,NA,"TRE"
"191",2021-05-17,22,0,1,0,NA,"TRE"
"192",2021-05-17,23,1,0,0,NA,"TRE"
"193",2021-05-18,0,0,2,0,"; LTSA","TRE"
"194",2021-05-18,1,1,1,0,"; LTSA","TRE"
"195",2021-05-18,2,0,NA,0,NA,"TRE"
"196",2021-05-18,3,1,0,0,NA,"TRE"
"197",2021-05-18,4,1,0,0,NA,"TRE"
"198",2021-05-18,5,0,1,0,"no sound clip","TRE"
"199",2021-05-18,6,0,1,0,"LTSA","TRE"
"200",2021-05-18,7,0,2,0,"; LTSA","TRE"
"201",2021-05-18,8,0,1,0,NA,"TRE"
"202",2021-05-18,9,0,NA,0,NA,"TRE"
"203",2021-05-18,10,0,NA,0,NA,"TRE"
"204",2021-05-18,11,0,NA,0,NA,"TRE"
"205",2021-05-18,12,0,NA,0,NA,"TRE"
"206",2021-05-18,13,0,NA,0,NA,"TRE"
"207",2021-05-18,14,0,NA,0,NA,"TRE"
"208",2021-05-18,15,0,NA,0,NA,"TRE"
"209",2021-05-18,16,0,NA,0,NA,"TRE"
"210",2021-05-18,17,0,NA,0,NA,"TRE"
"211",2021-05-18,18,0,NA,0,NA,"TRE"
"212",2021-05-18,19,0,NA,0,NA,"TRE"
"213",2021-05-18,20,0,NA,0,NA,"TRE"
"214",2021-05-18,21,0,NA,0,NA,"TRE"
"215",2021-05-18,22,0,NA,0,NA,"TRE"
"216",2021-05-18,23,0,0,1,NA,"TRE"
"217",2021-05-19,0,0,1,0,NA,"TRE"
"218",2021-05-19,1,1,0,0,NA,"TRE"
"219",2021-05-19,2,0,NA,0,NA,"TRE"
"220",2021-05-19,3,0,1,0,NA,"TRE"
"221",2021-05-19,4,0,1,0,"LTSA","TRE"
"222",2021-05-19,5,1,0,0,NA,"TRE"
"223",2021-05-19,6,1,1,0,"; LTSA","TRE"
"224",2021-05-19,7,0,1,0,NA,"TRE"
"225",2021-05-19,8,0,NA,0,NA,"TRE"
"226",2021-05-19,9,0,1,0,NA,"TRE"
"227",2021-05-19,10,0,NA,0,NA,"TRE"
"228",2021-05-19,11,0,NA,0,NA,"TRE"
"229",2021-05-19,12,0,1,0,"LTSA","TRE"
"230",2021-05-19,13,0,NA,0,NA,"TRE"
"231",2021-05-19,14,0,NA,0,NA,"TRE"
"232",2021-05-19,15,0,NA,0,NA,"TRE"
"233",2021-05-19,16,0,NA,0,NA,"TRE"
"234",2021-05-19,17,0,NA,0,NA,"TRE"
"235",2021-05-19,18,0,NA,0,NA,"TRE"
"236",2021-05-19,19,0,NA,0,NA,"TRE"
"237",2021-05-19,20,0,NA,0,NA,"TRE"
"238",2021-05-19,21,0,NA,0,NA,"TRE"
"239",2021-05-19,22,1,0,0,NA,"TRE"
"240",2021-05-19,23,0,2,0,NA,"TRE"
"241",2021-05-20,0,0,1,0,"added on review","TRE"
"242",2021-05-20,1,1,1,0,"; LTSA","TRE"
"243",2021-05-20,2,0,1,0,NA,"TRE"
"244",2021-05-20,3,0,1,0,NA,"TRE"
"245",2021-05-20,4,0,2,0,NA,"TRE"
"246",2021-05-20,5,1,0,0,NA,"TRE"
"247",2021-05-20,6,1,0,0,NA,"TRE"
"248",2021-05-20,7,1,2,0,"; Added on review; Added on review","TRE"
"249",2021-05-20,8,1,1,0,"; LTSA","TRE"
"250",2021-05-20,9,0,NA,0,NA,"TRE"
"251",2021-05-20,10,0,1,0,NA,"TRE"
"252",2021-05-20,11,0,NA,0,NA,"TRE"
"253",2021-05-20,12,0,NA,0,NA,"TRE"
"254",2021-05-20,13,0,NA,0,NA,"TRE"
"255",2021-05-20,14,0,NA,0,NA,"TRE"
"256",2021-05-20,15,0,NA,0,NA,"TRE"
"257",2021-05-20,16,0,NA,0,NA,"TRE"
"258",2021-05-20,17,0,NA,0,NA,"TRE"
"259",2021-05-20,18,0,NA,0,NA,"TRE"
"260",2021-05-20,19,0,NA,0,NA,"TRE"
"261",2021-05-20,20,0,NA,0,NA,"TRE"
"262",2021-05-20,21,0,NA,0,NA,"TRE"
"263",2021-05-20,22,0,3,1,"; Added on review; Added on review; Added on review","TRE"
"264",2021-05-20,23,0,2,0,"; Added on review","TRE"
"265",2021-05-21,0,0,1,0,"LTSA","TRE"
"266",2021-05-21,1,0,1,0,"LTSA","TRE"
"267",2021-05-21,2,0,1,0,NA,"TRE"
"268",2021-05-21,3,0,1,0,NA,"TRE"
"269",2021-05-21,4,0,1,0,NA,"TRE"
"270",2021-05-21,5,0,NA,0,NA,"TRE"
"271",2021-05-21,6,0,1,1,"; Added on review","TRE"
"272",2021-05-21,7,0,3,0,"; LTSA; LTSA","TRE"
"273",2021-05-21,8,0,NA,0,NA,"TRE"
"274",2021-05-21,9,0,NA,0,NA,"TRE"
"275",2021-05-21,10,0,1,0,NA,"TRE"
"276",2021-05-21,11,0,NA,0,NA,"TRE"
"277",2021-05-21,12,0,NA,0,NA,"TRE"
"278",2021-05-21,13,0,NA,0,NA,"TRE"
"279",2021-05-21,14,0,1,0,"LTSA","TRE"
"280",2021-05-21,15,0,NA,0,NA,"TRE"
"281",2021-05-21,16,0,NA,0,NA,"TRE"
"282",2021-05-21,17,0,1,0,NA,"TRE"
"283",2021-05-21,18,0,NA,0,NA,"TRE"
"284",2021-05-21,19,0,NA,0,NA,"TRE"
"285",2021-05-21,20,0,NA,0,NA,"TRE"
"286",2021-05-21,21,0,NA,0,NA,"TRE"
"287",2021-05-21,22,0,NA,0,NA,"TRE"
"288",2021-05-21,23,0,NA,0,NA,"TRE"
"289",2021-05-22,0,0,NA,0,NA,"TRE"
"290",2021-05-22,1,0,NA,0,NA,"TRE"
"291",2021-05-22,2,0,NA,0,NA,"TRE"
"292",2021-05-22,3,0,1,0,NA,"TRE"
"293",2021-05-22,4,0,NA,0,NA,"TRE"
"294",2021-05-22,5,0,1,0,"LTSA","TRE"
"295",2021-05-22,6,0,NA,0,NA,"TRE"
"296",2021-05-22,7,0,NA,0,NA,"TRE"
"297",2021-05-22,8,0,NA,0,NA,"TRE"
"298",2021-05-22,9,0,NA,0,NA,"TRE"
"299",2021-05-22,10,0,NA,0,NA,"TRE"
"300",2021-05-22,11,0,NA,0,NA,"TRE"
"301",2021-05-22,12,0,NA,0,NA,"TRE"
"302",2021-05-22,13,0,NA,0,NA,"TRE"
"303",2021-05-22,14,0,NA,0,NA,"TRE"
"304",2021-05-22,15,0,NA,0,NA,"TRE"
"305",2021-05-22,16,0,NA,0,NA,"TRE"
"306",2021-05-22,17,0,NA,0,NA,"TRE"
"307",2021-05-22,18,0,NA,0,NA,"TRE"
"308",2021-05-22,19,0,NA,0,NA,"TRE"
"309",2021-05-22,20,0,NA,0,NA,"TRE"
"310",2021-05-22,21,0,1,0,NA,"TRE"
"311",2021-05-22,22,0,NA,0,NA,"TRE"
"312",2021-05-22,23,0,NA,0,NA,"TRE"
"313",2021-05-23,0,0,NA,0,NA,"TRE"
"314",2021-05-23,1,0,NA,0,NA,"TRE"
"315",2021-05-23,2,0,NA,0,NA,"TRE"
"316",2021-05-23,3,0,1,0,NA,"TRE"
"317",2021-05-23,4,0,NA,0,NA,"TRE"
"318",2021-05-23,5,0,1,0,NA,"TRE"
"319",2021-05-23,6,0,NA,0,NA,"TRE"
"320",2021-05-23,7,0,NA,0,NA,"TRE"
"321",2021-05-23,8,0,NA,0,NA,"TRE"
"322",2021-05-23,9,0,NA,0,NA,"TRE"
"323",2021-05-23,10,0,NA,0,NA,"TRE"
"324",2021-05-23,11,0,NA,0,NA,"TRE"
"325",2021-05-23,12,0,NA,0,NA,"TRE"
"326",2021-05-23,13,0,NA,0,NA,"TRE"
"327",2021-05-23,14,0,NA,0,NA,"TRE"
"328",2021-05-23,15,0,NA,0,NA,"TRE"
"329",2021-05-23,16,0,NA,0,NA,"TRE"
"330",2021-05-23,17,0,NA,0,NA,"TRE"
"331",2021-05-23,18,0,NA,0,NA,"TRE"
"332",2021-05-23,19,0,NA,0,NA,"TRE"
"333",2021-05-23,20,0,NA,0,NA,"TRE"
"334",2021-05-23,21,0,NA,0,NA,"TRE"
"335",2021-05-23,22,0,NA,0,NA,"TRE"
"336",2021-05-23,23,0,1,0,NA,"TRE"
"337",2021-05-24,0,0,NA,0,NA,"TRE"
"338",2021-05-24,1,0,NA,0,NA,"TRE"
"339",2021-05-24,2,0,NA,0,NA,"TRE"
"340",2021-05-24,3,0,NA,0,NA,"TRE"
"341",2021-05-24,4,0,NA,0,NA,"TRE"
"342",2021-05-24,5,0,NA,0,NA,"TRE"
"343",2021-05-24,6,0,NA,0,NA,"TRE"
"344",2021-05-24,7,0,NA,0,NA,"TRE"
"345",2021-05-24,8,0,NA,0,NA,"TRE"
"346",2021-05-24,9,0,NA,0,NA,"TRE"
"347",2021-05-24,10,0,NA,0,NA,"TRE"
"348",2021-05-24,11,0,NA,0,NA,"TRE"
"349",2021-05-24,12,0,NA,0,NA,"TRE"
"350",2021-05-24,13,0,NA,0,NA,"TRE"
"351",2021-05-24,14,0,NA,0,NA,"TRE"
"352",2021-05-24,15,0,NA,0,NA,"TRE"
"353",2021-05-24,16,0,NA,0,NA,"TRE"
"354",2021-05-24,17,0,NA,0,NA,"TRE"
"355",2021-05-24,18,0,NA,0,NA,"TRE"
"356",2021-05-24,19,0,NA,0,NA,"TRE"
"357",2021-05-24,20,0,NA,0,NA,"TRE"
"358",2021-05-24,21,0,1,0,"LTSA","TRE"
"359",2021-05-24,22,0,NA,0,NA,"TRE"
"360",2021-05-24,23,0,1,1,"; LTSA","TRE"
"361",2021-05-25,0,0,1,0,"LTSA; no sound clip due to ambient noise","TRE"
"362",2021-05-25,1,1,1,0,"; LTSA","TRE"
"363",2021-05-25,2,1,2,0,"; LTSA; LTSA","TRE"
"364",2021-05-25,3,0,1,0,NA,"TRE"
"365",2021-05-25,4,0,NA,0,NA,"TRE"
"366",2021-05-25,5,1,1,0,"Added on review; Added on review","TRE"
"367",2021-05-25,6,0,1,0,NA,"TRE"
"368",2021-05-25,7,0,1,0,NA,"TRE"
"369",2021-05-25,8,0,1,0,"Added on review","TRE"
"370",2021-05-25,9,0,NA,0,NA,"TRE"
"371",2021-05-25,10,0,NA,0,NA,"TRE"
"372",2021-05-25,11,0,1,0,NA,"TRE"
"373",2021-05-25,12,0,NA,0,NA,"TRE"
"374",2021-05-25,13,0,NA,0,NA,"TRE"
"375",2021-05-25,14,0,NA,0,NA,"TRE"
"376",2021-05-25,15,0,1,0,NA,"TRE"
"377",2021-05-25,16,0,0,1,NA,"TRE"
"378",2021-05-25,17,0,NA,0,NA,"TRE"
"379",2021-05-25,18,0,NA,0,NA,"TRE"
"380",2021-05-25,19,0,NA,0,NA,"TRE"
"381",2021-05-25,20,0,0,1,NA,"TRE"
"382",2021-05-25,21,0,0,1,NA,"TRE"
"383",2021-05-25,22,0,NA,0,NA,"TRE"
