"","Begin_Date","Begin_Hour","Transit","Notes","SiteID"
"492",2020-02-28,11,0,NA,"MRW"
"493",2020-02-28,12,0,NA,"MRW"
"494",2020-02-28,13,0,NA,"MRW"
"495",2020-02-28,14,0,NA,"MRW"
"496",2020-02-28,15,0,NA,"MRW"
"497",2020-02-28,16,0,NA,"MRW"
"498",2020-02-28,17,0,NA,"MRW"
"499",2020-02-28,18,0,NA,"MRW"
"500",2020-02-28,19,0,NA,"MRW"
"501",2020-02-28,20,0,NA,"MRW"
"502",2020-02-28,21,0,NA,"MRW"
"503",2020-02-28,22,0,NA,"MRW"
"504",2020-02-28,23,0,NA,"MRW"
"505",2020-02-29,0,0,NA,"MRW"
"506",2020-02-29,1,0,NA,"MRW"
"507",2020-02-29,2,0,NA,"MRW"
"508",2020-02-29,3,0,NA,"MRW"
"509",2020-02-29,4,0,NA,"MRW"
"510",2020-02-29,5,0,NA,"MRW"
"511",2020-02-29,6,0,NA,"MRW"
"512",2020-02-29,7,0,NA,"MRW"
"513",2020-02-29,8,0,NA,"MRW"
"514",2020-02-29,9,0,NA,"MRW"
"515",2020-02-29,10,0,NA,"MRW"
"516",2020-02-29,11,0,NA,"MRW"
"517",2020-02-29,12,0,NA,"MRW"
"518",2020-02-29,13,0,NA,"MRW"
"519",2020-02-29,14,0,NA,"MRW"
"520",2020-02-29,15,0,NA,"MRW"
"521",2020-02-29,16,0,NA,"MRW"
"522",2020-02-29,17,0,NA,"MRW"
"523",2020-02-29,18,0,NA,"MRW"
"524",2020-02-29,19,0,NA,"MRW"
"525",2020-02-29,20,0,NA,"MRW"
"526",2020-02-29,21,0,NA,"MRW"
"527",2020-02-29,22,0,NA,"MRW"
"528",2020-02-29,23,0,NA,"MRW"
"529",2020-03-01,0,0,NA,"MRW"
"530",2020-03-01,1,0,NA,"MRW"
"531",2020-03-01,2,0,NA,"MRW"
"532",2020-03-01,3,0,NA,"MRW"
"533",2020-03-01,4,0,NA,"MRW"
"534",2020-03-01,5,0,NA,"MRW"
"535",2020-03-01,6,0,NA,"MRW"
"536",2020-03-01,7,0,NA,"MRW"
"537",2020-03-01,8,0,NA,"MRW"
"538",2020-03-01,9,0,NA,"MRW"
"539",2020-03-01,10,0,NA,"MRW"
"540",2020-03-01,11,0,NA,"MRW"
