"Selection" "View" "Channel" "Begin_Time" "End_Time" "Low_Freq" "High_Freq" "Begin_Date" "Begin_Clock" "End_Clock" "Delta_Time_s" "Behavior" "Notes" "Begin_file_date"
1 "Spectrogram 1" 1 11172.744507406 11529.197077144 1175.3 1792.8 "2018/8/26" "7:47:22.7445" "7:53:19.1971" 356.4526 "DTransit" "" 2018-08-26
2 "Spectrogram 1" 1 12700.773715131 12955.313862211 737.1 1454.2 "2018/8/26" "8:12:50.7737" "8:17:05.3139" 254.5401 "DTransit" "" 2018-08-26
3 "Spectrogram 1" 1 13052.145967792 13490.97809004 597.6 1972.1 "2018/8/26" "8:18:42.1460" "8:26:00.9781" 438.8321 "DTransit" "" 2018-08-26
4 "Spectrogram 1" 1 14048.824809915 14110.839401277 358.6 2629.482 "2018/8/26" "8:35:18.8248" "8:36:20.8394" 62.0146 "DTransit" "" 2018-08-26
5 "Spectrogram 1" 1 16540.204370742 16850.802912439 956.2 4880.5 "2018/8/26" "9:16:50.2044" "9:22:00.8029" 310.5985 "DTransit" "on/off" 2018-08-26
6 "Spectrogram 1" 1 17786.145982375 17916.218960021 1235.1 5059.8 "2018/8/26" "9:37:36.1460" "9:39:46.2190" 130.073 "DTransit" "" 2018-08-26
7 "Spectrogram 1" 1 18338.627726505 18645.153275973 99.6 5856.6 "2018/8/26" "9:46:48.6277" "9:51:55.1533" 306.5255 "Maneuver+TransitA" "on/off" 2018-08-26
8 "Spectrogram 1" 1 19111.839409595 19132.59853128 139.4 1753 "2018/8/26" "9:59:41.8394" "10:00:02.5985" 20.7591 "DTransit" "" 2018-08-26
9 "Spectrogram 1" 1 19229.566613965 19250.052062795 717.1 3406.4 "2018/8/26" "10:01:39.5666" "10:02:00.0521" 20.4854 "DTransit" "" 2018-08-26
10 "Spectrogram 1" 1 19469.868602737 19529.124070332 139.4 5876.5 "2018/8/26" "10:05:39.8686" "10:06:39.1241" 59.2555 "Maneuver+TransitA" "" 2018-08-26
11 "Spectrogram 1" 1 20465.780716699 20608.729750836 617.5 2370.5 "2018/8/26" "10:22:15.7807" "10:24:38.7298" 142.949 "DTransit" "" 2018-08-26
12 "Spectrogram 1" 1 25324.204366575 25478.189768963 836.7 1513.9 "2018/8/26" "11:43:13.2044" "11:45:47.1898" 153.9854 "DTransit" "" 2018-08-26
13 "Spectrogram 1" 1 38655.861307056 38758.99998125 617.5 1733.1 "2018/8/26" "15:25:25.8613" "15:27:08.0000" 103.1387 "DTransit" "" 2018-08-26
14 "Spectrogram 1" 1 39791.175175517 39877.627720255 79.7 4083.7 "2018/8/26" "15:44:20.1752" "15:45:47.6277" 86.4525 "DTransit" "" 2018-08-26
15 "Spectrogram 1" 1 41640.014595529 41691.124078665 338.6 4741 "2018/8/26" "16:15:09.0146" "16:16:00.1241" 51.1095 "DTransit" "" 2018-08-26
16 "Spectrogram 1" 1 83338.131376429 84526.78830441 737.1 2410.4 "2018/8/27" "3:50:04.1314" "4:09:53.7883" 1188.6569 "DTransit" "on/off" 2018-08-26
1 "Spectrogram 1" 1 7711.751813504 7775.737207558 746.5 2239.6 "2018/8/27" "6:39:35.7518" "6:40:39.7372" 63.9854 "DTransit" "" 2018-08-27
2 "Spectrogram 1" 1 7887.02188496 8061.372248495 119.5 5517.9 "2018/8/27" "6:42:31.0219" "6:45:25.3722" 174.3504 "CTransit" "" 2018-08-27
3 "Spectrogram 1" 1 8381.343063686 8460.437945043 79.7 5239 "2018/8/27" "6:50:45.3431" "6:52:04.4379" 79.0949 "Maneuver+TransitA" "" 2018-08-27
5 "Spectrogram 1" 1 10614.832111831 10790.890504364 59.8 7430.3 "2018/8/27" "7:27:58.8321" "7:30:54.8905" 176.0584 "Maneuver+TransitA" "" 2018-08-27
6 "Spectrogram 1" 1 10922.014595529 11036.978085873 79.7 3247 "2018/8/27" "7:33:06.0146" "7:35:00.9781" 114.9635 "DTransit" "" 2018-08-27
7 "Spectrogram 1" 1 13481.080285827 13627.576637987 119.5 4043.8 "2018/8/27" "8:15:45.0803" "8:18:11.5766" 146.4964 "Maneuver+TransitA" "on/off" 2018-08-27
8 "Spectrogram 1" 1 13876.423343263 14138.145978209 657.4 3984.1 "2018/8/27" "8:22:20.4233" "8:26:42.1460" 261.7226 "DTransit" "" 2018-08-27
9 "Spectrogram 1" 1 18057.339240797 18202.337802129 796.8 5219.1 "2018/8/27" "9:32:01.3392" "9:34:26.3378" 144.9986 "DTransit" "" 2018-08-27
10 "Spectrogram 1" 1 18384.306558196 18466.029195225 558.9 4391.2 "2018/8/27" "9:37:28.3066" "9:38:50.0292" 81.7226 "DTransit" "" 2018-08-27
11 "Spectrogram 1" 1 19188.78831066 19232.934290952 1377.2 1556.9 "2018/8/27" "9:50:52.7883" "9:51:36.9343" 44.146 "DTransit" "" 2018-08-27
12 "Spectrogram 1" 1 20649.547434428 21379.401439553 259.5 3552.9 "2018/8/27" "10:15:13.5474" "10:27:23.4014" 729.854 "DTransit" "" 2018-08-27
13 "Spectrogram 1" 1 55286.912408075 55575.208018172 59.9 4171.7 "2018/8/27" "19:52:28.9124" "19:57:16.2080" 288.2956 "CTransit" "on/off" 2018-08-27
1 "Spectrogram 1" 1 12601.620430824 12656.540132497 59.8 4820.7 "2018/8/28" "7:42:12.6204" "7:43:07.5401" 54.9197 "DTransit" NA 2018-08-28
2 "Spectrogram 1" 1 22157.124080748 22389.810203954 99.6 3306.8 "2018/8/28" "10:21:27.1241" "10:25:19.8102" 232.6861 "DTransit" NA 2018-08-28
3 "Spectrogram 1" 1 43841.474448449 43921.357650882 99.6 6255 "2018/8/28" "16:22:50.4744" "16:24:09.3577" 79.8832 "CPA" NA 2018-08-28
4 "Spectrogram 1" 1 45069.810203954 45156.919701673 0 5776.9 "2018/8/28" "16:43:18.8102" "16:44:45.9197" 87.1095 "CTransit" NA 2018-08-28
5 "Spectrogram 1" 1 45832.379552509 46141.664225745 99.6 7370.5 "2018/8/28" "16:56:00.3796" "17:01:10.6642" 309.2847 "CPA" NA 2018-08-28
6 "Spectrogram 1" 1 46870.532840982 46932.941592883 59.8 9761 "2018/8/28" "17:13:19.5328" "17:14:21.9416" 62.4088 "CPA" NA 2018-08-28
7 "Spectrogram 1" 1 47395.160573738 47483.321147476 59.8 9083.7 "2018/8/28" "17:22:03.1606" "17:23:31.3211" 88.1606 "CPA" NA 2018-08-28
8 "Spectrogram 1" 1 47899.620421426 47952.503631174 39.8 8247 "2018/8/28" "17:30:28.6204" "17:31:21.5036" 52.8832 "CPA" NA 2018-08-28
1 "Spectrogram 1" 1 8424 8871.372248495 856.6 4083.7 "2018/8/29" "6:10:22.0000" "6:17:49.3722" 447.3722 "DTransit" "" 2018-08-29
2 "Spectrogram 1" 1 10876.467150684 10929.021889127 99.6 1593.6 "2018/8/29" "6:51:14.4672" "6:52:07.0219" 52.5547 "DTransit" "" 2018-08-29
3 "Spectrogram 1" 1 12912.437942959 13225.27006104 278.9 6374.5 "2018/8/29" "7:25:10.4379" "7:30:23.2701" 312.8321 "Maneuver+TransitA" "on/off" 2018-08-29
4 "Spectrogram 1" 1 14767.948910523 14950.9708059 0 4462.2 "2018/8/29" "7:56:05.9489" "7:59:08.9708" 183.0219 "Maneuver+TransitA" "on/off" 2018-08-29
5 "Spectrogram 1" 1 15209.934298327 15324.372260036 99.6 3107.6 "2018/8/29" "8:03:27.9343" "8:05:22.3723" 114.438 "DTransit" "" 2018-08-29
6 "Spectrogram 1" 1 16004.299263641 16206.372251703 79.7 6314.7 "2018/8/29" "8:16:42.2993" "8:20:04.3723" 202.073 "Maneuver+TransitA" "" 2018-08-29
7 "Spectrogram 1" 1 17485.291961709 17584.751822962 19.9 2450.2 "2018/8/29" "8:41:23.2920" "8:43:02.7518" 99.4599 "DTransit" "" 2018-08-29
8 "Spectrogram 1" 1 17683.423363139 18490.532833774 378.5 3127.5 "2018/8/29" "8:44:41.4234" "8:58:08.5328" 807.1095 "DTransit" "" 2018-08-29
9 "Spectrogram 1" 1 18556.620436116 18652.270060082 0 2988 "2018/8/29" "8:59:14.6204" "9:00:50.2701" 95.6496 "DTransit" "" 2018-08-29
10 "Spectrogram 1" 1 19383.832112956 19472.386865982 219.1 4940.2 "2018/8/29" "9:13:01.8321" "9:14:30.3869" 88.5548 "DTransit" "" 2018-08-29
11 "Spectrogram 1" 1 19728.854017822 19978.094883637 0 3147.4 "2018/8/29" "9:18:46.8540" "9:22:56.0949" 249.2409 "DTransit" "" 2018-08-29
12 "Spectrogram 1" 1 20192.912414523 20483.540136861 0 6195.2 "2018/8/29" "9:26:30.9124" "9:31:21.5401" 290.6277 "CTransit" "on/off" 2018-08-29
13 "Spectrogram 1" 1 20951.80292757 21066.240870529 59.8 5498 "2018/8/29" "9:39:09.8029" "9:41:04.2409" 114.4379 "CTransit" "" 2018-08-29
14 "Spectrogram 1" 1 22309.160584702 22353.832112378 99.6 2470.1 "2018/8/29" "10:01:46.1606" "10:02:31.8321" 44.6715 "DTransit" "" 2018-08-29
15 "Spectrogram 1" 1 22578.372269875 22646.824816697 59.8 5139.4 "2018/8/29" "10:06:15.3723" "10:07:24.8248" 68.4525 "DTransit" "" 2018-08-29
16 "Spectrogram 1" 1 22813.357770385 22923.504189906 836.653 4063.745 "2018/8/29" "10:10:10.3578" "10:12:00.5042" 110.1464 "DTransit" "" 2018-08-29
17 "Spectrogram 1" 1 23443.248173996 23625.481748297 0 5705.765 "2018/8/29" "10:20:40.2482" "10:23:42.4817" 182.2336 "Maneuver+TransitA" "" 2018-08-29
18 "Spectrogram 1" 1 24087.700729151 24334.839405429 0 5666.004 "2018/8/29" "10:31:25.7007" "10:35:32.8394" 247.1387 "Maneuver+TransitA" "" 2018-08-29
19 "Spectrogram 1" 1 25483.291958501 25521.262757026 1451.292 1948.31 "2018/8/29" "10:54:40.2920" "10:55:18.2628" 37.9708 "DTransit" "" 2018-08-29
20 "Spectrogram 1" 1 25707.569342305 26046.416055915 99.404 5049.702 "2018/8/29" "10:58:24.5693" "11:04:03.4161" 338.8467 "CTransit" "" 2018-08-29
21 "Spectrogram 1" 1 26363.153275973 26385.751813504 139.165 3339.96 "2018/8/29" "11:09:20.1533" "11:09:43.7518" 22.5985 "DTransit" "" 2018-08-29
22 "Spectrogram 1" 1 28866.562038291 28938.956190496 0 5228.628 "2018/8/29" "11:51:03.5620" "11:52:16.9562" 72.3942 "DTransit" "" 2018-08-29
23 "Spectrogram 1" 1 30498.518241286 30585.233559717 0 4870.775 "2018/8/29" "12:18:15.5182" "12:19:42.2336" 86.7153 "Maneuver+TransitA" "lots of hb; may be small close" 2018-08-29
24 "Spectrogram 1" 1 31142.576635903 31389.583925335 59.642 6918.489 "2018/8/29" "12:28:59.5766" "12:33:06.5839" 247.0073 "CPA" "" 2018-08-29
25 "Spectrogram 1" 1 31686.912395575 31752.999979167 39.761 3379.722 "2018/8/29" "12:38:04.9124" "12:39:10.0000" 66.0876 "DTransit" "" 2018-08-29
26 "Spectrogram 1" 1 32878.291962667 32985.766402783 79.523 1471.173 "2018/8/29" "12:57:55.2920" "12:59:43.7664" 107.4744 "DTransit" "" 2018-08-29
27 "Spectrogram 1" 1 39887.613137226 40025.437938793 556.66 2485.089 "2018/8/29" "14:54:44.6131" "14:57:02.4379" 137.8248 "DTransit" "may be small close" 2018-08-29
28 "Spectrogram 1" 1 47996.547442762 48074.328455657 0 5367.793 "2018/8/29" "17:09:52.5474" "17:11:10.3285" 77.781 "CTransit" "" 2018-08-29
29 "Spectrogram 1" 1 48634.445246974 48715.379544176 0 6500.994 "2018/8/29" "17:20:30.4452" "17:21:51.3795" 80.9343 "CPA" "" 2018-08-29
30 "Spectrogram 1" 1 49337.948896898 49423.875894252 0 7335.984 "2018/8/29" "17:32:14.9489" "17:33:40.8759" 85.927 "CPA" "" 2018-08-29
31 "Spectrogram 1" 1 50035.875898418 50125.145967792 19.881 5487.078 "2018/8/29" "17:43:52.8759" "17:45:21.1460" 89.2701 "CPA" "" 2018-08-29
32 "Spectrogram 1" 1 50615.759117518 50714.956186329 0 5546.72 "2018/8/29" "17:53:31.7591" "17:55:11.9562" 99.1971 "CPA" "" 2018-08-29
33 "Spectrogram 1" 1 52168.226259869 52216.313864294 0 6063.618 "2018/8/29" "18:19:24.2263" "18:20:12.3139" 48.0876 "CPA" "" 2018-08-29
1 "Spectrogram 1" 1 11629.270065207 11713.489033561 19.9 2270.9 "2018/8/30" "6:32:44.2701" "6:34:08.4890" 84.219 "DTransit" "" 2018-08-30
2 "Spectrogram 1" 1 13115.255463428 13167.941588717 537.8 1733.1 "2018/8/30" "6:57:30.2555" "6:58:22.9416" 52.6861 "DTransit" "" 2018-08-30
3 "Spectrogram 1" 1 14562.700727068 14723.868598571 59.8 4860.6 "2018/8/30" "7:21:37.7007" "7:24:18.8686" 161.1679 "Maneuver+TransitA" "on/off" 2018-08-30
4 "Spectrogram 1" 1 17966.21167059 18134.999979167 378.5 6653.4 "2018/8/30" "8:18:21.2117" "8:21:09.0000" 168.7883 "DTransit" "" 2018-08-30
5 "Spectrogram 1" 1 21143.846709443 21430.795581341 856.6 2450.2 "2018/8/30" "9:11:18.8467" "9:16:05.7956" 286.9489 "DTransit" "on/off" 2018-08-30
6 "Spectrogram 1" 1 24315.394133896 24430.620397932 139.4 5478.1 "2018/8/30" "10:04:09.3941" "10:06:05.6204" 115.2263 "Maneuver+TransitA" "" 2018-08-30
7 "Spectrogram 1" 1 26612.562013732 26761.423329121 59.8 2450.2 "2018/8/30" "10:42:27.5620" "10:44:56.4233" 148.8613 "DTransit" "" 2018-08-30
8 "Spectrogram 1" 1 39734.167853193 40113.744489097 1155.378 1832.669 "2018/8/30" "14:21:08.1679" "14:27:28.7445" 379.5766 "DTransit" "may be small close" 2018-08-30
9 "Spectrogram 1" 1 40735.598506721 40796.167842777 0 8286.9 "2018/8/30" "14:37:50.5985" "14:38:50.1678" 60.5693 "CPA" "" 2018-08-30
10 "Spectrogram 1" 1 41429.270063123 41506.131368096 0 8247 "2018/8/30" "14:49:23.2701" "14:50:40.1314" 76.8613 "CPA" "" 2018-08-30
11 "Spectrogram 1" 1 42066.102181204 42162.014578863 0 7888.4 "2018/8/30" "15:00:00.1022" "15:01:36.0146" 95.9124 "CPA" "" 2018-08-30
12 "Spectrogram 1" 1 42654.715326764 43687.350364234 0 9601.6 "2018/8/30" "15:09:47.7153" "15:27:00.3504" 1032.635 "Maneuver+CPA" "" 2018-08-30
13 "Spectrogram 1" 1 43155.167879836 43235.313855961 0 7111.6 "2018/8/30" "15:18:08.1679" "15:19:28.3139" 80.146 "CPA" "" 2018-08-30
14 "Spectrogram 1" 1 44072.215333698 44147.237222825 0 8725.1 "2018/8/30" "15:33:25.2153" "15:34:40.2372" 75.0219 "CPA" "" 2018-08-30
15 "Spectrogram 1" 1 44339.850357968 44404.755478695 0 7490 "2018/8/30" "15:37:52.8504" "15:38:57.7555" 64.9051 "CPA" "" 2018-08-30
16 "Spectrogram 1" 1 46035.135039538 46136.565684732 99.6 9462.2 "2018/8/30" "16:06:08.1350" "16:07:49.5657" 101.4306 "CPA" "" 2018-08-30
17 "Spectrogram 1" 1 46759.547438595 46847.970786025 0 6195.2 "2018/8/30" "16:18:12.5474" "16:19:40.9708" 88.4233 "CPA" "on/off" 2018-08-30
18 "Spectrogram 1" 1 47512.109476886 47584.240855398 0 7231.1 "2018/8/30" "16:30:45.1095" "16:31:57.2409" 72.1314 "CPA" "possibly M inside" 2018-08-30
19 "Spectrogram 1" 1 47996.926995271 48061.700710401 0 5976.1 "2018/8/30" "16:38:49.9270" "16:39:54.7007" 64.7737 "CPA" "" 2018-08-30
20 "Spectrogram 1" 1 48361.372252661 48411.69341472 0 7928.3 "2018/8/30" "16:44:54.3723" "16:45:44.6934" 50.3212 "CPA" "" 2018-08-30
21 "Spectrogram 1" 1 48552.518241286 48655.262754942 0 6932.3 "2018/8/30" "16:48:05.5182" "16:49:48.2628" 102.7445 "CPA" "" 2018-08-30
22 "Spectrogram 1" 1 65102.795610508 65592.211668507 39.8 2808.8 "2018/8/30" "21:23:54.7956" "21:32:03.2117" 489.4161 "DTransit" "" 2018-08-30
1 "Spectrogram 1" 1 18048.043794921 18361.401441636 119.5 2709.2 "2018/8/31" "7:45:54.0438" "7:51:07.4014" 313.3576 "DTransit" NA 2018-08-31
2 "Spectrogram 1" 1 19304.824808288 19335.832103969 159.4 2808.8 "2018/8/31" "8:06:50.8248" "8:07:21.8321" 31.0073 "DTransit" NA 2018-08-31
3 "Spectrogram 1" 1 21638.781005033 21827.189761101 139.4 2948.2 "2018/8/31" "8:45:43.7810" "8:48:52.1898" 188.4088 "CTransit" NA 2018-08-31
4 "Spectrogram 1" 1 22039.510934884 22182.591229045 0 5757 "2018/8/31" "8:52:24.5109" "8:54:47.5912" 143.0803 "CTransit" NA 2018-08-31
5 "Spectrogram 1" 1 22723.927001521 22830.875894252 0 5717.1 "2018/8/31" "9:03:49.9270" "9:05:36.8759" 106.9489 "Maneuver+TransitA" NA 2018-08-31
6 "Spectrogram 1" 1 23050.029191058 23206.116782984 0 4780.9 "2018/8/31" "9:09:15.0292" "9:11:51.1168" 156.0876 "CTransit" NA 2018-08-31
7 "Spectrogram 1" 1 25551.240861648 25899.678815024 19.9 4402.4 "2018/8/31" "9:50:56.2409" "9:56:44.6788" 348.438 "Maneuver+TransitA" NA 2018-08-31
8 "Spectrogram 1" 1 28043.912405991 28203.9416033 119.5 5079.7 "2018/8/31" "10:32:29.9124" "10:35:09.9416" 160.0292 "DTransit" NA 2018-08-31
1 "Spectrogram 1" 1 27703.328459824 27939.824801566 0 8207.2 "2018/9/1" "10:08:30.3285" "10:12:27.8248" 236.4963 "CPA" NA 2018-09-01
2 "Spectrogram 1" 1 30315.430647278 30428.42335368 59.8 8545.8 "2018/9/1" "10:52:02.4306" "10:53:55.4234" 112.9927 "CPA" NA 2018-09-01
3 "Spectrogram 1" 1 33405.255463428 35047.328453574 378.5 2410.4 "2018/9/1" "11:43:32.2555" "12:10:54.3285" 1642.073 "DTransit" NA 2018-09-01
4 "Spectrogram 1" 1 38014.306549863 40259.839399179 418.3 2549.8 "2018/9/1" "13:00:21.3065" "13:37:47.8394" 2245.5328 "CTransit" NA 2018-09-01
5 "Spectrogram 1" 1 48219.978076977 48742.240846502 617.5 9980.1 "2018/9/1" "15:50:26.9781" "15:59:08.2408" 522.2628 "CPA" NA 2018-09-01
1 "Spectrogram 1" 1 16874.408756068 17174.36494448 159.4 4502 "2018/9/2" "7:01:02.4088" "7:06:02.3649" 299.9562 "CTransit" "" 2018-09-02
2 "Spectrogram 1" 1 19808.014593446 19935.853994708 816.7 9880.5 "2018/9/2" "7:49:56.0146" "7:52:03.8540" 127.8394 "CTransit" "" 2018-09-02
3 "Spectrogram 1" 1 23166.656934231 23652.131368096 119.5 8784.9 "2018/9/2" "8:45:54.6569" "8:53:59.1314" 485.4744 "Maneuver+TransitA" "changes speed 2x" 2018-09-02
1 "Spectrogram 1" 1 76400.408747734 79038.262757026 278.9 3266.9 "2018/9/3" "23:10:28.4087" "23:54:26.2628" 2637.854 "CTransit" NA 2018-09-03
1 "Spectrogram 1" 1 56664.131372263 59360.452546822 219.1 2749 "2018/9/5" "16:36:11.1314" "17:21:07.4525" 2696.3212 "CTransit" "" 2018-09-05
2 "Spectrogram 1" 1 72959.912401825 75347.999979167 597.6 3167.3 "2018/9/5" "21:07:46.9124" "21:47:34.0000" 2388.0876 "DTransit" "" 2018-09-05
3 "Spectrogram 1" 1 77864.846703193 79883.507261071 318.7 2669.3 "2018/9/5" "22:29:31.8467" "23:03:10.5073" 2018.6606 "DTransit" "on/off" 2018-09-05
4 "Spectrogram 1" 1 81550.149610189 84652.364979167 537.8 776.9 "2018/9/5" "23:30:56.1496" "0:22:38.3650" 3102.2154 "DTransit" "" 2018-09-05
1 "Spectrogram 1" 1 0 9409.401439553 358.6 717.1 "2018/9/6" "0:22:38.0000" "2:59:27.4014" 9409.4014 "DTransit" "continuation of vessel in previous selection table" 2018-09-06
2 "Spectrogram 1" 1 19388.277371305 19805.693418887 1255 3685.3 "2018/9/6" "5:45:46.2774" "5:52:43.6934" 417.416 "DTransit" "may be small close" 2018-09-06
3 "Spectrogram 1" 1 24669.824811983 24743.138672111 2111.6 3227.1 "2018/9/6" "7:13:45.8248" "7:14:59.1387" 73.3139 "DTransit" "" 2018-09-06
4 "Spectrogram 1" 1 26017.328455657 26421.999979167 0 3645.4 "2018/9/6" "7:36:13.3285" "7:42:58.0000" 404.6715 "CTransit" "" 2018-09-06
5 "Spectrogram 1" 1 30051.03648674 30147.999979167 1693.2 2051.8 "2018/9/6" "8:43:27.0365" "8:45:04.0000" 96.9635 "DTransit" "" 2018-09-06
6 "Spectrogram 1" 1 30636.364961147 30746.204364492 0 5179.3 "2018/9/6" "8:53:12.3650" "8:55:02.2044" 109.8394 "Maneuver+TransitA" "" 2018-09-06
7 "Spectrogram 1" 1 32613.99999375 32879.992697491 179.3 4860.6 "2018/9/6" "9:26:10.0000" "9:30:36.9927" 265.9927 "Maneuver+TransitA" "" 2018-09-06
9 "Spectrogram 1" 1 35731.744529745 36876.781024818 259 6613.5 "2018/9/6" "10:18:07.7445" "10:37:12.7810" 1145.0365 "CPA" "" 2018-09-06
12 "Spectrogram 1" 1 44676.167843841 45112.634984109 617.5 3147.4 "2018/9/6" "12:47:11.1678" "12:54:28.6350" 436.4671 "DTransit" "" 2018-09-06
13 "Spectrogram 1" 1 49246.328423829 49595.554698282 199.2 7649.4 "2018/9/6" "14:03:21.3284" "14:09:11.5547" 349.2263 "Maneuver+TransitA" "" 2018-09-06
14 "Spectrogram 1" 1 52313.029155064 52328.664189751 517.9 2231.1 "2018/9/6" "14:54:28.0292" "14:54:44.6642" 15.635 "DTransit" "" 2018-09-06
15 "Spectrogram 1" 1 52769.861275228 52959.802904106 159.4 5657.4 "2018/9/6" "15:02:05.8613" "15:05:15.8029" 189.9416 "Maneuver+TransitA" "" 2018-09-06
16 "Spectrogram 1" 1 54693.321157892 56524.591225182 478.1 3107.6 "2018/9/6" "15:34:08.3212" "16:04:40.5912" 1831.2701 "DTransit" "" 2018-09-06
17 "Spectrogram 1" 1 56897.992698069 57007.043780338 79.7 3187.3 "2018/9/6" "16:10:53.9927" "16:12:42.0438" 109.0511 "Maneuver+TransitA" "" 2018-09-06
1 "Spectrogram 1" 1 21170.102177038 22787.277345286 776.9 1414.3 "2018/9/7" "5:55:09.1022" "6:22:04.2773" 1617.1752 "DTransit" "on/off" 2018-09-07
2 "Spectrogram 1" 1 24051.08756799 31220.96710993 139.4 3486.1 "2018/9/7" "6:43:08.0876" "8:42:38.9671" 7169.8795 "CTransit" "on/off" 2018-09-07
3 "Spectrogram 1" 1 25815.481728908 25841.627711283 2071.7 2689.2 "2018/9/7" "7:12:33.4817" "7:12:59.6277" 26.146 "DTransit" "" 2018-09-07
5 "Spectrogram 1" 1 32749.52186504 32845.565649544 836.7 1713.1 "2018/9/7" "9:08:07.5219" "9:09:43.5656" 96.0438 "DTransit" "" 2018-09-07
6 "Spectrogram 1" 1 34428.514558942 37221.14229559 657.4 2928.3 "2018/9/7" "9:36:06.5146" "10:22:38.1423" 2792.6277 "DTransit" "on/off" 2018-09-07
1 "Spectrogram 1" 1 5758.291960584 5788.248161496 2330.7 2709.2 "2018/9/8" "7:13:58.2920" "7:14:28.2482" 29.9562 "DTransit" NA 2018-09-08
1 "Spectrogram 1" 1 5827.27005479 6026.846711527 1274.9 2231.1 "2018/9/9" "7:10:01.2701" "7:13:20.8467" 199.5767 "DTransit" "" 2018-09-09
2 "Spectrogram 1" 1 10118.102181204 10687.401441636 438.2 3266.9 "2018/9/9" "8:21:32.1022" "8:31:01.4014" 569.2993 "DTransit" "" 2018-09-09
3 "Spectrogram 1" 1 19069.357650882 20908.773702631 318.7 2012 "2018/9/9" "10:50:43.3577" "11:21:22.7737" 1839.4161 "DTransit" "on/off" 2018-09-09
4 "Spectrogram 1" 1 22553.737213093 22664.8904849 816.7 1195.2 "2018/9/9" "11:48:47.7372" "11:50:38.8905" 111.1533 "DTransit" "" 2018-09-09
5 "Spectrogram 1" 1 23567.518230155 24532.160566773 577.7 1434.3 "2018/9/9" "12:05:40.5182" "12:21:45.1606" 964.6423 "DTransit" "" 2018-09-09
6 "Spectrogram 1" 1 25539.897788914 25565.780997597 876.5 1095.6 "2018/9/9" "12:38:33.8978" "12:38:59.7810" 25.8832 "DTransit" "" 2018-09-09
1 "Spectrogram 1" 1 9877.576635903 9898.861304973 856.6 2868.5 "2018/9/10" "8:07:31.5766" "8:07:52.8613" 21.2847 "DTransit" "small close?" 2018-09-10
2 "Spectrogram 1" 1 10105.576623403 10335.109481052 39.8 5697.2 "2018/9/10" "8:11:19.5766" "8:15:09.1095" 229.5329 "Maneuver+TransitA" "" 2018-09-10
3 "Spectrogram 1" 1 10433.518247536 12971.912395575 0 2051.8 "2018/9/10" "8:16:47.5182" "8:59:05.9124" 2538.3941 "DTransit" "" 2018-09-10
4 "Spectrogram 1" 1 13635.810203954 16727.605822795 418.3 2988 "2018/9/10" "9:10:09.8102" "10:01:41.6058" 3091.7956 "DTransit" "" 2018-09-10
