"","Begin_Date","Begin_Hour","Maneuver","Not_Assigned","Transit","Notes"
"619",2021-06-04,18,0,NA,0,NA
"620",2021-06-04,19,0,NA,0,NA
"621",2021-06-04,20,0,NA,0,NA
"622",2021-06-04,21,0,NA,0,NA
"623",2021-06-04,22,1,1,0,"; added on review"
"624",2021-06-04,23,3,1,0,"; added on review; added on review; added on review"
"625",2021-06-05,0,0,2,0,NA
"626",2021-06-05,1,1,0,0,NA
"627",2021-06-05,2,2,0,0,"; added on review"
"628",2021-06-05,3,1,1,0,"added on review; added on review"
"629",2021-06-05,4,0,2,0,"; added on review, no sound clip due to ambient noise"
"630",2021-06-05,5,1,1,0,NA
"631",2021-06-05,6,0,2,0,"; Added on review"
"632",2021-06-05,7,1,1,0,NA
"633",2021-06-05,8,0,1,0,"Added on review"
"634",2021-06-05,9,0,1,0,NA
"635",2021-06-05,10,0,0,1,NA
"636",2021-06-05,11,0,NA,0,NA
"637",2021-06-05,12,0,NA,0,NA
"638",2021-06-05,13,0,NA,0,NA
"639",2021-06-05,14,0,NA,0,NA
"640",2021-06-05,15,0,NA,0,NA
"641",2021-06-05,16,0,NA,0,NA
"642",2021-06-05,17,0,NA,0,NA
"643",2021-06-05,18,0,NA,0,NA
"644",2021-06-05,19,0,NA,0,NA
"645",2021-06-05,20,0,NA,0,NA
"646",2021-06-05,21,0,NA,0,NA
"647",2021-06-05,22,0,NA,0,NA
"648",2021-06-05,23,0,1,0,NA
"649",2021-06-06,0,0,NA,0,NA
"650",2021-06-06,1,0,NA,0,NA
"651",2021-06-06,2,0,NA,0,NA
"652",2021-06-06,3,0,NA,0,NA
"653",2021-06-06,4,0,0,1,NA
"654",2021-06-06,5,0,NA,0,NA
"655",2021-06-06,6,0,NA,0,NA
"656",2021-06-06,7,0,NA,0,NA
"657",2021-06-06,8,0,NA,0,NA
"658",2021-06-06,9,0,1,0,NA
"659",2021-06-06,10,0,NA,0,NA
"660",2021-06-06,11,0,NA,0,NA
"661",2021-06-06,12,0,NA,0,NA
"662",2021-06-06,13,0,NA,0,NA
"663",2021-06-06,14,0,NA,0,NA
"664",2021-06-06,15,0,NA,0,NA
"665",2021-06-06,16,0,NA,0,NA
"666",2021-06-06,17,0,NA,0,NA
"667",2021-06-06,18,0,NA,0,NA
"668",2021-06-06,19,0,NA,0,NA
"669",2021-06-06,20,0,NA,0,NA
"670",2021-06-06,21,0,NA,0,NA
"671",2021-06-06,22,0,NA,0,NA
"672",2021-06-06,23,0,NA,0,NA
"673",2021-06-07,0,0,NA,0,NA
"674",2021-06-07,1,0,NA,0,NA
"675",2021-06-07,2,0,NA,0,NA
"676",2021-06-07,3,0,NA,0,NA
"677",2021-06-07,4,0,NA,0,NA
"678",2021-06-07,5,0,NA,0,NA
"679",2021-06-07,6,0,NA,0,NA
"680",2021-06-07,7,0,NA,0,NA
"681",2021-06-07,8,0,NA,0,NA
"682",2021-06-07,9,0,NA,0,NA
"683",2021-06-07,10,0,NA,0,NA
"684",2021-06-07,11,0,NA,0,NA
"685",2021-06-07,12,0,NA,0,NA
"686",2021-06-07,13,0,NA,0,NA
"687",2021-06-07,14,0,NA,0,NA
"688",2021-06-07,15,0,NA,0,NA
"689",2021-06-07,16,0,NA,0,NA
"690",2021-06-07,17,0,NA,0,NA
"691",2021-06-07,18,0,NA,0,NA
"692",2021-06-07,19,0,NA,0,NA
"693",2021-06-07,20,0,NA,0,NA
"694",2021-06-07,21,0,NA,0,NA
"695",2021-06-07,22,0,NA,0,NA
"696",2021-06-07,23,0,NA,0,NA
"697",2021-06-08,0,0,1,0,NA
"698",2021-06-08,1,0,NA,0,NA
"699",2021-06-08,2,0,NA,0,NA
"700",2021-06-08,3,0,NA,0,NA
"701",2021-06-08,4,0,NA,0,NA
"702",2021-06-08,5,0,NA,0,NA
"703",2021-06-08,6,0,NA,0,NA
"704",2021-06-08,7,0,NA,0,NA
"705",2021-06-08,8,0,NA,0,NA
"706",2021-06-08,9,0,NA,0,NA
"707",2021-06-08,10,0,NA,0,NA
"708",2021-06-08,11,0,NA,0,NA
"709",2021-06-08,12,0,NA,0,NA
"710",2021-06-08,13,0,NA,0,NA
"711",2021-06-08,14,0,NA,0,NA
"712",2021-06-08,15,0,NA,0,NA
"713",2021-06-08,16,0,NA,0,NA
"714",2021-06-08,17,0,NA,0,NA
"715",2021-06-08,18,0,NA,0,NA
"716",2021-06-08,19,0,NA,0,NA
"717",2021-06-08,20,0,NA,0,NA
"718",2021-06-08,21,0,NA,0,NA
"719",2021-06-08,22,0,NA,0,NA
"720",2021-06-08,23,0,NA,0,NA
"721",2021-06-09,0,0,NA,0,NA
"722",2021-06-09,1,0,NA,0,NA
"723",2021-06-09,2,0,NA,0,NA
"724",2021-06-09,3,0,NA,0,NA
"725",2021-06-09,4,0,NA,0,NA
"726",2021-06-09,5,0,NA,0,NA
"727",2021-06-09,6,0,NA,0,NA
"728",2021-06-09,7,0,NA,0,NA
"729",2021-06-09,8,0,NA,0,NA
"730",2021-06-09,9,0,NA,0,NA
"731",2021-06-09,10,0,NA,0,NA
"732",2021-06-09,11,0,NA,0,NA
"733",2021-06-09,12,0,NA,0,NA
"734",2021-06-09,13,0,NA,0,NA
"735",2021-06-09,14,0,NA,0,NA
"736",2021-06-09,15,0,NA,0,NA
"737",2021-06-09,16,0,NA,0,NA
"738",2021-06-09,17,0,NA,0,NA
"739",2021-06-09,18,0,NA,0,NA
"740",2021-06-09,19,0,NA,0,NA
"741",2021-06-09,20,0,NA,0,NA
"742",2021-06-09,21,0,NA,0,NA
"743",2021-06-09,22,0,NA,0,NA
"744",2021-06-09,23,0,1,0,NA
"745",2021-06-10,0,0,NA,0,NA
"746",2021-06-10,1,0,NA,0,NA
"747",2021-06-10,2,0,NA,0,NA
"748",2021-06-10,3,0,NA,0,NA
"749",2021-06-10,4,0,NA,0,NA
"750",2021-06-10,5,0,NA,0,NA
"751",2021-06-10,6,0,NA,0,NA
"752",2021-06-10,7,0,NA,0,NA
"753",2021-06-10,8,0,1,0,NA
"754",2021-06-10,9,0,NA,0,NA
"755",2021-06-10,10,0,NA,0,NA
"756",2021-06-10,11,0,NA,0,NA
"757",2021-06-10,12,0,NA,0,NA
"758",2021-06-10,13,0,NA,0,NA
"759",2021-06-10,14,0,NA,0,NA
"760",2021-06-10,15,0,NA,0,NA
"761",2021-06-10,16,0,NA,0,NA
"762",2021-06-10,17,0,NA,0,NA
"763",2021-06-10,18,0,NA,0,NA
"764",2021-06-10,19,0,NA,0,NA
"765",2021-06-10,20,0,NA,0,NA
"766",2021-06-10,21,0,NA,0,NA
"767",2021-06-10,22,0,1,0,NA
"768",2021-06-10,23,0,2,0,"; added on review"
"769",2021-06-11,0,0,1,0,NA
"770",2021-06-11,1,0,1,0,"added on review"
"771",2021-06-11,2,0,NA,0,NA
"772",2021-06-11,3,0,2,0,NA
"773",2021-06-11,4,0,1,0,NA
"774",2021-06-11,5,1,1,0,NA
"775",2021-06-11,6,0,2,0,"; added on review"
"776",2021-06-11,7,2,0,0,"; added on review"
"777",2021-06-11,8,0,NA,0,NA
"778",2021-06-11,9,0,NA,0,NA
"779",2021-06-11,10,0,NA,0,NA
"780",2021-06-11,11,0,1,0,NA
"781",2021-06-11,12,0,NA,0,NA
"782",2021-06-11,13,0,NA,0,NA
"783",2021-06-11,14,0,NA,0,NA
"784",2021-06-11,15,0,NA,0,NA
"785",2021-06-11,16,0,NA,0,NA
"786",2021-06-11,17,0,NA,0,NA
"787",2021-06-11,18,0,1,0,NA
"788",2021-06-11,19,0,NA,0,NA
"789",2021-06-11,20,0,1,0,NA
"790",2021-06-11,21,0,NA,0,NA
"791",2021-06-11,22,1,2,0,"added on review; added on review, no sound clip due to ambient noise; added on review"
"792",2021-06-11,23,2,0,1,"added on review; added on review; added on review"
"793",2021-06-12,0,1,5,0,"; added on review; added on review; added on review; added on review; added on review"
"794",2021-06-12,1,3,3,0,"added on review; added on review; added on review; added on review; added on review; added on review"
"795",2021-06-12,2,1,2,0,"added on review; added on review; added on review"
"796",2021-06-12,3,2,1,0,"; added on review; added on review"
"797",2021-06-12,4,2,4,0,"; added on review; added on review; added on review; added on review; added on review"
"798",2021-06-12,5,2,2,0,"no sound clip; ; Added on review; Added on review"
"799",2021-06-12,6,1,2,0,"; Added on review; Added on review"
"800",2021-06-12,7,3,3,1,"; Added on review; Added on review; Added on review; Added on review; Added on review; Added on review"
"801",2021-06-12,8,4,0,0,"; Added on review; Added on review; Added on review"
"802",2021-06-12,9,2,0,0,NA
"803",2021-06-12,10,0,NA,0,NA
"804",2021-06-12,11,0,NA,0,NA
"805",2021-06-12,12,0,NA,0,NA
"806",2021-06-12,13,1,0,0,NA
"807",2021-06-12,14,0,1,0,NA
"808",2021-06-12,15,0,1,0,NA
"809",2021-06-12,16,0,1,0,NA
"810",2021-06-12,17,0,NA,0,NA
"811",2021-06-12,18,0,NA,0,NA
"812",2021-06-12,19,0,NA,0,NA
"813",2021-06-12,20,0,NA,0,NA
"814",2021-06-12,21,0,NA,0,NA
"815",2021-06-12,22,2,0,0,"; Added on review"
"816",2021-06-12,23,1,2,0,"; Added on review; Added on review"
"817",2021-06-13,0,0,1,0,NA
"818",2021-06-13,1,1,3,0,"; Added on review; Added on review; Added on review"
"819",2021-06-13,2,1,1,0,"Added on review; Added on review"
"820",2021-06-13,3,1,2,0,"; Added on review; Added on review"
"821",2021-06-13,4,3,0,0,"; Added on review; Added on review"
"822",2021-06-13,5,1,2,0,"; ; Added on review"
"823",2021-06-13,6,1,0,0,NA
"824",2021-06-13,7,0,1,0,NA
"825",2021-06-13,8,0,1,0,NA
"826",2021-06-13,9,0,NA,0,NA
"827",2021-06-13,10,0,NA,0,NA
"828",2021-06-13,11,0,NA,0,NA
"829",2021-06-13,12,0,NA,0,NA
"830",2021-06-13,13,0,NA,0,NA
"831",2021-06-13,14,0,NA,0,NA
"832",2021-06-13,15,0,NA,0,NA
"833",2021-06-13,16,0,NA,0,NA
"834",2021-06-13,17,0,NA,0,NA
"835",2021-06-13,18,0,NA,0,NA
"836",2021-06-13,19,0,NA,0,NA
"837",2021-06-13,20,0,NA,0,NA
"838",2021-06-13,21,0,NA,0,NA
"839",2021-06-13,22,0,NA,0,NA
"840",2021-06-13,23,0,NA,0,NA
"841",2021-06-14,0,0,NA,0,NA
"842",2021-06-14,1,0,NA,0,NA
"843",2021-06-14,2,0,NA,0,NA
"844",2021-06-14,3,0,NA,0,NA
"845",2021-06-14,4,0,NA,0,NA
"846",2021-06-14,5,0,NA,0,NA
"847",2021-06-14,6,0,NA,0,NA
"848",2021-06-14,7,0,NA,0,NA
"849",2021-06-14,8,0,NA,0,NA
"850",2021-06-14,9,0,NA,0,NA
"851",2021-06-14,10,0,NA,0,NA
"852",2021-06-14,11,0,NA,0,NA
"853",2021-06-14,12,0,NA,0,NA
"854",2021-06-14,13,0,NA,0,NA
"855",2021-06-14,14,0,NA,0,NA
"856",2021-06-14,15,0,NA,0,NA
"857",2021-06-14,16,0,NA,0,NA
"858",2021-06-14,17,0,NA,0,NA
"859",2021-06-14,18,0,NA,0,NA
"860",2021-06-14,19,0,NA,0,NA
"861",2021-06-14,20,0,NA,0,NA
"862",2021-06-14,21,0,NA,0,NA
"863",2021-06-14,22,0,NA,0,NA
"864",2021-06-14,23,0,NA,0,NA
"865",2021-06-15,0,0,NA,0,NA
"866",2021-06-15,1,0,NA,0,NA
"867",2021-06-15,2,0,NA,0,NA
"868",2021-06-15,3,0,NA,0,NA
"869",2021-06-15,4,0,NA,0,NA
"870",2021-06-15,5,0,NA,0,NA
"871",2021-06-15,6,0,NA,0,NA
"872",2021-06-15,7,0,NA,0,NA
"873",2021-06-15,8,0,NA,0,NA
"874",2021-06-15,9,0,NA,0,NA
"875",2021-06-15,10,0,NA,0,NA
"876",2021-06-15,11,0,NA,0,NA
"877",2021-06-15,12,0,NA,0,NA
"878",2021-06-15,13,0,NA,0,NA
"879",2021-06-15,14,0,NA,0,NA
"880",2021-06-15,15,0,NA,0,NA
"881",2021-06-15,16,0,NA,0,NA
"882",2021-06-15,17,0,NA,0,NA
"883",2021-06-15,18,0,NA,0,NA
"884",2021-06-15,19,0,NA,0,NA
"885",2021-06-15,20,0,NA,0,NA
"886",2021-06-15,21,0,NA,0,NA
"887",2021-06-15,22,0,1,1,"added on review; added on review; no sound clip due to ambient noise"
"888",2021-06-15,23,0,1,1,"; added on review"
"889",2021-06-16,0,0,2,0,"; added on review"
"890",2021-06-16,1,0,NA,0,NA
"891",2021-06-16,2,1,0,0,NA
"892",2021-06-16,3,0,1,0,"no sound clip due to ambient noise"
"893",2021-06-16,4,0,1,0,NA
"894",2021-06-16,5,0,1,0,NA
"895",2021-06-16,6,0,1,0,NA
"896",2021-06-16,7,0,2,0,"Added on review, no sound clip due to ambient noise; Added on review, no sound clip due to ambient noise"
"897",2021-06-16,8,2,0,0,NA
"898",2021-06-16,9,0,NA,0,NA
"899",2021-06-16,10,1,0,0,NA
"900",2021-06-16,11,0,NA,0,NA
"901",2021-06-16,12,0,NA,0,NA
"902",2021-06-16,13,0,NA,0,NA
"903",2021-06-16,14,0,NA,0,NA
"904",2021-06-16,15,0,NA,0,NA
"905",2021-06-16,16,0,NA,0,NA
"906",2021-06-16,17,0,NA,0,NA
"907",2021-06-16,18,0,NA,0,NA
"908",2021-06-16,19,0,NA,0,NA
"909",2021-06-16,20,0,1,0,NA
"910",2021-06-16,21,0,NA,0,NA
"911",2021-06-16,22,0,NA,0,NA
"912",2021-06-16,23,1,0,0,NA
"913",2021-06-17,0,0,NA,0,NA
"914",2021-06-17,1,0,1,0,NA
"915",2021-06-17,2,0,1,0,NA
"916",2021-06-17,3,0,NA,0,NA
"917",2021-06-17,4,0,NA,0,NA
"918",2021-06-17,5,0,2,0,"; added on review"
"919",2021-06-17,6,0,NA,0,NA
"920",2021-06-17,7,1,3,0,"; added on review; added on review; added on review"
"921",2021-06-17,8,1,0,1,"; added on review"
"922",2021-06-17,9,0,NA,0,NA
"923",2021-06-17,10,0,1,0,NA
"924",2021-06-17,11,0,NA,0,NA
"925",2021-06-17,12,0,NA,0,NA
"926",2021-06-17,13,0,NA,0,NA
"927",2021-06-17,14,0,NA,0,NA
"928",2021-06-17,15,0,NA,0,NA
"929",2021-06-17,16,0,NA,0,NA
"930",2021-06-17,17,0,NA,0,NA
"931",2021-06-17,18,0,NA,0,NA
"932",2021-06-17,19,0,NA,0,NA
"933",2021-06-17,20,0,NA,0,NA
"934",2021-06-17,21,0,NA,0,NA
"935",2021-06-17,22,0,NA,0,NA
"936",2021-06-17,23,0,0,1,NA
"937",2021-06-18,0,0,NA,0,NA
"938",2021-06-18,1,0,NA,0,NA
"939",2021-06-18,2,1,1,0,NA
"940",2021-06-18,3,0,NA,0,NA
"941",2021-06-18,4,0,NA,0,NA
"942",2021-06-18,5,0,NA,0,NA
"943",2021-06-18,6,1,0,0,NA
"944",2021-06-18,7,0,NA,0,NA
"945",2021-06-18,8,0,NA,0,NA
"946",2021-06-18,9,0,1,0,NA
"947",2021-06-18,10,0,NA,0,NA
"948",2021-06-18,11,1,0,0,NA
"949",2021-06-18,12,0,NA,0,NA
"950",2021-06-18,13,0,NA,0,NA
"951",2021-06-18,14,0,NA,0,NA
"952",2021-06-18,15,0,NA,0,NA
"953",2021-06-18,16,0,NA,0,NA
"954",2021-06-18,17,0,NA,0,NA
"955",2021-06-18,18,0,NA,0,NA
"956",2021-06-18,19,0,NA,0,NA
"957",2021-06-18,20,0,NA,0,NA
"958",2021-06-18,21,0,NA,0,NA
"959",2021-06-18,22,0,NA,0,NA
"960",2021-06-18,23,0,NA,0,NA
"961",2021-06-19,0,0,NA,0,NA
"962",2021-06-19,1,0,NA,0,NA
"963",2021-06-19,2,0,NA,0,NA
"964",2021-06-19,3,1,0,0,NA
"965",2021-06-19,4,0,1,0,NA
"966",2021-06-19,5,0,1,0,NA
"967",2021-06-19,6,0,NA,0,NA
"968",2021-06-19,7,0,NA,0,NA
"969",2021-06-19,8,0,NA,0,NA
"970",2021-06-19,9,0,NA,0,NA
"971",2021-06-19,10,0,NA,0,NA
"972",2021-06-19,11,0,NA,0,NA
"973",2021-06-19,12,0,NA,0,NA
"974",2021-06-19,13,0,NA,0,NA
"975",2021-06-19,14,0,NA,0,NA
"976",2021-06-19,15,0,NA,0,NA
"977",2021-06-19,16,0,NA,0,NA
"978",2021-06-19,17,0,NA,0,NA
"979",2021-06-19,18,0,NA,0,NA
"980",2021-06-19,19,0,NA,0,NA
"981",2021-06-19,20,0,NA,0,NA
"982",2021-06-19,21,0,NA,0,NA
"983",2021-06-19,22,0,NA,0,NA
"984",2021-06-19,23,0,NA,0,NA
"985",2021-06-20,0,0,NA,0,NA
"986",2021-06-20,1,0,NA,0,NA
"987",2021-06-20,2,0,NA,0,NA
"988",2021-06-20,3,0,NA,0,NA
"989",2021-06-20,4,0,NA,0,NA
"990",2021-06-20,5,0,NA,0,NA
"991",2021-06-20,6,0,NA,0,NA
"992",2021-06-20,7,0,NA,0,NA
"993",2021-06-20,8,0,NA,0,NA
"994",2021-06-20,9,0,NA,0,NA
"995",2021-06-20,10,0,NA,0,NA
"996",2021-06-20,11,0,NA,0,NA
"997",2021-06-20,12,0,NA,0,NA
"998",2021-06-20,13,0,NA,0,NA
"999",2021-06-20,14,0,NA,0,NA
"1000",2021-06-20,15,0,NA,0,NA
"1001",2021-06-20,16,0,NA,0,NA
"1002",2021-06-20,17,0,NA,0,NA
"1003",2021-06-20,18,0,NA,0,NA
"1004",2021-06-20,19,0,NA,0,NA
"1005",2021-06-20,20,0,NA,0,NA
"1006",2021-06-20,21,0,NA,0,NA
"1007",2021-06-20,22,0,NA,0,NA
"1008",2021-06-20,23,0,NA,0,NA
"1009",2021-06-21,0,0,NA,0,NA
"1010",2021-06-21,1,0,NA,0,NA
"1011",2021-06-21,2,0,NA,0,NA
"1012",2021-06-21,3,0,NA,0,NA
"1013",2021-06-21,4,0,NA,0,NA
"1014",2021-06-21,5,0,NA,0,NA
"1015",2021-06-21,6,0,NA,0,NA
"1016",2021-06-21,7,0,NA,0,NA
"1017",2021-06-21,8,0,NA,0,NA
"1018",2021-06-21,9,0,NA,0,NA
"1019",2021-06-21,10,0,NA,0,NA
"1020",2021-06-21,11,0,NA,0,NA
"1021",2021-06-21,12,0,NA,0,NA
"1022",2021-06-21,13,0,NA,0,NA
"1023",2021-06-21,14,0,NA,0,NA
"1024",2021-06-21,15,0,NA,0,NA
"1025",2021-06-21,16,0,NA,0,NA
"1026",2021-06-21,17,0,NA,0,NA
"1027",2021-06-21,18,0,NA,0,NA
"1028",2021-06-21,19,0,NA,0,NA
"1029",2021-06-21,20,0,NA,0,NA
"1030",2021-06-21,21,0,NA,0,NA
"1031",2021-06-21,22,0,NA,0,NA
"1032",2021-06-21,23,0,NA,0,NA
"1033",2021-06-22,0,0,NA,0,NA
"1034",2021-06-22,1,0,NA,0,NA
"1035",2021-06-22,2,0,1,0,NA
"1036",2021-06-22,3,0,NA,0,NA
"1037",2021-06-22,4,0,NA,0,NA
"1038",2021-06-22,5,0,NA,0,NA
"1039",2021-06-22,6,0,NA,0,NA
"1040",2021-06-22,7,0,NA,0,NA
"1041",2021-06-22,8,0,NA,0,NA
"1042",2021-06-22,9,0,NA,0,NA
"1043",2021-06-22,10,0,NA,0,NA
"1044",2021-06-22,11,0,NA,0,NA
"1045",2021-06-22,12,0,NA,0,NA
"1046",2021-06-22,13,0,NA,0,NA
"1047",2021-06-22,14,0,NA,0,NA
"1048",2021-06-22,15,0,NA,0,NA
"1049",2021-06-22,16,0,NA,0,NA
"1050",2021-06-22,17,0,NA,0,NA
"1051",2021-06-22,18,0,NA,0,NA
"1052",2021-06-22,19,0,NA,0,NA
"1053",2021-06-22,20,0,NA,0,NA
"1054",2021-06-22,21,0,NA,0,NA
"1055",2021-06-22,22,0,NA,0,NA
"1056",2021-06-22,23,0,NA,0,NA
"1057",2021-06-23,0,0,1,0,NA
"1058",2021-06-23,1,0,2,0,"; added on review"
"1059",2021-06-23,2,0,NA,0,NA
"1060",2021-06-23,3,0,NA,0,NA
"1061",2021-06-23,4,0,NA,0,NA
"1062",2021-06-23,5,0,NA,0,NA
"1063",2021-06-23,6,0,NA,0,NA
"1064",2021-06-23,7,0,NA,0,NA
"1065",2021-06-23,8,0,NA,0,NA
"1066",2021-06-23,9,0,NA,0,NA
"1067",2021-06-23,10,1,0,0,NA
"1068",2021-06-23,11,0,NA,0,NA
"1069",2021-06-23,12,0,NA,0,NA
"1070",2021-06-23,13,0,NA,0,NA
"1071",2021-06-23,14,0,NA,0,NA
"1072",2021-06-23,15,0,NA,0,NA
"1073",2021-06-23,16,0,NA,0,NA
"1074",2021-06-23,17,0,NA,0,NA
"1075",2021-06-23,18,0,NA,0,NA
"1076",2021-06-23,19,0,NA,0,NA
"1077",2021-06-23,20,0,NA,0,NA
"1078",2021-06-23,21,0,1,0,NA
"1079",2021-06-23,22,0,1,0,NA
"1080",2021-06-23,23,0,2,0,"; Added on review"
"1081",2021-06-24,0,0,3,1,"; Added on review; no sound clip due to overlapping vessel noise; Added on review; Added on review"
"1082",2021-06-24,1,1,2,0,"Added on review; Added on review; Added on review"
"1083",2021-06-24,2,1,3,0,"; Added on review; Added on review; Added on review"
"1084",2021-06-24,3,1,1,0,"Added on review; Added on review"
"1085",2021-06-24,4,1,1,0,"Added on review; Added on review"
"1086",2021-06-24,5,0,1,0,"Added on review"
"1087",2021-06-24,6,2,1,1,"; added on review; added on review; added on review"
"1088",2021-06-24,7,4,2,1,"; added on review; added on review; added on review; added on review; added on review; added on review"
"1089",2021-06-24,8,1,2,0,"; added on review, no sound clip due to ambient noise; added on review"
"1090",2021-06-24,9,1,1,0,"added on review; added on review"
"1091",2021-06-24,10,0,NA,0,NA
"1092",2021-06-24,11,0,NA,0,NA
"1093",2021-06-24,12,0,NA,0,NA
"1094",2021-06-24,13,0,NA,0,NA
"1095",2021-06-24,14,0,NA,0,NA
"1096",2021-06-24,15,0,NA,0,NA
"1097",2021-06-24,16,0,NA,0,NA
"1098",2021-06-24,17,0,NA,0,NA
"1099",2021-06-24,18,0,NA,0,NA
"1100",2021-06-24,19,0,1,0,NA
"1101",2021-06-24,20,0,NA,0,NA
"1102",2021-06-24,21,0,NA,0,NA
"1103",2021-06-24,22,1,0,0,NA
"1104",2021-06-24,23,0,NA,0,NA
"1105",2021-06-25,0,1,0,0,NA
"1106",2021-06-25,1,0,NA,0,NA
"1107",2021-06-25,2,0,NA,0,NA
"1108",2021-06-25,3,1,0,0,NA
"1109",2021-06-25,4,0,NA,0,NA
"1110",2021-06-25,5,0,1,0,NA
"1111",2021-06-25,6,0,1,0,"added on review"
"1112",2021-06-25,7,1,3,0,"; ; no sound clip due to ambient noise; added on review; no sound clip due to ambient noise"
"1113",2021-06-25,8,1,1,0,"added on review; added on review"
"1114",2021-06-25,9,0,1,0,NA
"1115",2021-06-25,10,0,NA,0,NA
"1116",2021-06-25,11,0,NA,0,NA
"1117",2021-06-25,12,0,NA,0,NA
"1118",2021-06-25,13,0,NA,0,NA
"1119",2021-06-25,14,0,NA,0,NA
"1120",2021-06-25,15,0,NA,0,NA
"1121",2021-06-25,16,0,NA,0,NA
"1122",2021-06-25,17,0,1,0,NA
"1123",2021-06-25,18,0,NA,0,NA
"1124",2021-06-25,19,0,NA,0,NA
"1125",2021-06-25,20,0,NA,0,NA
"1126",2021-06-25,21,0,NA,0,NA
"1127",2021-06-25,22,0,NA,0,NA
"1128",2021-06-25,23,0,NA,0,NA
"1129",2021-06-26,0,0,NA,0,NA
"1130",2021-06-26,1,0,NA,0,NA
"1131",2021-06-26,2,0,1,0,NA
"1132",2021-06-26,3,0,1,0,NA
"1133",2021-06-26,4,0,NA,0,NA
"1134",2021-06-26,5,0,NA,0,NA
"1135",2021-06-26,6,0,NA,0,NA
"1136",2021-06-26,7,0,NA,0,NA
"1137",2021-06-26,8,0,NA,0,NA
"1138",2021-06-26,9,0,NA,0,NA
"1139",2021-06-26,10,0,NA,0,NA
"1140",2021-06-26,11,0,NA,0,NA
"1141",2021-06-26,12,0,NA,0,NA
"1142",2021-06-26,13,0,NA,0,NA
"1143",2021-06-26,14,0,NA,0,NA
"1144",2021-06-26,15,0,NA,0,NA
"1145",2021-06-26,16,0,NA,0,NA
"1146",2021-06-26,17,0,NA,0,NA
"1147",2021-06-26,18,0,NA,0,NA
"1148",2021-06-26,19,0,NA,0,NA
"1149",2021-06-26,20,0,NA,0,NA
"1150",2021-06-26,21,0,NA,0,NA
"1151",2021-06-26,22,0,NA,0,NA
"1152",2021-06-26,23,0,NA,0,NA
"1153",2021-06-27,0,0,NA,0,NA
"1154",2021-06-27,1,0,NA,0,NA
"1155",2021-06-27,2,0,NA,0,NA
"1156",2021-06-27,3,0,NA,0,NA
"1157",2021-06-27,4,0,NA,0,NA
"1158",2021-06-27,5,0,NA,0,NA
"1159",2021-06-27,6,0,NA,0,NA
"1160",2021-06-27,7,0,NA,0,NA
"1161",2021-06-27,8,0,NA,0,NA
"1162",2021-06-27,9,0,NA,0,NA
"1163",2021-06-27,10,0,NA,0,NA
"1164",2021-06-27,11,0,NA,0,NA
"1165",2021-06-27,12,0,NA,0,NA
"1166",2021-06-27,13,0,NA,0,NA
"1167",2021-06-27,14,0,NA,0,NA
"1168",2021-06-27,15,0,NA,0,NA
"1169",2021-06-27,16,0,NA,0,NA
"1170",2021-06-27,17,0,NA,0,NA
"1171",2021-06-27,18,0,NA,0,NA
"1172",2021-06-27,19,0,NA,0,NA
"1173",2021-06-27,20,0,NA,0,NA
"1174",2021-06-27,21,0,NA,0,NA
"1175",2021-06-27,22,0,NA,0,NA
"1176",2021-06-27,23,0,NA,0,NA
"1177",2021-06-28,0,0,NA,0,NA
"1178",2021-06-28,1,0,NA,0,NA
"1179",2021-06-28,2,0,NA,0,NA
"1180",2021-06-28,3,0,NA,0,NA
"1181",2021-06-28,4,0,NA,0,NA
"1182",2021-06-28,5,0,NA,0,NA
"1183",2021-06-28,6,0,NA,0,NA
"1184",2021-06-28,7,0,NA,0,NA
"1185",2021-06-28,8,0,NA,0,NA
"1186",2021-06-28,9,0,NA,0,NA
"1187",2021-06-28,10,0,NA,0,NA
"1188",2021-06-28,11,0,NA,0,NA
"1189",2021-06-28,12,0,NA,0,NA
"1190",2021-06-28,13,0,NA,0,NA
"1191",2021-06-28,14,0,NA,0,NA
"1192",2021-06-28,15,0,NA,0,NA
"1193",2021-06-28,16,0,NA,0,NA
"1194",2021-06-28,17,0,NA,0,NA
"1195",2021-06-28,18,0,NA,0,NA
"1196",2021-06-28,19,0,NA,0,NA
"1197",2021-06-28,20,0,NA,0,NA
"1198",2021-06-28,21,0,NA,0,NA
"1199",2021-06-28,22,0,NA,0,NA
"1200",2021-06-28,23,0,NA,0,NA
"1201",2021-06-29,0,0,NA,0,NA
"1202",2021-06-29,1,0,NA,0,NA
"1203",2021-06-29,2,0,NA,0,NA
"1204",2021-06-29,3,0,NA,0,NA
"1205",2021-06-29,4,0,NA,0,NA
"1206",2021-06-29,5,0,NA,0,NA
"1207",2021-06-29,6,0,NA,0,NA
"1208",2021-06-29,7,0,NA,0,NA
"1209",2021-06-29,8,0,NA,0,NA
"1210",2021-06-29,9,0,NA,0,NA
"1211",2021-06-29,10,0,NA,0,NA
"1212",2021-06-29,11,0,NA,0,NA
"1213",2021-06-29,12,0,1,0,NA
"1214",2021-06-29,13,0,NA,0,NA
"1215",2021-06-29,14,0,NA,0,NA
"1216",2021-06-29,15,0,NA,0,NA
"1217",2021-06-29,16,0,NA,0,NA
"1218",2021-06-29,17,0,NA,0,NA
"1219",2021-06-29,18,0,NA,0,NA
