Site,Behavior,Filename,Date,Start_Time,End_Time,Delta_Time_s,Weekday
DNE,CPAM,470581301.200924054149_sel01_S2.wav,9/24/2020,8:58:23,9:34:38,2175.0932,
DNE,TA,470581301.201004064015_sel01_S1.wav,10/4/2020,20:38:44,22:00:02,4878.0124,
DNE,TA,470581301.201009003935_sel04_S6.wav,10/9/2020,19:39:49,20:10:16,1827.735,
