Site_ID,ves_yn,network,npz_id,Dep,Date_week,n_hours,name,Perc_per_hour
TRE,Y,South-west,TRMP,TWOROCKS_202105_TRE,2025-06-03,62,freq,0.36904761904761907
TRE,Y,South-west,TRMP,TWOROCKS_202105_TRE,2025-06-10,49,freq,0.2916666666666667
TRE,Y,South-west,TRMP,TWOROCKS_202105_TRE,2025-06-17,31,freq,0.18452380952380953
TRE,Y,South-west,TRMP,TWOROCKS_202105_TRE,2025-06-24,41,freq,0.24404761904761904
TRE,Y,South-west,TRMP,TWOROCKS_202105_TRE,2025-07-01,32,freq,0.19047619047619047
TRE,Y,South-west,TRMP,TWOROCKS_202105_TRE,2025-07-08,11,freq,0.06547619047619048
TRE,Y,South-west,TRMP,TWOROCKS_202105_TRE,2025-07-15,19,freq,0.1130952380952381
TRE,Y,South-west,TRMP,TWOROCKS_202105_TRE,2025-07-22,38,freq,0.2261904761904762
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-05-13,137,freq,0.85625
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-05-20,119,freq,0.7083333333333334
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-05-27,137,freq,0.8154761904761905
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-06-03,120,freq,0.7142857142857143
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-06-10,126,freq,0.75
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-06-17,141,freq,0.8392857142857143
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-06-24,139,freq,0.8273809523809523
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-07-01,148,freq,0.8809523809523809
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-07-08,157,freq,0.9345238095238095
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-07-15,155,freq,0.9226190476190477
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-07-22,132,freq,0.7857142857142857
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-07-29,162,freq,0.9642857142857143
TRW,N,South-west,TRMP,TWOROCKS_202105_TRW,2025-08-05,31,freq,0.96875
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-05-13,23,freq,0.14375
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-05-20,49,freq,0.2916666666666667
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-05-27,31,freq,0.18452380952380953
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-06-03,48,freq,0.2857142857142857
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-06-10,42,freq,0.25
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-06-17,27,freq,0.16071428571428573
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-06-24,29,freq,0.17261904761904762
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-07-01,20,freq,0.11904761904761904
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-07-08,11,freq,0.06547619047619048
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-07-15,13,freq,0.07738095238095238
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-07-22,36,freq,0.21428571428571427
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-07-29,6,freq,0.03571428571428571
TRW,Y,South-west,TRMP,TWOROCKS_202105_TRW,2025-08-05,1,freq,0.03125
WP,N,Temperate East,SIMP,SIMP_201808_WP,2025-08-12,56,freq,0.7777777777777778
WP,N,Temperate East,SIMP,SIMP_201808_WP,2025-08-19,129,freq,0.7678571428571429
WP,N,Temperate East,SIMP,SIMP_201808_WP,2025-08-26,141,freq,0.8392857142857143
WP,N,Temperate East,SIMP,SIMP_201808_WP,2025-09-02,128,freq,0.7619047619047619
WP,N,Temperate East,SIMP,SIMP_201808_WP,2025-09-09,143,freq,0.8511904761904762
WP,N,Temperate East,SIMP,SIMP_201808_WP,2025-09-16,46,freq,0.9583333333333334
WP,N,Temperate East,SIMP,SIMP_201812_WP,2025-01-08,134,freq,0.7976190476190477
WP,N,Temperate East,SIMP,SIMP_201812_WP,2025-01-15,110,freq,0.6547619047619048
WP,N,Temperate East,SIMP,SIMP_201812_WP,2025-01-22,39,freq,0.8125
WP,N,Temperate East,SIMP,SIMP_201812_WP,2025-12-16,114,freq,0.95
WP,N,Temperate East,SIMP,SIMP_201812_WP,2025-12-23,154,freq,0.9166666666666666
WP,N,Temperate East,SIMP,SIMP_201812_WP,2025-12-30,137,freq,0.8154761904761905
WP,N,Temperate East,SIMP,SIMP_201906_WP,2025-06-17,142,freq,0.8452380952380952
WP,N,Temperate East,SIMP,SIMP_201906_WP,2025-06-24,165,freq,0.9821428571428571
WP,N,Temperate East,SIMP,SIMP_201906_WP,2025-07-01,160,freq,0.9523809523809523
WP,N,Temperate East,SIMP,SIMP_201906_WP,2025-07-08,165,freq,0.9821428571428571
WP,N,Temperate East,SIMP,SIMP_201906_WP,2025-07-15,146,freq,0.8690476190476191
WP,N,Temperate East,SIMP,SIMP_201906_WP,2025-07-22,145,freq,0.8630952380952381
WP,N,Temperate East,SIMP,SIMP_201906_WP,2025-07-29,140,freq,0.8333333333333334
WP,N,Temperate East,SIMP,SIMP_201906_WP,2025-08-05,142,freq,0.8452380952380952
WP,N,Temperate East,SIMP,SIMP_201906_WP,2025-08-12,93,freq,0.775
WP,Y,Temperate East,SIMP,SIMP_201808_WP,2025-08-12,16,freq,0.2222222222222222
WP,Y,Temperate East,SIMP,SIMP_201808_WP,2025-08-19,39,freq,0.23214285714285715
WP,Y,Temperate East,SIMP,SIMP_201808_WP,2025-08-26,27,freq,0.16071428571428573
WP,Y,Temperate East,SIMP,SIMP_201808_WP,2025-09-02,40,freq,0.23809523809523808
WP,Y,Temperate East,SIMP,SIMP_201808_WP,2025-09-09,25,freq,0.1488095238095238
WP,Y,Temperate East,SIMP,SIMP_201808_WP,2025-09-16,2,freq,0.041666666666666664
WP,Y,Temperate East,SIMP,SIMP_201812_WP,2025-01-08,34,freq,0.20238095238095238
WP,Y,Temperate East,SIMP,SIMP_201812_WP,2025-01-15,58,freq,0.34523809523809523
WP,Y,Temperate East,SIMP,SIMP_201812_WP,2025-01-22,9,freq,0.1875
WP,Y,Temperate East,SIMP,SIMP_201812_WP,2025-12-16,6,freq,0.05
WP,Y,Temperate East,SIMP,SIMP_201812_WP,2025-12-23,14,freq,0.08333333333333333
WP,Y,Temperate East,SIMP,SIMP_201812_WP,2025-12-30,31,freq,0.18452380952380953
WP,Y,Temperate East,SIMP,SIMP_201906_WP,2025-06-17,26,freq,0.15476190476190477
WP,Y,Temperate East,SIMP,SIMP_201906_WP,2025-06-24,3,freq,0.017857142857142856
WP,Y,Temperate East,SIMP,SIMP_201906_WP,2025-07-01,8,freq,0.047619047619047616
WP,Y,Temperate East,SIMP,SIMP_201906_WP,2025-07-08,3,freq,0.017857142857142856
WP,Y,Temperate East,SIMP,SIMP_201906_WP,2025-07-15,22,freq,0.13095238095238096
WP,Y,Temperate East,SIMP,SIMP_201906_WP,2025-07-22,23,freq,0.13690476190476192
WP,Y,Temperate East,SIMP,SIMP_201906_WP,2025-07-29,28,freq,0.16666666666666666
WP,Y,Temperate East,SIMP,SIMP_201906_WP,2025-08-05,26,freq,0.15476190476190477
WP,Y,Temperate East,SIMP,SIMP_201906_WP,2025-08-12,27,freq,0.225
