network,npz_id,Dep_ID,Dep,Date_week,Weekday,Begin_Date_loc,Total_ves_dep,Total_inside,Total_inside_small,Inside_maneuver,Inside_maneuver_small,Inside_transit,Inside_transit_small
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-17,M,2022-01-17,9,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-17,Sa,2022-01-22,22,0,2,0,2,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-17,Su,2022-01-23,16,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-17,Th,2022-01-20,15,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-17,T,2022-01-18,11,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-17,W,2022-01-19,5,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-24,F,2022-01-28,6,0,1,0,0,0,1
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-24,M,2022-01-24,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-24,Sa,2022-01-29,23,0,2,0,2,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-24,Su,2022-01-30,7,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-24,Th,2022-01-27,2,0,1,0,1,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-24,T,2022-01-25,5,0,1,0,0,0,1
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-24,W,2022-01-26,9,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-31,F,2022-02-04,9,0,1,0,1,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-31,M,2022-01-31,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-31,Sa,2022-02-05,38,0,2,0,1,0,1
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-31,Su,2022-02-06,1,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-31,Th,2022-02-03,10,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-31,T,2022-02-01,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-01-31,W,2022-02-02,3,0,1,0,1,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-07,F,2022-02-11,2,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-07,M,2022-02-07,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-07,Sa,2022-02-12,2,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-07,Su,2022-02-13,8,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-07,Th,2022-02-10,3,0,1,0,1,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-07,T,2022-02-08,8,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-07,W,2022-02-09,9,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-14,F,2022-02-18,7,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-14,M,2022-02-14,4,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-14,Sa,2022-02-19,16,0,1,0,1,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-14,Su,2022-02-20,4,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-14,Th,2022-02-17,5,0,1,0,1,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-14,T,2022-02-15,8,0,1,0,1,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-14,W,2022-02-16,1,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-21,F,2022-02-25,1,0,1,0,1,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-21,M,2022-02-21,2,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-21,Sa,2022-02-26,1,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-21,Su,2022-02-27,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-21,Th,2022-02-24,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-21,T,2022-02-22,4,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-21,W,2022-02-23,5,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-28,F,2022-03-04,11,0,1,0,1,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-28,M,2022-02-28,8,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-28,Sa,2022-03-05,12,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-28,Su,2022-03-06,26,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-28,Th,2022-03-03,4,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-28,T,2022-03-01,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-02-28,W,2022-03-02,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-07,F,2022-03-11,5,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-07,M,2022-03-07,4,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-07,Sa,2022-03-12,1,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-07,Su,2022-03-13,14,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-07,Th,2022-03-10,12,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-07,T,2022-03-08,3,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-07,W,2022-03-09,13,0,1,0,1,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-14,F,2022-03-18,11,0,1,0,0,0,1
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-14,M,2022-03-14,2,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-14,Sa,2022-03-19,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-14,Su,2022-03-20,14,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-14,Th,2022-03-17,11,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-14,T,2022-03-15,1,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-14,W,2022-03-16,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-21,F,2022-03-25,12,1,1,0,0,1,1
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-21,M,2022-03-21,1,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-21,Sa,2022-03-26,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-21,Su,2022-03-27,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-21,Th,2022-03-24,2,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-21,T,2022-03-22,3,0,1,0,1,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-21,W,2022-03-23,1,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-28,F,2022-04-01,7,0,1,0,0,0,1
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-28,M,2022-03-28,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-28,Sa,2022-04-02,18,0,1,0,1,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-28,Su,2022-04-03,3,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-28,Th,2022-03-31,1,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-28,T,2022-03-29,1,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-03-28,W,2022-03-30,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-04-04,F,2022-04-08,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-04-04,M,2022-04-04,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-04-04,Sa,2022-04-09,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-04-04,Su,2022-04-10,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-04-04,Th,2022-04-07,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-04-04,T,2022-04-05,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-04-04,W,2022-04-06,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-04-11,M,2022-04-11,0,0,0,0,0,0,0
South-west,GMP,202201,GEOGRAPHE_202201_GEO,2022-04-11,T,2022-04-12,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-03,F,2022-01-07,3,1,3,0,0,1,3
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-03,Sa,2022-01-08,8,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-03,Su,2022-01-09,1,0,1,0,0,0,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-03,Th,2022-01-06,5,0,1,0,1,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-03,W,2022-01-05,1,0,1,0,1,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-10,F,2022-01-14,5,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-10,M,2022-01-10,7,1,5,0,3,1,2
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-10,Sa,2022-01-15,7,0,3,0,3,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-10,Su,2022-01-16,4,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-10,Th,2022-01-13,2,0,1,0,0,0,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-10,T,2022-01-11,19,0,1,0,1,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-10,W,2022-01-12,7,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-17,F,2022-01-21,11,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-17,M,2022-01-17,5,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-17,Sa,2022-01-22,13,0,2,0,1,0,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-17,Su,2022-01-23,7,0,2,0,2,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-17,Th,2022-01-20,2,0,2,0,2,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-17,T,2022-01-18,9,1,1,0,0,1,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-17,W,2022-01-19,4,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-24,F,2022-01-28,6,1,3,0,1,1,2
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-24,M,2022-01-24,1,0,1,0,1,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-24,Sa,2022-01-29,9,0,2,0,0,0,2
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-24,Su,2022-01-30,5,0,3,0,2,0,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-24,Th,2022-01-27,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-24,T,2022-01-25,5,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-24,W,2022-01-26,10,0,8,0,6,0,2
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-31,F,2022-02-04,9,0,4,0,3,0,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-31,M,2022-01-31,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-31,Sa,2022-02-05,12,1,2,0,1,1,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-31,Su,2022-02-06,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-31,Th,2022-02-03,10,0,2,0,2,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-31,T,2022-02-01,1,0,1,0,0,0,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-01-31,W,2022-02-02,4,1,2,0,0,1,2
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-07,F,2022-02-11,3,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-07,M,2022-02-07,1,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-07,Sa,2022-02-12,2,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-07,Su,2022-02-13,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-07,Th,2022-02-10,6,0,2,0,1,0,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-07,T,2022-02-08,4,0,2,0,1,0,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-07,W,2022-02-09,3,0,3,0,0,0,3
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-14,F,2022-02-18,5,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-14,M,2022-02-14,6,0,1,0,1,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-14,Sa,2022-02-19,4,0,1,0,0,0,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-14,Su,2022-02-20,2,0,1,0,1,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-14,Th,2022-02-17,4,0,1,0,1,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-14,T,2022-02-15,5,1,2,0,0,1,2
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-14,W,2022-02-16,3,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-21,F,2022-02-25,5,1,1,0,0,1,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-21,M,2022-02-21,7,0,2,0,2,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-21,Sa,2022-02-26,1,0,1,0,0,0,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-21,Su,2022-02-27,2,0,1,0,0,0,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-21,Th,2022-02-24,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-21,T,2022-02-22,1,1,1,0,0,1,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-21,W,2022-02-23,2,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-28,F,2022-03-04,1,1,1,0,0,1,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-28,M,2022-02-28,4,1,1,0,0,1,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-28,Sa,2022-03-05,1,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-28,Su,2022-03-06,8,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-28,Th,2022-03-03,1,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-28,T,2022-03-01,2,0,1,0,0,0,1
South-west,JMP,202201,JURIEN_202201_JNE,2022-02-28,W,2022-03-02,1,0,1,0,1,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-03-07,F,2022-03-11,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-03-07,M,2022-03-07,3,1,1,1,1,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-03-07,Th,2022-03-10,5,0,1,0,1,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-03-07,T,2022-03-08,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JNE,2022-03-07,W,2022-03-09,2,1,1,0,0,1,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-03,F,2022-01-07,3,1,1,0,0,1,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-03,Sa,2022-01-08,2,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-03,Su,2022-01-09,1,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-03,Th,2022-01-06,5,0,2,0,1,0,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-03,W,2022-01-05,3,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-10,F,2022-01-14,4,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-10,M,2022-01-10,4,1,2,0,1,1,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-10,Sa,2022-01-15,3,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-10,Su,2022-01-16,4,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-10,Th,2022-01-13,2,1,1,0,0,1,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-10,T,2022-01-11,5,0,1,0,1,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-10,W,2022-01-12,3,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-17,F,2022-01-21,1,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-17,M,2022-01-17,3,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-17,Sa,2022-01-22,9,0,3,0,1,0,2
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-17,Su,2022-01-23,6,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-17,Th,2022-01-20,2,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-17,T,2022-01-18,3,0,1,0,0,0,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-17,W,2022-01-19,5,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-24,F,2022-01-28,4,0,1,0,0,0,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-24,M,2022-01-24,1,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-24,Sa,2022-01-29,8,1,2,1,1,0,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-24,Su,2022-01-30,7,0,1,0,0,0,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-24,Th,2022-01-27,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-24,T,2022-01-25,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-24,W,2022-01-26,5,1,3,0,2,1,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-31,F,2022-02-04,5,0,1,0,0,0,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-31,M,2022-01-31,1,0,1,0,0,0,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-31,Sa,2022-02-05,7,1,2,0,1,1,1
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-31,Su,2022-02-06,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-31,Th,2022-02-03,13,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-31,T,2022-02-01,1,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-01-31,W,2022-02-02,5,0,2,0,0,0,2
South-west,JMP,202201,JURIEN_202201_JSE,2022-02-07,F,2022-02-11,5,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-02-07,M,2022-02-07,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-02-07,Sa,2022-02-12,1,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-02-07,Su,2022-02-13,0,0,0,0,0,0,0
South-west,JMP,202201,JURIEN_202201_JSE,2022-02-07,Th,2022-02-10,2,0,2,0,0,0,2
South-west,JMP,202201,JURIEN_202201_JSE,2022-02-07,T,2022-02-08,3,1,2,0,0,1,2
South-west,JMP,202201,JURIEN_202201_JSE,2022-02-07,W,2022-02-09,3,1,2,1,2,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-10,Sa,2020-02-08,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-10,Su,2020-02-09,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-17,F,2020-02-14,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-17,M,2020-02-10,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-17,Sa,2020-02-15,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-17,Su,2020-02-16,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-17,Th,2020-02-13,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-17,T,2020-02-11,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-17,W,2020-02-12,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-24,F,2020-02-21,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-24,M,2020-02-17,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-24,Sa,2020-02-22,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-24,Su,2020-02-23,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-24,Th,2020-02-20,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-24,T,2020-02-18,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-02-24,W,2020-02-19,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-02,F,2020-02-28,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-02,M,2020-02-24,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-02,Sa,2020-02-29,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-02,Su,2020-03-01,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-02,Th,2020-02-27,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-02,T,2020-02-25,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-02,W,2020-02-26,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-09,F,2020-03-06,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-09,M,2020-03-02,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-09,Sa,2020-03-07,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-09,Su,2020-03-08,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-09,Th,2020-03-05,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-09,T,2020-03-03,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-09,W,2020-03-04,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-16,F,2020-03-13,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-16,M,2020-03-09,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-16,Sa,2020-03-14,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-16,Su,2020-03-15,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-16,Th,2020-03-12,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-16,T,2020-03-10,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-16,W,2020-03-11,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-23,F,2020-03-20,1,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-23,M,2020-03-16,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-23,Sa,2020-03-21,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-23,Su,2020-03-22,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-23,Th,2020-03-19,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-23,T,2020-03-17,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-23,W,2020-03-18,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-30,F,2020-03-27,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-30,M,2020-03-23,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-30,Sa,2020-03-28,1,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-30,Su,2020-03-29,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-30,Th,2020-03-26,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-30,T,2020-03-24,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-03-30,W,2020-03-25,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-06,F,2020-04-03,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-06,M,2020-03-30,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-06,Sa,2020-04-04,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-06,Su,2020-04-05,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-06,Th,2020-04-02,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-06,T,2020-03-31,0,0,0,0,0,0,0
South-west,MMP,202002,MURAT_202002_MRE,2020-04-06,W,2020-04-01,0,0,0,0,0,0,0
