network,npz_id,Dep_ID,Dep,Date_week,Weekday,Begin_Date_loc,Total_ves_dep,Total_inside,Total_inside_small,Inside_maneuver,Inside_maneuver_small,Inside_transit,Inside_transit_small
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-05,W,2021-07-07,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-12,F,2021-07-16,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-12,M,2021-07-12,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-12,Sa,2021-07-17,21,3,7,3,7,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-12,Su,2021-07-18,7,1,2,0,1,1,1
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-12,Th,2021-07-15,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-12,T,2021-07-13,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-12,W,2021-07-14,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-19,F,2021-07-23,8,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-19,M,2021-07-19,19,0,3,0,2,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-19,Sa,2021-07-24,2,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-19,Su,2021-07-25,2,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-19,Th,2021-07-22,15,0,2,0,2,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-19,T,2021-07-20,3,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-19,W,2021-07-21,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRE,2021-07-26,M,2021-07-26,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-10,F,2021-05-14,3,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-10,M,2021-05-10,4,0,1,0,1,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-10,Sa,2021-05-15,6,0,2,0,1,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-10,Su,2021-05-16,5,0,2,0,2,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-10,Th,2021-05-13,2,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-10,T,2021-05-11,3,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-10,W,2021-05-12,5,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-17,F,2021-05-21,22,0,7,0,4,0,3
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-17,M,2021-05-17,4,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-17,Sa,2021-05-22,4,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-17,Su,2021-05-23,2,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-17,Th,2021-05-20,22,3,11,3,10,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-17,T,2021-05-18,18,1,7,1,4,0,3
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-17,W,2021-05-19,5,0,2,0,2,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-24,F,2021-05-28,4,1,2,0,0,1,2
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-24,M,2021-05-24,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-24,Sa,2021-05-29,4,0,1,0,0,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-24,Su,2021-05-30,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-24,Th,2021-05-27,7,0,4,0,3,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-24,T,2021-05-25,15,1,7,1,5,0,2
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-24,W,2021-05-26,6,1,3,1,1,0,2
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-31,F,2021-06-04,8,0,2,0,2,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-31,M,2021-05-31,3,0,2,0,1,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-31,Sa,2021-06-05,24,1,11,1,10,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-31,Su,2021-06-06,3,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-31,Th,2021-06-03,19,1,7,0,5,1,2
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-31,T,2021-06-01,2,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-05-31,W,2021-06-02,24,2,11,2,10,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-07,F,2021-06-11,15,0,3,0,3,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-07,M,2021-06-07,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-07,Sa,2021-06-12,55,7,27,7,25,0,2
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-07,Su,2021-06-13,25,3,11,3,11,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-07,Th,2021-06-10,2,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-07,T,2021-06-08,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-07,W,2021-06-09,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-14,F,2021-06-18,6,1,4,1,3,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-14,M,2021-06-14,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-14,Sa,2021-06-19,3,0,1,0,1,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-14,Su,2021-06-20,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-14,Th,2021-06-17,13,2,4,2,3,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-14,T,2021-06-15,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-14,W,2021-06-16,16,0,6,0,4,0,2
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-21,F,2021-06-25,13,0,5,0,5,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-21,M,2021-06-21,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-21,Sa,2021-06-26,3,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-21,Su,2021-06-27,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-21,Th,2021-06-24,36,2,15,2,12,0,3
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-21,T,2021-06-22,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-21,W,2021-06-23,4,0,1,0,1,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-28,F,2021-07-02,12,0,5,0,5,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-28,M,2021-06-28,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-28,Sa,2021-07-03,10,1,3,0,2,1,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-28,Su,2021-07-04,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-28,Th,2021-07-01,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-28,T,2021-06-29,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-06-28,W,2021-06-30,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-05,F,2021-07-09,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-05,M,2021-07-05,1,0,1,0,0,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-05,Sa,2021-07-10,8,1,5,0,4,1,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-05,Su,2021-07-11,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-05,Th,2021-07-08,1,1,1,0,0,1,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-05,T,2021-07-06,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-05,W,2021-07-07,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-12,F,2021-07-16,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-12,M,2021-07-12,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-12,Sa,2021-07-17,11,2,7,2,5,0,2
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-12,Su,2021-07-18,3,0,1,0,0,0,1
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-12,Th,2021-07-15,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-12,T,2021-07-13,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-12,W,2021-07-14,2,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-19,F,2021-07-23,7,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-19,M,2021-07-19,11,1,4,1,4,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-19,Sa,2021-07-24,2,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-19,Su,2021-07-25,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-19,Th,2021-07-22,18,0,3,0,3,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-19,T,2021-07-20,3,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-19,W,2021-07-21,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-26,F,2021-07-30,2,0,1,0,1,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-26,M,2021-07-26,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-26,Sa,2021-07-31,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-26,Su,2021-08-01,2,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-26,Th,2021-07-29,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-26,T,2021-07-27,0,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-07-26,W,2021-07-28,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-08-02,M,2021-08-02,1,0,0,0,0,0,0
South-west,TRMP,202105,TWOROCKS_202105_TRW,2021-08-02,T,2021-08-03,0,0,0,0,0,0,0
Temperate East,CGMP,201807,CGMP_201807_CG,2018-06-25,Su,2018-07-01,1,0,0,0,0,0,0
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-02,F,2018-07-06,4,0,2,0,0,0,2
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-02,M,2018-07-02,0,0,0,0,0,0,0
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-02,Sa,2018-07-07,6,4,5,2,2,2,3
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-02,Su,2018-07-08,5,2,4,2,2,0,2
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-02,Th,2018-07-05,11,2,7,1,4,1,3
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-02,T,2018-07-03,1,1,1,0,0,1,1
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-02,W,2018-07-04,2,0,2,0,0,0,2
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-09,F,2018-07-13,6,1,3,1,1,0,2
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-09,M,2018-07-09,2,1,2,0,0,1,2
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-09,Sa,2018-07-14,2,0,1,0,0,0,1
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-09,Su,2018-07-15,28,2,18,2,5,0,13
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-09,Th,2018-07-12,19,2,8,1,1,1,7
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-09,T,2018-07-10,1,0,0,0,0,0,0
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-09,W,2018-07-11,10,2,4,0,0,2,4
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-16,F,2018-07-20,1,0,1,0,0,0,1
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-16,M,2018-07-16,11,1,6,1,1,0,5
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-16,Sa,2018-07-21,7,1,6,1,1,0,5
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-16,Su,2018-07-22,13,0,5,0,0,0,5
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-16,Th,2018-07-19,15,3,8,0,0,3,8
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-16,T,2018-07-17,14,0,7,0,3,0,4
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-16,W,2018-07-18,18,4,13,1,5,3,8
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-23,F,2018-07-27,19,1,7,0,2,1,5
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-23,M,2018-07-23,13,3,10,0,1,3,9
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-23,Sa,2018-07-28,23,3,11,0,5,3,6
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-23,Su,2018-07-29,3,0,2,0,0,0,2
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-23,Th,2018-07-26,32,4,19,1,4,3,15
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-23,T,2018-07-24,16,1,8,0,1,1,7
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-23,W,2018-07-25,15,0,8,0,0,0,8
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-30,F,2018-08-03,3,0,2,0,0,0,2
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-30,M,2018-07-30,5,0,1,0,0,0,1
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-30,Sa,2018-08-04,15,2,11,2,4,0,7
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-30,Th,2018-08-02,10,1,3,0,0,1,3
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-30,T,2018-07-31,14,0,5,0,0,0,5
Temperate East,CGMP,201807,CGMP_201807_CG,2018-07-30,W,2018-08-01,19,0,11,0,3,0,8
Temperate East,CGMP,201812,CGMP_201812_CG,2018-01-01,M,2018-12-31,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-10,F,2018-12-14,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-10,Sa,2018-12-15,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-10,Su,2018-12-16,1,0,1,0,0,0,1
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-10,Th,2018-12-13,2,0,1,0,0,0,1
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-10,W,2018-12-12,5,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-17,F,2018-12-21,2,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-17,M,2018-12-17,1,0,1,0,0,0,1
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-17,Sa,2018-12-22,4,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-17,Su,2018-12-23,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-17,Th,2018-12-20,12,0,1,0,0,0,1
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-17,T,2018-12-18,9,1,1,1,1,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-17,W,2018-12-19,15,0,5,0,0,0,5
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-24,F,2018-12-28,1,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-24,M,2018-12-24,7,1,1,1,1,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-24,Sa,2018-12-29,1,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-24,Su,2018-12-30,3,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-24,Th,2018-12-27,2,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-24,T,2018-12-25,7,0,1,0,1,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2018-12-24,W,2018-12-26,2,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-07,F,2019-01-04,4,0,2,0,0,0,2
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-07,Sa,2019-01-05,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-07,Su,2019-01-06,12,1,8,0,1,1,7
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-07,Th,2019-01-03,7,0,3,0,0,0,3
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-07,T,2019-01-01,5,0,4,0,1,0,3
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-07,W,2019-01-02,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-14,F,2019-01-11,9,0,7,0,3,0,4
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-14,M,2019-01-07,13,4,11,3,5,1,6
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-14,Sa,2019-01-12,6,1,6,0,1,1,5
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-14,Su,2019-01-13,10,1,4,1,1,0,3
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-14,Th,2019-01-10,18,1,9,1,5,0,4
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-14,T,2019-01-08,8,0,6,0,2,0,4
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-14,W,2019-01-09,8,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-21,F,2019-01-18,1,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-21,M,2019-01-14,18,0,12,0,8,0,4
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-21,Sa,2019-01-19,5,1,1,0,0,1,1
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-21,Su,2019-01-20,17,1,16,1,6,0,10
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-21,Th,2019-01-17,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-21,T,2019-01-15,2,0,2,0,0,0,2
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-21,W,2019-01-16,1,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-28,F,2019-01-25,12,5,11,4,5,1,6
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-28,M,2019-01-21,13,3,9,2,4,1,5
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-28,Sa,2019-01-26,2,0,1,0,1,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-28,Su,2019-01-27,4,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-28,Th,2019-01-24,8,0,4,0,1,0,3
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-28,T,2019-01-22,10,0,3,0,0,0,3
Temperate East,CGMP,201812,CGMP_201812_CG,2019-01-28,W,2019-01-23,5,0,1,0,0,0,1
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-04,F,2019-02-01,1,0,1,0,0,0,1
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-04,M,2019-01-28,3,1,2,0,0,1,2
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-04,Sa,2019-02-02,12,1,9,0,1,1,8
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-04,Su,2019-02-03,5,0,4,0,2,0,2
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-04,Th,2019-01-31,1,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-04,T,2019-01-29,3,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-04,W,2019-01-30,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-11,F,2019-02-08,13,0,1,0,0,0,1
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-11,M,2019-02-04,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-11,Sa,2019-02-09,19,0,7,0,1,0,6
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-11,Su,2019-02-10,2,0,1,0,0,0,1
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-11,Th,2019-02-07,8,0,2,0,0,0,2
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-11,T,2019-02-05,9,5,9,4,6,1,3
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-11,W,2019-02-06,11,1,8,0,1,1,7
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-18,F,2019-02-15,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-18,M,2019-02-11,1,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-18,Sa,2019-02-16,14,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-18,Su,2019-02-17,8,4,4,3,3,1,1
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-18,Th,2019-02-14,1,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-18,T,2019-02-12,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-18,W,2019-02-13,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-25,M,2019-02-18,0,0,0,0,0,0,0
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-25,T,2019-02-19,4,0,1,0,0,0,1
Temperate East,CGMP,201812,CGMP_201812_CG,2019-02-25,W,2019-02-20,8,1,7,1,4,0,3
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-15,F,2019-04-12,0,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-15,Sa,2019-04-13,0,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-15,Su,2019-04-14,0,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-15,Th,2019-04-11,0,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-22,F,2019-04-19,10,1,7,0,0,1,7
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-22,M,2019-04-15,0,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-22,Sa,2019-04-20,11,1,8,1,2,0,6
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-22,Su,2019-04-21,8,1,5,1,1,0,4
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-22,Th,2019-04-18,3,0,2,0,0,0,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-22,T,2019-04-16,0,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-22,W,2019-04-17,7,0,2,0,0,0,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-29,F,2019-04-26,9,2,4,2,3,0,1
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-29,M,2019-04-22,11,0,9,0,0,0,9
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-29,Sa,2019-04-27,2,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-29,Su,2019-04-28,9,1,7,0,0,1,7
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-29,Th,2019-04-25,14,3,12,2,4,1,8
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-29,T,2019-04-23,5,0,1,0,0,0,1
Temperate East,CGMP,201904,CGMP_201904_CG,2019-04-29,W,2019-04-24,11,1,10,1,2,0,8
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-06,F,2019-05-03,1,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-06,M,2019-04-29,8,0,4,0,0,0,4
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-06,Sa,2019-05-04,2,1,2,0,0,1,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-06,Su,2019-05-05,1,0,1,0,0,0,1
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-06,Th,2019-05-02,2,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-06,T,2019-04-30,8,0,2,0,0,0,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-06,W,2019-05-01,9,0,2,0,1,0,1
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-13,F,2019-05-10,2,0,2,0,1,0,1
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-13,M,2019-05-06,1,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-13,Sa,2019-05-11,1,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-13,Su,2019-05-12,0,0,0,0,0,0,0
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-13,Th,2019-05-09,10,0,9,0,1,0,8
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-13,T,2019-05-07,10,1,4,0,2,1,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-13,W,2019-05-08,9,1,5,1,1,0,4
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-20,F,2019-05-17,13,3,8,2,3,1,5
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-20,M,2019-05-13,2,1,2,0,0,1,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-20,Sa,2019-05-18,11,3,5,3,3,0,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-20,Su,2019-05-19,14,1,8,1,1,0,7
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-20,Th,2019-05-16,5,0,2,0,0,0,2
Temperate East,CGMP,201904,CGMP_201904_CG,2019-05-20,T,2019-05-14,17,4,14,2,5,2,9
