network.x,npz_id.x,Site_ID.x,Dep,Begin_Hour_loc,mean_diel,mean_diel_ins,mean_diel_ins_sm,sd_lower,sd_upper,sd_lower_ins,sd_upper_ins,sd_lower_ins_sm,sd_upper_ins_sm
Temperate East,CGMP,CG,CGMP_201807_CG,20,-0.319047619047619,-0.017857142857142856,-0.20714285714285713,-0.498104929036008,-0.13999030905923004,-0.04085843520924567,0.005144149494959956,-0.04085843520924567,-0.10471015800480699
Temperate East,CGMP,CG,CGMP_201807_CG,21,-0.2904761904761905,-0.04642857142857143,-0.17857142857142858,-0.4695335004645795,-0.11141888048780152,-0.06942986378067424,-0.02342727907646862,-0.06942986378067424,-0.07613872943337843
Temperate East,CGMP,CG,CGMP_201807_CG,22,-0.3476190476190476,-0.04642857142857143,-0.17857142857142858,-0.5266763576074366,-0.16856173763065863,-0.06942986378067424,-0.02342727907646862,-0.06942986378067424,-0.07613872943337843
Temperate East,CGMP,CG,CGMP_201807_CG,23,-0.2904761904761905,-0.017857142857142856,-0.17857142857142858,-0.4695335004645795,-0.11141888048780152,-0.04085843520924567,0.005144149494959956,-0.04085843520924567,-0.07613872943337843
Temperate East,CGMP,CG,CGMP_201812_CG,0,-0.17546948356807512,-5.868544600938967e-4,-0.04225352112676056,-0.2790102744208896,-0.07192869271526063,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,-0.017594701051193037
Temperate East,CGMP,CG,CGMP_201812_CG,1,-0.2177230046948357,-5.868544600938967e-4,-0.04225352112676056,-0.32126379554765017,-0.1141822138420212,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,-0.017594701051193037
Temperate East,CGMP,CG,CGMP_201812_CG,2,-0.2177230046948357,-5.868544600938967e-4,-0.04225352112676056,-0.32126379554765017,-0.1141822138420212,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,-0.017594701051193037
Temperate East,CGMP,CG,CGMP_201812_CG,3,-0.14730046948356806,-5.868544600938967e-4,-0.04225352112676056,-0.25084126033638254,-0.04375967863075357,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,-0.017594701051193037
Temperate East,CGMP,CG,CGMP_201812_CG,4,-0.13321596244131456,-5.868544600938967e-4,-0.02816901408450704,-0.23675675329412904,-0.02967517158850007,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,-0.0035101940089395135
Temperate East,CGMP,CG,CGMP_201812_CG,5,-0.07687793427230047,-5.868544600938967e-4,-0.014084507042253521,-0.18041872512511498,0.026662856580514024,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,0.010574313033314004
Temperate East,CGMP,CG,CGMP_201812_CG,6,0.3034037558685446,-5.868544600938967e-4,0.09859154929577466,0.19986296501573014,0.4069445467213591,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,0.12325036937134218
Temperate East,CGMP,CG,CGMP_201812_CG,7,0.3034037558685446,-5.868544600938967e-4,0.08450704225352113,0.19986296501573014,0.4069445467213591,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,0.10916586232908865
Temperate East,CGMP,CG,CGMP_201812_CG,8,0.41607981220657275,-5.868544600938967e-4,0.04225352112676056,0.3125390213537583,0.5196206030593873,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,0.06691234120232809
Temperate East,CGMP,CG,CGMP_201812_CG,9,0.28931924882629106,-5.868544600938967e-4,0.028169014084507043,0.18577845797347659,0.39286003967910554,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,0.05282783416007457
Temperate East,CGMP,CG,CGMP_201812_CG,10,0.3315727699530516,-5.868544600938967e-4,0.056338028169014086,0.22803197910023715,0.4351135608058661,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,0.08099684824458162
Temperate East,CGMP,CG,CGMP_201812_CG,11,0.26115023474178406,-5.868544600938967e-4,0.07042253521126761,0.15760944388896958,0.36469102559459854,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,0.09508135528683513
Temperate East,CGMP,CG,CGMP_201812_CG,12,0.10622065727699531,0.013497652582159625,0.08450704225352113,0.0026798664241808184,0.2097614481298098,0.012060158601653066,0.014935146562666184,0.012060158601653066,0.10916586232908865
Temperate East,CGMP,CG,CGMP_201812_CG,13,0.0357981220657277,-5.868544600938967e-4,0.04225352112676056,-0.06774266878708679,0.1393389129185422,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,0.06691234120232809
Temperate East,CGMP,CG,CGMP_201812_CG,14,0.02171361502347418,-5.868544600938967e-4,2.7410463374809585e-18,-0.08182717582934032,0.12525440587628867,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,0.02465882007556753
Temperate East,CGMP,CG,CGMP_201812_CG,15,0.007629107981220658,-5.868544600938967e-4,-0.04225352112676056,-0.09591168287159384,0.11116989883403515,-0.0020243484406004568,8.506395204126633e-4,-0.0020243484406004568,-0.017594701051193037
