Dep,Weekday,ves_yn,network,npz_id,Site_ID,Date_noyr,Begin_Date_loc,n_hours,name,Perc_per_hour
DAMPIER_202009_DSW,T,N,Northwest,DMP,DSW,2000-10-06,2020-10-06,22,freq,0.9166666666666666
DAMPIER_202009_DSW,T,N,Northwest,DMP,DSW,2000-10-13,2020-10-13,22,freq,0.9166666666666666
DAMPIER_202009_DSW,T,N,Northwest,DMP,DSW,2000-10-20,2020-10-20,20,freq,0.8333333333333334
DAMPIER_202009_DSW,T,N,Northwest,DMP,DSW,2000-10-27,2020-10-27,22,freq,0.9166666666666666
DAMPIER_202009_DSW,T,N,Northwest,DMP,DSW,2000-11-03,2020-11-03,18,freq,0.75
DAMPIER_202009_DSW,T,Y,Northwest,DMP,DSW,2000-09-15,2020-09-15,4,freq,0.16666666666666666
DAMPIER_202009_DSW,T,Y,Northwest,DMP,DSW,2000-09-22,2020-09-22,3,freq,0.125
DAMPIER_202009_DSW,T,Y,Northwest,DMP,DSW,2000-09-29,2020-09-29,8,freq,0.3333333333333333
DAMPIER_202009_DSW,T,Y,Northwest,DMP,DSW,2000-10-06,2020-10-06,2,freq,0.08333333333333333
DAMPIER_202009_DSW,T,Y,Northwest,DMP,DSW,2000-10-13,2020-10-13,2,freq,0.08333333333333333
DAMPIER_202009_DSW,T,Y,Northwest,DMP,DSW,2000-10-20,2020-10-20,4,freq,0.16666666666666666
DAMPIER_202009_DSW,T,Y,Northwest,DMP,DSW,2000-10-27,2020-10-27,2,freq,0.08333333333333333
DAMPIER_202009_DSW,T,Y,Northwest,DMP,DSW,2000-11-03,2020-11-03,6,freq,0.25
DAMPIER_202009_DSW,W,N,Northwest,DMP,DSW,2000-09-09,2020-09-09,21,freq,0.875
DAMPIER_202009_DSW,W,N,Northwest,DMP,DSW,2000-09-16,2020-09-16,18,freq,0.75
DAMPIER_202009_DSW,W,N,Northwest,DMP,DSW,2000-09-23,2020-09-23,18,freq,0.75
DAMPIER_202009_DSW,W,N,Northwest,DMP,DSW,2000-09-30,2020-09-30,20,freq,0.8333333333333334
DAMPIER_202009_DSW,W,N,Northwest,DMP,DSW,2000-10-07,2020-10-07,20,freq,0.8333333333333334
DAMPIER_202009_DSW,W,N,Northwest,DMP,DSW,2000-10-14,2020-10-14,19,freq,0.7916666666666666
DAMPIER_202009_DSW,W,N,Northwest,DMP,DSW,2000-10-21,2020-10-21,22,freq,0.9166666666666666
DAMPIER_202009_DSW,W,N,Northwest,DMP,DSW,2000-10-28,2020-10-28,21,freq,0.875
DAMPIER_202009_DSW,W,N,Northwest,DMP,DSW,2000-11-04,2020-11-04,20,freq,0.9090909090909091
DAMPIER_202009_DSW,W,Y,Northwest,DMP,DSW,2000-09-09,2020-09-09,3,freq,0.125
DAMPIER_202009_DSW,W,Y,Northwest,DMP,DSW,2000-09-16,2020-09-16,6,freq,0.25
DAMPIER_202009_DSW,W,Y,Northwest,DMP,DSW,2000-09-23,2020-09-23,6,freq,0.25
DAMPIER_202009_DSW,W,Y,Northwest,DMP,DSW,2000-09-30,2020-09-30,4,freq,0.16666666666666666
DAMPIER_202009_DSW,W,Y,Northwest,DMP,DSW,2000-10-07,2020-10-07,4,freq,0.16666666666666666
DAMPIER_202009_DSW,W,Y,Northwest,DMP,DSW,2000-10-14,2020-10-14,5,freq,0.20833333333333334
DAMPIER_202009_DSW,W,Y,Northwest,DMP,DSW,2000-10-21,2020-10-21,2,freq,0.08333333333333333
DAMPIER_202009_DSW,W,Y,Northwest,DMP,DSW,2000-10-28,2020-10-28,3,freq,0.125
DAMPIER_202009_DSW,W,Y,Northwest,DMP,DSW,2000-11-04,2020-11-04,2,freq,0.09090909090909091
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-01-14,2022-01-14,15,freq,0.625
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-01-21,2022-01-21,13,freq,0.5416666666666666
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-01-28,2022-01-28,18,freq,0.75
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-02-04,2022-02-04,17,freq,0.7083333333333334
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-02-11,2022-02-11,22,freq,0.9166666666666666
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-02-18,2022-02-18,18,freq,0.75
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-02-25,2022-02-25,23,freq,0.9583333333333334
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-03-04,2022-03-04,17,freq,0.7083333333333334
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-03-11,2022-03-11,19,freq,0.7916666666666666
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-03-18,2022-03-18,16,freq,0.6666666666666666
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-03-25,2022-03-25,14,freq,0.5833333333333334
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-04-01,2022-04-01,18,freq,0.75
GEOGRAPHE_202201_GEO,F,N,South-west,GMP,GEO,2000-04-08,2022-04-08,24,freq,1
GEOGRAPHE_202201_GEO,F,Y,South-west,GMP,GEO,2000-01-14,2022-01-14,9,freq,0.375
GEOGRAPHE_202201_GEO,F,Y,South-west,GMP,GEO,2000-01-21,2022-01-21,11,freq,0.4583333333333333
GEOGRAPHE_202201_GEO,F,Y,South-west,GMP,GEO,2000-01-28,2022-01-28,6,freq,0.25
GEOGRAPHE_202201_GEO,F,Y,South-west,GMP,GEO,2000-02-04,2022-02-04,7,freq,0.2916666666666667
GEOGRAPHE_202201_GEO,F,Y,South-west,GMP,GEO,2000-02-11,2022-02-11,2,freq,0.08333333333333333
GEOGRAPHE_202201_GEO,F,Y,South-west,GMP,GEO,2000-02-18,2022-02-18,6,freq,0.25
GEOGRAPHE_202201_GEO,F,Y,South-west,GMP,GEO,2000-02-25,2022-02-25,1,freq,0.041666666666666664
GEOGRAPHE_202201_GEO,F,Y,South-west,GMP,GEO,2000-03-04,2022-03-04,7,freq,0.2916666666666667
GEOGRAPHE_202201_GEO,F,Y,South-west,GMP,GEO,2000-03-11,2022-03-11,5,freq,0.20833333333333334
GEOGRAPHE_202201_GEO,F,Y,South-west,GMP,GEO,2000-03-18,2022-03-18,8,freq,0.3333333333333333
GEOGRAPHE_202201_GEO,F,Y,South-west,GMP,GEO,2000-03-25,2022-03-25,10,freq,0.4166666666666667
GEOGRAPHE_202201_GEO,F,Y,South-west,GMP,GEO,2000-04-01,2022-04-01,6,freq,0.25
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-01-17,2022-01-17,18,freq,0.75
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-01-24,2022-01-24,24,freq,1
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-01-31,2022-01-31,24,freq,1
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-02-07,2022-02-07,24,freq,1
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-02-14,2022-02-14,21,freq,0.875
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-02-21,2022-02-21,22,freq,0.9166666666666666
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-02-28,2022-02-28,19,freq,0.7916666666666666
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-03-07,2022-03-07,20,freq,0.8333333333333334
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-03-14,2022-03-14,22,freq,0.9166666666666666
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-03-21,2022-03-21,23,freq,0.9583333333333334
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-03-28,2022-03-28,24,freq,1
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-04-04,2022-04-04,24,freq,1
GEOGRAPHE_202201_GEO,M,N,South-west,GMP,GEO,2000-04-11,2022-04-11,24,freq,1
GEOGRAPHE_202201_GEO,M,Y,South-west,GMP,GEO,2000-01-17,2022-01-17,6,freq,0.25
GEOGRAPHE_202201_GEO,M,Y,South-west,GMP,GEO,2000-02-14,2022-02-14,3,freq,0.125
GEOGRAPHE_202201_GEO,M,Y,South-west,GMP,GEO,2000-02-21,2022-02-21,2,freq,0.08333333333333333
GEOGRAPHE_202201_GEO,M,Y,South-west,GMP,GEO,2000-02-28,2022-02-28,5,freq,0.20833333333333334
GEOGRAPHE_202201_GEO,M,Y,South-west,GMP,GEO,2000-03-07,2022-03-07,4,freq,0.16666666666666666
GEOGRAPHE_202201_GEO,M,Y,South-west,GMP,GEO,2000-03-14,2022-03-14,2,freq,0.08333333333333333
GEOGRAPHE_202201_GEO,M,Y,South-west,GMP,GEO,2000-03-21,2022-03-21,1,freq,0.041666666666666664
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-01-15,2022-01-15,14,freq,0.5833333333333334
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-01-22,2022-01-22,12,freq,0.5
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-01-29,2022-01-29,12,freq,0.5
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-02-05,2022-02-05,7,freq,0.2916666666666667
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-02-12,2022-02-12,22,freq,0.9166666666666666
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-02-19,2022-02-19,16,freq,0.6666666666666666
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-02-26,2022-02-26,23,freq,0.9583333333333334
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-03-05,2022-03-05,16,freq,0.6666666666666666
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-03-12,2022-03-12,23,freq,0.9583333333333334
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-03-19,2022-03-19,24,freq,1
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-03-26,2022-03-26,24,freq,1
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-04-02,2022-04-02,11,freq,0.4583333333333333
GEOGRAPHE_202201_GEO,Sa,N,South-west,GMP,GEO,2000-04-09,2022-04-09,24,freq,1
GEOGRAPHE_202201_GEO,Sa,Y,South-west,GMP,GEO,2000-01-15,2022-01-15,10,freq,0.4166666666666667
GEOGRAPHE_202201_GEO,Sa,Y,South-west,GMP,GEO,2000-01-22,2022-01-22,12,freq,0.5
GEOGRAPHE_202201_GEO,Sa,Y,South-west,GMP,GEO,2000-01-29,2022-01-29,12,freq,0.5
GEOGRAPHE_202201_GEO,Sa,Y,South-west,GMP,GEO,2000-02-05,2022-02-05,17,freq,0.7083333333333334
GEOGRAPHE_202201_GEO,Sa,Y,South-west,GMP,GEO,2000-02-12,2022-02-12,2,freq,0.08333333333333333
GEOGRAPHE_202201_GEO,Sa,Y,South-west,GMP,GEO,2000-02-19,2022-02-19,8,freq,0.3333333333333333
GEOGRAPHE_202201_GEO,Sa,Y,South-west,GMP,GEO,2000-02-26,2022-02-26,1,freq,0.041666666666666664
GEOGRAPHE_202201_GEO,Sa,Y,South-west,GMP,GEO,2000-03-05,2022-03-05,8,freq,0.3333333333333333
GEOGRAPHE_202201_GEO,Sa,Y,South-west,GMP,GEO,2000-03-12,2022-03-12,1,freq,0.041666666666666664
GEOGRAPHE_202201_GEO,Sa,Y,South-west,GMP,GEO,2000-04-02,2022-04-02,13,freq,0.5416666666666666
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-01-16,2022-01-16,15,freq,0.625
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-01-23,2022-01-23,15,freq,0.625
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-01-30,2022-01-30,19,freq,0.7916666666666666
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-02-06,2022-02-06,23,freq,0.9583333333333334
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-02-13,2022-02-13,17,freq,0.7083333333333334
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-02-20,2022-02-20,20,freq,0.8333333333333334
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-02-27,2022-02-27,24,freq,1
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-03-06,2022-03-06,15,freq,0.625
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-03-13,2022-03-13,12,freq,0.5
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-03-20,2022-03-20,16,freq,0.6666666666666666
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-03-27,2022-03-27,24,freq,1
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-04-03,2022-04-03,21,freq,0.875
GEOGRAPHE_202201_GEO,Su,N,South-west,GMP,GEO,2000-04-10,2022-04-10,24,freq,1
GEOGRAPHE_202201_GEO,Su,Y,South-west,GMP,GEO,2000-01-16,2022-01-16,9,freq,0.375
GEOGRAPHE_202201_GEO,Su,Y,South-west,GMP,GEO,2000-01-23,2022-01-23,9,freq,0.375
GEOGRAPHE_202201_GEO,Su,Y,South-west,GMP,GEO,2000-01-30,2022-01-30,5,freq,0.20833333333333334
GEOGRAPHE_202201_GEO,Su,Y,South-west,GMP,GEO,2000-02-06,2022-02-06,1,freq,0.041666666666666664
GEOGRAPHE_202201_GEO,Su,Y,South-west,GMP,GEO,2000-02-13,2022-02-13,7,freq,0.2916666666666667
GEOGRAPHE_202201_GEO,Su,Y,South-west,GMP,GEO,2000-02-20,2022-02-20,4,freq,0.16666666666666666
GEOGRAPHE_202201_GEO,Su,Y,South-west,GMP,GEO,2000-03-06,2022-03-06,9,freq,0.375
GEOGRAPHE_202201_GEO,Su,Y,South-west,GMP,GEO,2000-03-13,2022-03-13,12,freq,0.5
GEOGRAPHE_202201_GEO,Su,Y,South-west,GMP,GEO,2000-03-20,2022-03-20,8,freq,0.3333333333333333
GEOGRAPHE_202201_GEO,Su,Y,South-west,GMP,GEO,2000-04-03,2022-04-03,3,freq,0.125
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-01-13,2022-01-13,23,freq,0.9583333333333334
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-01-20,2022-01-20,14,freq,0.5833333333333334
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-01-27,2022-01-27,22,freq,0.9166666666666666
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-02-03,2022-02-03,18,freq,0.75
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-02-10,2022-02-10,21,freq,0.875
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-02-17,2022-02-17,20,freq,0.8333333333333334
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-02-24,2022-02-24,24,freq,1
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-03-03,2022-03-03,21,freq,0.875
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-03-10,2022-03-10,16,freq,0.6666666666666666
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-03-17,2022-03-17,16,freq,0.6666666666666666
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-03-24,2022-03-24,22,freq,0.9166666666666666
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-03-31,2022-03-31,23,freq,0.9583333333333334
GEOGRAPHE_202201_GEO,R,N,South-west,GMP,GEO,2000-04-07,2022-04-07,24,freq,1
GEOGRAPHE_202201_GEO,R,Y,South-west,GMP,GEO,2000-01-13,2022-01-13,1,freq,0.041666666666666664
GEOGRAPHE_202201_GEO,R,Y,South-west,GMP,GEO,2000-01-20,2022-01-20,10,freq,0.4166666666666667
GEOGRAPHE_202201_GEO,R,Y,South-west,GMP,GEO,2000-01-27,2022-01-27,2,freq,0.08333333333333333
GEOGRAPHE_202201_GEO,R,Y,South-west,GMP,GEO,2000-02-03,2022-02-03,6,freq,0.25
GEOGRAPHE_202201_GEO,R,Y,South-west,GMP,GEO,2000-02-10,2022-02-10,3,freq,0.125
GEOGRAPHE_202201_GEO,R,Y,South-west,GMP,GEO,2000-02-17,2022-02-17,4,freq,0.16666666666666666
GEOGRAPHE_202201_GEO,R,Y,South-west,GMP,GEO,2000-03-03,2022-03-03,3,freq,0.125
GEOGRAPHE_202201_GEO,R,Y,South-west,GMP,GEO,2000-03-10,2022-03-10,8,freq,0.3333333333333333
GEOGRAPHE_202201_GEO,R,Y,South-west,GMP,GEO,2000-03-17,2022-03-17,8,freq,0.3333333333333333
GEOGRAPHE_202201_GEO,R,Y,South-west,GMP,GEO,2000-03-24,2022-03-24,2,freq,0.08333333333333333
GEOGRAPHE_202201_GEO,R,Y,South-west,GMP,GEO,2000-03-31,2022-03-31,1,freq,0.041666666666666664
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-01-18,2022-01-18,15,freq,0.625
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-01-25,2022-01-25,20,freq,0.8333333333333334
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-02-01,2022-02-01,24,freq,1
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-02-08,2022-02-08,18,freq,0.75
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-02-15,2022-02-15,19,freq,0.7916666666666666
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-02-22,2022-02-22,21,freq,0.875
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-03-01,2022-03-01,24,freq,1
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-03-08,2022-03-08,21,freq,0.875
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-03-15,2022-03-15,23,freq,0.9583333333333334
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-03-22,2022-03-22,22,freq,0.9166666666666666
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-03-29,2022-03-29,23,freq,0.9583333333333334
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-04-05,2022-04-05,24,freq,1
GEOGRAPHE_202201_GEO,T,N,South-west,GMP,GEO,2000-04-12,2022-04-12,8,freq,1
GEOGRAPHE_202201_GEO,T,Y,South-west,GMP,GEO,2000-01-18,2022-01-18,9,freq,0.375
GEOGRAPHE_202201_GEO,T,Y,South-west,GMP,GEO,2000-01-25,2022-01-25,4,freq,0.16666666666666666
GEOGRAPHE_202201_GEO,T,Y,South-west,GMP,GEO,2000-02-08,2022-02-08,6,freq,0.25
GEOGRAPHE_202201_GEO,T,Y,South-west,GMP,GEO,2000-02-15,2022-02-15,5,freq,0.20833333333333334
GEOGRAPHE_202201_GEO,T,Y,South-west,GMP,GEO,2000-02-22,2022-02-22,3,freq,0.125
GEOGRAPHE_202201_GEO,T,Y,South-west,GMP,GEO,2000-03-08,2022-03-08,3,freq,0.125
GEOGRAPHE_202201_GEO,T,Y,South-west,GMP,GEO,2000-03-15,2022-03-15,1,freq,0.041666666666666664
GEOGRAPHE_202201_GEO,T,Y,South-west,GMP,GEO,2000-03-22,2022-03-22,2,freq,0.08333333333333333
GEOGRAPHE_202201_GEO,T,Y,South-west,GMP,GEO,2000-03-29,2022-03-29,1,freq,0.041666666666666664
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-01-12,2022-01-12,11,freq,0.6875
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-01-19,2022-01-19,19,freq,0.7916666666666666
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-01-26,2022-01-26,16,freq,0.6666666666666666
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-02-02,2022-02-02,21,freq,0.875
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-02-09,2022-02-09,18,freq,0.75
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-02-16,2022-02-16,23,freq,0.9583333333333334
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-02-23,2022-02-23,21,freq,0.875
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-03-02,2022-03-02,24,freq,1
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-03-09,2022-03-09,15,freq,0.625
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-03-16,2022-03-16,24,freq,1
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-03-23,2022-03-23,23,freq,0.9583333333333334
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-03-30,2022-03-30,24,freq,1
GEOGRAPHE_202201_GEO,W,N,South-west,GMP,GEO,2000-04-06,2022-04-06,24,freq,1
GEOGRAPHE_202201_GEO,W,Y,South-west,GMP,GEO,2000-01-12,2022-01-12,5,freq,0.3125
GEOGRAPHE_202201_GEO,W,Y,South-west,GMP,GEO,2000-01-19,2022-01-19,5,freq,0.20833333333333334
GEOGRAPHE_202201_GEO,W,Y,South-west,GMP,GEO,2000-01-26,2022-01-26,8,freq,0.3333333333333333
GEOGRAPHE_202201_GEO,W,Y,South-west,GMP,GEO,2000-02-02,2022-02-02,3,freq,0.125
GEOGRAPHE_202201_GEO,W,Y,South-west,GMP,GEO,2000-02-09,2022-02-09,6,freq,0.25
GEOGRAPHE_202201_GEO,W,Y,South-west,GMP,GEO,2000-02-16,2022-02-16,1,freq,0.041666666666666664
GEOGRAPHE_202201_GEO,W,Y,South-west,GMP,GEO,2000-02-23,2022-02-23,3,freq,0.125
GEOGRAPHE_202201_GEO,W,Y,South-west,GMP,GEO,2000-03-09,2022-03-09,9,freq,0.375
GEOGRAPHE_202201_GEO,W,Y,South-west,GMP,GEO,2000-03-23,2022-03-23,1,freq,0.041666666666666664
JURIEN_202201_JNE,F,N,South-west,JMP,JNE,2000-01-07,2022-01-07,21,freq,0.875
JURIEN_202201_JNE,F,N,South-west,JMP,JNE,2000-01-14,2022-01-14,19,freq,0.7916666666666666
JURIEN_202201_JNE,F,N,South-west,JMP,JNE,2000-01-21,2022-01-21,16,freq,0.6666666666666666
JURIEN_202201_JNE,F,N,South-west,JMP,JNE,2000-01-28,2022-01-28,19,freq,0.7916666666666666
JURIEN_202201_JNE,F,N,South-west,JMP,JNE,2000-02-04,2022-02-04,17,freq,0.7083333333333334
JURIEN_202201_JNE,F,N,South-west,JMP,JNE,2000-02-11,2022-02-11,21,freq,0.875
JURIEN_202201_JNE,F,N,South-west,JMP,JNE,2000-02-18,2022-02-18,20,freq,0.8333333333333334
JURIEN_202201_JNE,F,N,South-west,JMP,JNE,2000-02-25,2022-02-25,20,freq,0.8333333333333334
JURIEN_202201_JNE,F,N,South-west,JMP,JNE,2000-03-04,2022-03-04,23,freq,0.9583333333333334
JURIEN_202201_JNE,F,N,South-west,JMP,JNE,2000-03-11,2022-03-11,7,freq,1
JURIEN_202201_JNE,F,Y,South-west,JMP,JNE,2000-01-07,2022-01-07,3,freq,0.125
JURIEN_202201_JNE,F,Y,South-west,JMP,JNE,2000-01-14,2022-01-14,5,freq,0.20833333333333334
JURIEN_202201_JNE,F,Y,South-west,JMP,JNE,2000-01-21,2022-01-21,8,freq,0.3333333333333333
JURIEN_202201_JNE,F,Y,South-west,JMP,JNE,2000-01-28,2022-01-28,5,freq,0.20833333333333334
JURIEN_202201_JNE,F,Y,South-west,JMP,JNE,2000-02-04,2022-02-04,7,freq,0.2916666666666667
JURIEN_202201_JNE,F,Y,South-west,JMP,JNE,2000-02-11,2022-02-11,3,freq,0.125
JURIEN_202201_JNE,F,Y,South-west,JMP,JNE,2000-02-18,2022-02-18,4,freq,0.16666666666666666
JURIEN_202201_JNE,F,Y,South-west,JMP,JNE,2000-02-25,2022-02-25,4,freq,0.16666666666666666
JURIEN_202201_JNE,F,Y,South-west,JMP,JNE,2000-03-04,2022-03-04,1,freq,0.041666666666666664
JURIEN_202201_JNE,M,N,South-west,JMP,JNE,2000-01-10,2022-01-10,18,freq,0.75
JURIEN_202201_JNE,M,N,South-west,JMP,JNE,2000-01-17,2022-01-17,20,freq,0.8333333333333334
JURIEN_202201_JNE,M,N,South-west,JMP,JNE,2000-01-24,2022-01-24,23,freq,0.9583333333333334
JURIEN_202201_JNE,M,N,South-west,JMP,JNE,2000-01-31,2022-01-31,24,freq,1
JURIEN_202201_JNE,M,N,South-west,JMP,JNE,2000-02-07,2022-02-07,23,freq,0.9583333333333334
JURIEN_202201_JNE,M,N,South-west,JMP,JNE,2000-02-14,2022-02-14,19,freq,0.7916666666666666
JURIEN_202201_JNE,M,N,South-west,JMP,JNE,2000-02-21,2022-02-21,19,freq,0.7916666666666666
JURIEN_202201_JNE,M,N,South-west,JMP,JNE,2000-02-28,2022-02-28,20,freq,0.8333333333333334
JURIEN_202201_JNE,M,N,South-west,JMP,JNE,2000-03-07,2022-03-07,21,freq,0.875
JURIEN_202201_JNE,M,Y,South-west,JMP,JNE,2000-01-10,2022-01-10,6,freq,0.25
JURIEN_202201_JNE,M,Y,South-west,JMP,JNE,2000-01-17,2022-01-17,4,freq,0.16666666666666666
JURIEN_202201_JNE,M,Y,South-west,JMP,JNE,2000-01-24,2022-01-24,1,freq,0.041666666666666664
JURIEN_202201_JNE,M,Y,South-west,JMP,JNE,2000-02-07,2022-02-07,1,freq,0.041666666666666664
JURIEN_202201_JNE,M,Y,South-west,JMP,JNE,2000-02-14,2022-02-14,5,freq,0.20833333333333334
JURIEN_202201_JNE,M,Y,South-west,JMP,JNE,2000-02-21,2022-02-21,5,freq,0.20833333333333334
JURIEN_202201_JNE,M,Y,South-west,JMP,JNE,2000-02-28,2022-02-28,4,freq,0.16666666666666666
JURIEN_202201_JNE,M,Y,South-west,JMP,JNE,2000-03-07,2022-03-07,3,freq,0.125
JURIEN_202201_JNE,Sa,N,South-west,JMP,JNE,2000-01-08,2022-01-08,18,freq,0.75
JURIEN_202201_JNE,Sa,N,South-west,JMP,JNE,2000-01-15,2022-01-15,18,freq,0.75
JURIEN_202201_JNE,Sa,N,South-west,JMP,JNE,2000-01-22,2022-01-22,14,freq,0.5833333333333334
JURIEN_202201_JNE,Sa,N,South-west,JMP,JNE,2000-01-29,2022-01-29,17,freq,0.7083333333333334
JURIEN_202201_JNE,Sa,N,South-west,JMP,JNE,2000-02-05,2022-02-05,14,freq,0.5833333333333334
JURIEN_202201_JNE,Sa,N,South-west,JMP,JNE,2000-02-12,2022-02-12,22,freq,0.9166666666666666
JURIEN_202201_JNE,Sa,N,South-west,JMP,JNE,2000-02-19,2022-02-19,20,freq,0.8333333333333334
JURIEN_202201_JNE,Sa,N,South-west,JMP,JNE,2000-02-26,2022-02-26,23,freq,0.9583333333333334
JURIEN_202201_JNE,Sa,N,South-west,JMP,JNE,2000-03-05,2022-03-05,23,freq,0.9583333333333334
JURIEN_202201_JNE,Sa,Y,South-west,JMP,JNE,2000-01-08,2022-01-08,6,freq,0.25
JURIEN_202201_JNE,Sa,Y,South-west,JMP,JNE,2000-01-15,2022-01-15,6,freq,0.25
JURIEN_202201_JNE,Sa,Y,South-west,JMP,JNE,2000-01-22,2022-01-22,10,freq,0.4166666666666667
